pais_codigo,pais_nome,fase,recode,arquivo_origem,caminho_origem,linhas,colunas_selecionadas,colunas
SN,Senegal,22,SQ,SNSQ22FL.DTA,D:\Repositórios\_dados_descartados_saude_mulher\completo\extraidos\Senegal\Servicos_Saude_SQ\SNSQ22DT\SNSQ22FL.DTA,258,337,sqregion|sqdptarr|sqdr|sqlocal|sqnom|sqnbhab|sqdenqj|sqdenqm|sqfenqj|sqfenqm|sqnumenq|sqnbenqh|sqfonc1h|sqfonc2h|sqfonc3h|sqnbenqf|sqfonc1f|sqfonc2f|sqfonc3f|sq102|sq103|sq104|sq105|sq106|sq107|sq108|sq109|sq110|sq111|sq112|sqserv_1|sq113_1|sq114_1|sq115u_1|sq115n_1|sqserv_2|sq113_2|sq114_2|sq115u_2|sq115n_2|sqserv_3|sq113_3|sq114_3|sq115u_3|sq115n_3|sqserv_4|sq113_4|sq114_4|sq115u_4|sq115n_4|sqserv_5|sq113_5|sq114_5|sq115u_5|sq115n_5|sqserv_6|sq113_6|sq114_6|sq115u_6|sq115n_6|sqserv_7|sq113_7|sq114_7|sq115u_7|sq115n_7|sq201a01|sq201b01|sq202_01|sq203_01|sq204a01|sq204b01|sq205_01|sq207a01|sq207b01|sq207c01|sq207d01|sq207e01|sq207f01|sq207g01|sq207h01|sq208a01|sq208b01|sq208c01|sq208d01|sq208e01|sq208f01|sq208g01|sq208h01|sq208i01|sq201a02|sq201b02|sq202_02|sq203_02|sq204a02|sq204b02|sq205_02|sq207a02|sq207b02|sq207c02|sq207d02|sq207e02|sq207f02|sq207g02|sq207h02|sq208a02|sq208b02|sq208c02|sq208d02|sq208e02|sq208f02|sq208g02|sq208h02|sq208i02|sq201a03|sq201b03|sq202_03|sq203_03|sq204a03|sq204b03|sq205_03|sq207a03|sq207b03|sq207c03|sq207d03|sq207e03|sq207f03|sq207g03|sq207h03|sq208a03|sq208b03|sq208c03|sq208d03|sq208e03|sq208f03|sq208g03|sq208h03|sq208i03|sq201a04|sq201b04|sq202_04|sq203_04|sq204a04|sq204b04|sq205_04|sq207a04|sq207b04|sq207c04|sq207d04|sq207e04|sq207f04|sq207g04|sq207h04|sq208a04|sq208b04|sq208c04|sq208d04|sq208e04|sq208f04|sq208g04|sq208h04|sq208i04|sq201a05|sq201b05|sq202_05|sq203_05|sq204a05|sq204b05|sq205_05|sq207a05|sq207b05|sq207c05|sq207d05|sq207e05|sq207f05|sq207g05|sq207h05|sq208a05|sq208b05|sq208c05|sq208d05|sq208e05|sq208f05|sq208g05|sq208h05|sq208i05|sq201a06|sq201b06|sq202_06|sq203_06|sq204a06|sq204b06|sq205_06|sq207a06|sq207b06|sq207c06|sq207d06|sq207e06|sq207f06|sq207g06|sq207h06|sq208a06|sq208b06|sq208c06|sq208d06|sq208e06|sq208f06|sq208g06|sq208h06|sq208i06|sq201a07|sq201b07|sq202_07|sq203_07|sq204a07|sq204b07|sq205_07|sq207a07|sq207b07|sq207c07|sq207d07|sq207e07|sq207f07|sq207g07|sq207h07|sq208a07|sq208b07|sq208c07|sq208d07|sq208e07|sq208f07|sq208g07|sq208h07|sq208i07|sq201a08|sq201b08|sq202_08|sq203_08|sq204a08|sq204b08|sq205_08|sq207a08|sq207b08|sq207c08|sq207d08|sq207e08|sq207f08|sq207g08|sq207h08|sq208a08|sq208b08|sq208c08|sq208d08|sq208e08|sq208f08|sq208g08|sq208h08|sq208i08|sq201a09|sq201b09|sq202_09|sq203_09|sq204a09|sq204b09|sq205_09|sq207a09|sq207b09|sq207c09|sq207d09|sq207e09|sq207f09|sq207g09|sq207h09|sq208a09|sq208b09|sq208c09|sq208d09|sq208e09|sq208f09|sq208g09|sq208h09|sq208i09|sq201a10|sq201b10|sq202_10|sq203_10|sq204a10|sq204b10|sq205_10|sq207a10|sq207b10|sq207c10|sq207d10|sq207e10|sq207f10|sq207g10|sq207h10|sq208a10|sq208b10|sq208c10|sq208d10|sq208e10|sq208f10|sq208g10|sq208h10|sq208i10|sq201a11|sq201b11|sq202_11|sq203_11|sq204a11|sq204b11|sq205_11|sq207a11|sq207b11|sq207c11|sq207d11|sq207e11|sq207f11|sq207g11|sq207h11|sq208a11|sq208b11|sq208c11|sq208d11|sq208e11|sq208f11|sq208g11|sq208h11|sq208i11|sq209a|sq209b|sq209c|sq209d|sq210a|sq210b|sq210c|sq210d
SN,Senegal,32,WI,SNWI32FL.DTA,D:\Repositórios\_dados_descartados_saude_mulher\completo\extraidos\Senegal\Riqueza_WI\SNWI32DT\SNWI32FL.DTA,4772,3,whhid|wlthindf|wlthind5
ST,São Tomé e Príncipe,51,IR,STIR51FL.DTA,D:\Repositórios\_dados_descartados_saude_mulher\completo\extraidos\São Tomé e Príncipe\Saude_da_Mulher_IR\STIR51DT\STIR51FL.DTA,2615,98,caseid|v001|v002|v003|v005|v006|v007|v008|v012|v013|v024|v025|v106|v190|v201|v212|v301|v302|v304_01|v304_02|v304_03|v304_04|v304_05|v304_06|v304_07|v304_08|v304_09|v304_10|v304_11|v304_12|v304_13|v304_14|v304_15|v304_16|v304_17|v304_18|v304_19|v304_20|v305_01|v305_02|v305_03|v305_04|v305_05|v305_06|v305_07|v305_08|v305_09|v305_10|v305_11|v305_12|v305_13|v305_14|v305_15|v305_16|v305_17|v305_18|v305_19|v305_20|v307_01|v307_02|v307_03|v307_04|v307_05|v307_06|v307_07|v307_08|v307_09|v307_10|v307_11|v307_12|v307_13|v307_14|v307_15|v307_16|v307_17|v307_18|v307_19|v307_20|v312|v313|m3a_1|m3b_1|m4_1|m5_1|m13_1|m14_1|m15_1|m17_1|m18_1|m19_1|m34_1|m35_1|m36_1|m38_1|m39_1|v445|v453|v457
ST,São Tomé e Príncipe,51,BR,STBR51FL.DTA,D:\Repositórios\_dados_descartados_saude_mulher\completo\extraidos\São Tomé e Príncipe\Nascimentos_BR\STBR51DT\STBR51FL.DTA,7620,39,caseid|bidx|v001|v002|v003|v005|bord|b0|b1|b2|b3|b4|b5|b6|b7|b8|b9|b10|b11|b12|b13|b15|b16|m3a|m3b|m4|m5|m6|m7|m13|m14|m15|m17|m18|m19|m34|m35|m36|m38
ST,São Tomé e Príncipe,51,HR,STHR51FL.DTA,D:\Repositórios\_dados_descartados_saude_mulher\completo\extraidos\São Tomé e Príncipe\Domicilios_HR\STHR51DT\STHR51FL.DTA,3536,38,hhid|hv001|hv002|hv003|hv005|hv009|hv012|hv013|hv024|hv025|hv201|hv205|hv206|hv207|hv208|hv209|hv210|hv211|hv212|hv213|hv214|hv215|hv216|hv217|hv218|hv219|hv220|hv221|hv225|hv226|hv227|hv228|hv234|hv235|hv237|hv240|hv270|hv271
ST,São Tomé e Príncipe,51,PR,STPR51FL.DTA,D:\Repositórios\_dados_descartados_saude_mulher\completo\extraidos\São Tomé e Príncipe\Moradores_PR\STPR51DT\STPR51FL.DTA,13430,40,hhid|hvidx|hv001|hv002|hv003|hv004|hv005|hv009|hv012|hv013|hv024|hv025|hv101|hv102|hv103|hv104|hv105|hv106|hv107|hv108|hv109|hv110|hv111|hv112|hv113|hv114|hv115|hv116|hv117|hv118|hv120|hv121|hv122|hv123|hv124|hv125|hv126|hv127|hv128|hv129
ST,São Tomé e Príncipe,51,KR,STKR51FL.DTA,D:\Repositórios\_dados_descartados_saude_mulher\completo\extraidos\São Tomé e Príncipe\Criancas_KR\STKR51DT\STKR51FL.DTA,1931,52,caseid|v001|v002|v003|v005|bidx|b0|b1|b2|b3|b4|b5|b6|b7|b8|b9|b10|b11|b12|m4|m5|m6|m7|m13|m14|m15|m17|m18|m19|m34|m35|m36|m38|h1|h2|h3|h4|h5|h6|h7|h8|h9|h10|h11|h13|h22|h31|h34|h39|h40|h42|h43
ST,São Tomé e Príncipe,51,CR,STCR51FL.DTA,D:\Repositórios\_dados_descartados_saude_mulher\completo\extraidos\São Tomé e Príncipe\Casais_CR\STCR51DT\STCR51FL.DTA,932,19,caseid|v001|v002|v003|v005|v012|v024|v025|mv001|mv002|mv003|mv005|mv012|mv024|mv025|v106|v190|mv106|mv190
ST,São Tomé e Príncipe,51,MR,STMR51FL.DTA,D:\Repositórios\_dados_descartados_saude_mulher\completo\extraidos\São Tomé e Príncipe\Homens_MR\STMR51DT\STMR51FL.DTA,2296,12,mcaseid|mv001|mv002|mv003|mv005|mv012|mv024|mv025|mv106|mv190|mv201|mv212
SZ,Eswatini (Suazilândia),51,IR,szir51fl.dta,D:\Repositórios\_dados_descartados_saude_mulher\completo\extraidos\Eswatini (Suazilândia)\Saude_da_Mulher_IR\SZIR51DT\szir51fl.dta,4987,98,caseid|v001|v002|v003|v005|v006|v007|v008|v012|v013|v024|v025|v106|v190|v201|v212|v301|v302|v304_01|v304_02|v304_03|v304_04|v304_05|v304_06|v304_07|v304_08|v304_09|v304_10|v304_11|v304_12|v304_13|v304_14|v304_15|v304_16|v304_17|v304_18|v304_19|v304_20|v305_01|v305_02|v305_03|v305_04|v305_05|v305_06|v305_07|v305_08|v305_09|v305_10|v305_11|v305_12|v305_13|v305_14|v305_15|v305_16|v305_17|v305_18|v305_19|v305_20|v307_01|v307_02|v307_03|v307_04|v307_05|v307_06|v307_07|v307_08|v307_09|v307_10|v307_11|v307_12|v307_13|v307_14|v307_15|v307_16|v307_17|v307_18|v307_19|v307_20|v312|v313|m3a_1|m3b_1|m4_1|m5_1|m13_1|m14_1|m15_1|m17_1|m18_1|m19_1|m34_1|m35_1|m36_1|m38_1|m39_1|v445|v453|v457
SZ,Eswatini (Suazilândia),51,BR,SZBR51FL.DTA,D:\Repositórios\_dados_descartados_saude_mulher\completo\extraidos\Eswatini (Suazilândia)\Nascimentos_BR\SZBR51DT\SZBR51FL.DTA,11410,39,caseid|bidx|v001|v002|v003|v005|bord|b0|b1|b2|b3|b4|b5|b6|b7|b8|b9|b10|b11|b12|b13|b15|b16|m3a|m3b|m4|m5|m6|m7|m13|m14|m15|m17|m18|m19|m34|m35|m36|m38
SZ,Eswatini (Suazilândia),51,HR,szhr51fl.dta,D:\Repositórios\_dados_descartados_saude_mulher\completo\extraidos\Eswatini (Suazilândia)\Domicilios_HR\SZHR51DT\szhr51fl.dta,4843,38,hhid|hv001|hv002|hv003|hv005|hv009|hv012|hv013|hv024|hv025|hv201|hv205|hv206|hv207|hv208|hv209|hv210|hv211|hv212|hv213|hv214|hv215|hv216|hv217|hv218|hv219|hv220|hv221|hv225|hv226|hv227|hv228|hv234|hv235|hv237|hv240|hv270|hv271
SZ,Eswatini (Suazilândia),51,KR,SZKR51FL.DTA,D:\Repositórios\_dados_descartados_saude_mulher\completo\extraidos\Eswatini (Suazilândia)\Criancas_KR\SZKR51DT\SZKR51FL.DTA,2812,52,caseid|v001|v002|v003|v005|bidx|b0|b1|b2|b3|b4|b5|b6|b7|b8|b9|b10|b11|b12|m4|m5|m6|m7|m13|m14|m15|m17|m18|m19|m34|m35|m36|m38|h1|h2|h3|h4|h5|h6|h7|h8|h9|h10|h11|h13|h22|h31|h34|h39|h40|h42|h43
SZ,Eswatini (Suazilândia),51,CR,szcr51fl.dta,D:\Repositórios\_dados_descartados_saude_mulher\completo\extraidos\Eswatini (Suazilândia)\Casais_CR\SZCR51DT\szcr51fl.dta,802,19,caseid|v001|v002|v003|v005|v012|v024|v025|mv001|mv002|mv003|mv005|mv012|mv024|mv025|v106|v190|mv106|mv190
SZ,Eswatini (Suazilândia),51,MR,szmr51fl.dta,D:\Repositórios\_dados_descartados_saude_mulher\completo\extraidos\Eswatini (Suazilândia)\Homens_MR\SZMR51DT\szmr51fl.dta,4156,12,mcaseid|mv001|mv002|mv003|mv005|mv012|mv024|mv025|mv106|mv190|mv201|mv212
TD,Chade,71,IR,TDIR71FL.DTA,D:\Repositórios\_dados_descartados_saude_mulher\completo\extraidos\Chade\Saude_da_Mulher_IR\TDIR71DT\TDIR71FL.DTA,17719,99,caseid|v001|v002|v003|v005|v006|v007|v008|v012|v013|v024|v025|v106|v190|v201|v212|v301|v302|v302a|v304_01|v304_02|v304_03|v304_04|v304_05|v304_06|v304_07|v304_08|v304_09|v304_10|v304_11|v304_12|v304_13|v304_14|v304_15|v304_16|v304_17|v304_18|v304_19|v304_20|v305_01|v305_02|v305_03|v305_04|v305_05|v305_06|v305_07|v305_08|v305_09|v305_10|v305_11|v305_12|v305_13|v305_14|v305_15|v305_16|v305_17|v305_18|v305_19|v305_20|v307_01|v307_02|v307_03|v307_04|v307_05|v307_06|v307_07|v307_08|v307_09|v307_10|v307_11|v307_12|v307_13|v307_14|v307_15|v307_16|v307_17|v307_18|v307_19|v307_20|v312|v313|m3a_1|m3b_1|m4_1|m5_1|m13_1|m14_1|m15_1|m17_1|m18_1|m19_1|m34_1|m35_1|m36_1|m38_1|m39_1|v445|v453|v457
TD,Chade,71,BR,TDBR71FL.DTA,D:\Repositórios\_dados_descartados_saude_mulher\completo\extraidos\Chade\Nascimentos_BR\TDBR71DT\TDBR71FL.DTA,68989,40,caseid|bidx|v001|v002|v003|v005|bord|b0|b1|b2|b3|b4|b5|b6|b7|b8|b9|b10|b11|b12|b13|b15|b16|m3a|m3b|m4|m5|m6|m7|m13|m14|m15|m17|m18|m19|m34|m35|m36|m38|m39a
TD,Chade,71,HR,TDHR71FL.DTA,D:\Repositórios\_dados_descartados_saude_mulher\completo\extraidos\Chade\Domicilios_HR\TDHR71DT\TDHR71FL.DTA,17233,40,hhid|hv001|hv002|hv003|hv005|hv009|hv012|hv013|hv024|hv025|hv201|hv205|hv206|hv207|hv208|hv209|hv210|hv211|hv212|hv213|hv214|hv215|hv216|hv217|hv218|hv219|hv220|hv221|hv225|hv226|hv227|hv228|hv230a|hv232|hv234|hv235|hv237|hv240|hv270|hv271
TD,Chade,71,PR,TDPR71FL.DTA,D:\Repositórios\_dados_descartados_saude_mulher\completo\extraidos\Chade\Moradores_PR\TDPR71DT\TDPR71FL.DTA,99620,40,hhid|hvidx|hv001|hv002|hv003|hv004|hv005|hv009|hv012|hv013|hv024|hv025|hv101|hv102|hv103|hv104|hv105|hv106|hv107|hv108|hv109|hv110|hv111|hv112|hv113|hv114|hv115|hv116|hv117|hv118|hv120|hv121|hv122|hv123|hv124|hv125|hv126|hv127|hv128|hv129
TD,Chade,71,KR,TDKR71FL.DTA,D:\Repositórios\_dados_descartados_saude_mulher\completo\extraidos\Chade\Criancas_KR\TDKR71DT\TDKR71FL.DTA,18623,53,caseid|v001|v002|v003|v005|bidx|b0|b1|b2|b3|b4|b5|b6|b7|b8|b9|b10|b11|b12|m4|m5|m6|m7|m13|m14|m15|m17|m18|m19|m34|m35|m36|m38|m39a|h1|h2|h3|h4|h5|h6|h7|h8|h9|h10|h11|h13|h22|h31|h34|h39|h40|h42|h43
TD,Chade,41,HW,TDHW41FL.DTA,D:\Repositórios\_dados_descartados_saude_mulher\completo\extraidos\Chade\Antropometria_HW\TDHW41DT\TDHW41FL.DTA,5635,6,hwline|hwlevel|hc70|hc71|hc72|hc73
TD,Chade,71,CR,TDCR71FL.DTA,D:\Repositórios\_dados_descartados_saude_mulher\completo\extraidos\Chade\Casais_CR\TDCR71DT\TDCR71FL.DTA,3050,19,caseid|v001|v002|v003|v005|v012|v024|v025|mv001|mv002|mv003|mv005|mv012|mv024|mv025|v106|v190|mv106|mv190
TD,Chade,71,MR,TDMR71FL.DTA,D:\Repositórios\_dados_descartados_saude_mulher\completo\extraidos\Chade\Homens_MR\TDMR71DT\TDMR71FL.DTA,5248,12,mcaseid|mv001|mv002|mv003|mv005|mv012|mv024|mv025|mv106|mv190|mv201|mv212
TD,Chade,41,SQ,TDSQ41FL.DTA,D:\Repositórios\_dados_descartados_saude_mulher\completo\extraidos\Chade\Servicos_Saude_SQ\TDSQ41DT\TDSQ41FL.DTA,193,1,dep
TD,Chade,31,WI,TDWI31FL.DTA,D:\Repositórios\_dados_descartados_saude_mulher\completo\extraidos\Chade\Riqueza_WI\TDWI31DT\TDWI31FL.DTA,6840,3,whhid|wlthindf|wlthind5
TG,Togo,71,IR,TGIR71FL.DTA,D:\Repositórios\_dados_descartados_saude_mulher\completo\extraidos\Togo\Saude_da_Mulher_IR\TGIR71DT\TGIR71FL.DTA,4674,18,caseid|v001|v002|v003|v005|v006|v007|v008|v008a|v012|v013|v024|v025|v106|v190|v201|v453|v457
TG,Togo,71,HR,TGHR71FL.DTA,D:\Repositórios\_dados_descartados_saude_mulher\completo\extraidos\Togo\Domicilios_HR\TGHR71DT\TGHR71FL.DTA,4909,35,hhid|hv001|hv002|hv003|hv005|hv009|hv012|hv013|hv024|hv025|hv201|hv205|hv206|hv207|hv208|hv209|hv210|hv211|hv212|hv213|hv214|hv215|hv216|hv217|hv218|hv219|hv220|hv221|hv225|hv226|hv227|hv228|hv235|hv270|hv271
TG,Togo,71,PR,TGPR71FL.DTA,D:\Repositórios\_dados_descartados_saude_mulher\completo\extraidos\Togo\Moradores_PR\TGPR71DT\TGPR71FL.DTA,22944,21,hhid|hvidx|hv001|hv002|hv003|hv004|hv005|hv009|hv012|hv013|hv024|hv025|hv101|hv102|hv103|hv104|hv105|hv115|hv116|hv117|hv120
TG,Togo,71,KR,TGKR71FL.DTA,D:\Repositórios\_dados_descartados_saude_mulher\completo\extraidos\Togo\Criancas_KR\TGKR71DT\TGKR71FL.DTA,3415,21,caseid|v001|v002|v003|v005|bidx|b0|b1|b2|b3|b4|b5|b6|b7|b8|b9|b10|b11|b12|h22|h31
TG,Togo,31,HW,TGHW31FL.DTA,D:\Repositórios\_dados_descartados_saude_mulher\completo\extraidos\Togo\Antropometria_HW\TGHW31DT\TGHW31FL.DTA,4168,6,hwline|hwlevel|hc70|hc71|hc72|hc73
TG,Togo,61,CR,TGCR61FL.DTA,D:\Repositórios\_dados_descartados_saude_mulher\completo\extraidos\Togo\Casais_CR\TGCR61DT\TGCR61FL.DTA,2270,19,caseid|v001|v002|v003|v005|v012|v024|v025|mv001|mv002|mv003|mv005|mv012|mv024|mv025|v106|v190|mv106|mv190
TG,Togo,61,MR,TGMR61FL.DTA,D:\Repositórios\_dados_descartados_saude_mulher\completo\extraidos\Togo\Homens_MR\TGMR61DT\TGMR61FL.DTA,4476,12,mcaseid|mv001|mv002|mv003|mv005|mv012|mv024|mv025|mv106|mv190|mv201|mv212
TG,Togo,01,SQ,TGSQ01FL.DTA,D:\Repositórios\_dados_descartados_saude_mulher\completo\extraidos\Togo\Servicos_Saude_SQ\TGSQ01DT\TGSQ01FL.DTA,106,40,localite|q02|q03|q04|q05a|q05b|q05c|q05d|q05e|q05f|q06|q07a|q07b|q07c|q07d|q07e|unwtresp|wtresp|marresp|marwtrsp|q21_01|q22_01|q23_01|q24_01|q25_01|q21_02|q22_02|q23_02|q24_02|q25_02|q21_03|q22_03|q23_03|q24_03|q25_03|q21_04|q22_04|q23_04|q24_04|q25_04
TG,Togo,31,WI,TGWI31FL.DTA,D:\Repositórios\_dados_descartados_saude_mulher\completo\extraidos\Togo\Riqueza_WI\TGWI31DT\TGWI31FL.DTA,7517,3,whhid|wlthindf|wlthind5
TZ,Tanzânia,82,IR,TZIR82FL.DTA,D:\Repositórios\_dados_descartados_saude_mulher\completo\extraidos\Tanzânia\Saude_da_Mulher_IR\TZIR82DT\TZIR82FL.DTA,15254,100,caseid|v001|v002|v003|v005|v006|v007|v008|v008a|v012|v013|v024|v025|v106|v190|v201|v212|v301|v302|v302a|v304_01|v304_02|v304_03|v304_04|v304_05|v304_06|v304_07|v304_08|v304_09|v304_10|v304_11|v304_12|v304_13|v304_14|v304_15|v304_16|v304_17|v304_18|v304_19|v304_20|v305_01|v305_02|v305_03|v305_04|v305_05|v305_06|v305_07|v305_08|v305_09|v305_10|v305_11|v305_12|v305_13|v305_14|v305_15|v305_16|v305_17|v305_18|v305_19|v305_20|v307_01|v307_02|v307_03|v307_04|v307_05|v307_06|v307_07|v307_08|v307_09|v307_10|v307_11|v307_12|v307_13|v307_14|v307_15|v307_16|v307_17|v307_18|v307_19|v307_20|v312|v313|m3a_1|m3b_1|m4_1|m5_1|m13_1|m14_1|m15_1|m17_1|m18_1|m19_1|m34_1|m35_1|m36_1|m38_1|m39_1|v445|v453|v457
TZ,Tanzânia,82,BR,TZBR82FL.DTA,D:\Repositórios\_dados_descartados_saude_mulher\completo\extraidos\Tanzânia\Nascimentos_BR\TZBR82DT\TZBR82FL.DTA,40394,45,caseid|bidx|v001|v002|v003|v005|bord|b0|b1|b2|b3|b4|b5|b6|b7|b8|b9|b10|b11|b12|b13|b15|b16|b17|b18|b19|b20|b21|m3a|m3b|m4|m5|m6|m7|m13|m14|m15|m17|m18|m19|m34|m35|m36|m38|m39a
TZ,Tanzânia,82,HR,TZHR82FL.DTA,D:\Repositórios\_dados_descartados_saude_mulher\completo\extraidos\Tanzânia\Domicilios_HR\TZHR82DT\TZHR82FL.DTA,15705,43,hhid|hv001|hv002|hv003|hv005|hv009|hv012|hv013|hv024|hv025|hv201|hv205|hv206|hv207|hv208|hv209|hv210|hv211|hv212|hv213|hv214|hv215|hv216|hv217|hv218|hv219|hv220|hv221|hv222|hv223|hv225|hv226|hv227|hv228|hv230a|hv232|hv234|hv235|hv236a|hv237|hv240|hv270|hv271
TZ,Tanzânia,82,PR,TZPR82FL.DTA,D:\Repositórios\_dados_descartados_saude_mulher\completo\extraidos\Tanzânia\Moradores_PR\TZPR82DT\TZPR82FL.DTA,73774,40,hhid|hvidx|hv001|hv002|hv003|hv004|hv005|hv009|hv012|hv013|hv024|hv025|hv101|hv102|hv103|hv104|hv105|hv106|hv107|hv108|hv109|hv110|hv111|hv112|hv113|hv114|hv115|hv116|hv117|hv118|hv120|hv121|hv122|hv123|hv124|hv125|hv126|hv127|hv128|hv129
TZ,Tanzânia,82,KR,TZKR82FL.DTA,D:\Repositórios\_dados_descartados_saude_mulher\completo\extraidos\Tanzânia\Criancas_KR\TZKR82DT\TZKR82FL.DTA,10783,54,caseid|bidx|v001|v002|v003|v005|bidxp|b0|b1|b2|b3|b4|b5|b6|b7|b8|b9|b10|b11|b12|m4|m5|m6|m7|m13|m14|m15|m17|m18|m19|m34|m35|m36|m38|m39a|h1|h2|h3|h4|h5|h6|h7|h8|h9|h10|h40|h11|h13|h22|h31|h34|h39|h42|h43
TZ,Tanzânia,41,HW,TZHW41FL.DTA,D:\Repositórios\_dados_descartados_saude_mulher\completo\extraidos\Tanzânia\Antropometria_HW\TZHW41DT\TZHW41FL.DTA,3215,6,hwline|hwlevel|hc70|hc71|hc72|hc73
TZ,Tanzânia,82,CR,TZCR82FL.DTA,D:\Repositórios\_dados_descartados_saude_mulher\completo\extraidos\Tanzânia\Casais_CR\TZCR82DT\TZCR82FL.DTA,2531,19,caseid|v001|v002|v003|v005|v012|v024|v025|mv001|mv002|mv003|mv005|mv012|mv024|mv025|v106|v190|mv106|mv190
TZ,Tanzânia,82,MR,TZMR82FL.DTA,D:\Repositórios\_dados_descartados_saude_mulher\completo\extraidos\Tanzânia\Homens_MR\TZMR82DT\TZMR82FL.DTA,5763,12,mcaseid|mv001|mv002|mv003|mv005|mv012|mv024|mv025|mv106|mv190|mv201|mv212
TZ,Tanzânia,21,SQ,TZSQ21FL.DTA,D:\Repositórios\_dados_descartados_saude_mulher\completo\extraidos\Tanzânia\Servicos_Saude_SQ\TZSQ21DT\TZSQ21FL.DTA,357,40,ccluster|cregion|cdistrct|cward|cenum|curbrur|clocalty|cintcode|cstartdy|cstartmo|cendday|cendmo|c101|c102|c103|c104|c105|c106|c107|c108|c109|c110|c111|c112|c113|c114|c115_1|c116_1|c117h_1|c117m_1|c115_2|c116_2|c117h_2|c117m_2|c115_3|c116_3|c117h_3|c117m_3|c115_4|c116_4
TZ,Tanzânia,41,WI,TZWI41FL.DTA,D:\Repositórios\_dados_descartados_saude_mulher\completo\extraidos\Tanzânia\Riqueza_WI\TZWI41DT\TZWI41FL.DTA,3615,3,whhid|wlthindf|wlthind5
ZA,África do Sul,71,IR,ZAIR71FL.DTA,D:\Repositórios\_dados_descartados_saude_mulher\completo\extraidos\África do Sul\Saude_da_Mulher_IR\ZAIR71DT\ZAIR71FL.DTA,8514,100,caseid|v001|v002|v003|v005|v006|v007|v008|v008a|v012|v013|v024|v025|v106|v190|v201|v212|v301|v302|v302a|v304_01|v304_02|v304_03|v304_04|v304_05|v304_06|v304_07|v304_08|v304_09|v304_10|v304_11|v304_12|v304_13|v304_14|v304_15|v304_16|v304_17|v304_18|v304_19|v304_20|v305_01|v305_02|v305_03|v305_04|v305_05|v305_06|v305_07|v305_08|v305_09|v305_10|v305_11|v305_12|v305_13|v305_14|v305_15|v305_16|v305_17|v305_18|v305_19|v305_20|v307_01|v307_02|v307_03|v307_04|v307_05|v307_06|v307_07|v307_08|v307_09|v307_10|v307_11|v307_12|v307_13|v307_14|v307_15|v307_16|v307_17|v307_18|v307_19|v307_20|v312|v313|m3a_1|m3b_1|m4_1|m5_1|m13_1|m14_1|m15_1|m17_1|m18_1|m19_1|m34_1|m35_1|m36_1|m38_1|m39_1|v445|v453|v457
ZA,África do Sul,71,BR,ZABR71FL.DTA,D:\Repositórios\_dados_descartados_saude_mulher\completo\extraidos\África do Sul\Nascimentos_BR\ZABR71DT\ZABR71FL.DTA,14144,44,caseid|bidx|v001|v002|v003|v005|bord|b0|b1|b2|b3|b4|b5|b6|b7|b8|b9|b10|b11|b12|b13|b15|b16|b17|b18|b19|b20|m3a|m3b|m4|m5|m6|m7|m13|m14|m15|m17|m18|m19|m34|m35|m36|m38|m39a
ZA,África do Sul,71,HR,ZAHR71FL.DTA,D:\Repositórios\_dados_descartados_saude_mulher\completo\extraidos\África do Sul\Domicilios_HR\ZAHR71DT\ZAHR71FL.DTA,11083,40,hhid|hv001|hv002|hv003|hv005|hv009|hv012|hv013|hv024|hv025|hv201|hv205|hv206|hv207|hv208|hv209|hv210|hv211|hv212|hv213|hv214|hv215|hv216|hv217|hv218|hv219|hv220|hv221|hv225|hv226|hv227|hv228|hv230a|hv232|hv234|hv235|hv237|hv240|hv270|hv271
ZA,África do Sul,71,PR,ZAPR71FL.DTA,D:\Repositórios\_dados_descartados_saude_mulher\completo\extraidos\África do Sul\Moradores_PR\ZAPR71DT\ZAPR71FL.DTA,38850,40,hhid|hvidx|hv001|hv002|hv003|hv004|hv005|hv009|hv012|hv013|hv024|hv025|hv101|hv102|hv103|hv104|hv105|hv106|hv107|hv108|hv109|hv110|hv111|hv112|hv113|hv114|hv115|hv116|hv117|hv118|hv120|hv121|hv122|hv123|hv124|hv125|hv126|hv127|hv128|hv129
ZA,África do Sul,71,KR,ZAKR71FL.DTA,D:\Repositórios\_dados_descartados_saude_mulher\completo\extraidos\África do Sul\Criancas_KR\ZAKR71DT\ZAKR71FL.DTA,3548,53,caseid|v001|v002|v003|v005|bidx|b0|b1|b2|b3|b4|b5|b6|b7|b8|b9|b10|b11|b12|m4|m5|m6|m7|m13|m14|m15|m17|m18|m19|m34|m35|m36|m38|m39a|h1|h2|h3|h4|h5|h6|h7|h8|h9|h10|h40|h11|h13|h22|h31|h34|h39|h42|h43
ZA,África do Sul,71,CR,ZACR71FL.DTA,D:\Repositórios\_dados_descartados_saude_mulher\completo\extraidos\África do Sul\Casais_CR\ZACR71DT\ZACR71FL.DTA,663,19,caseid|v001|v002|v003|v005|v012|v024|v025|mv001|mv002|mv003|mv005|mv012|mv024|mv025|v106|v190|mv106|mv190
ZA,África do Sul,71,MR,ZAMR71FL.DTA,D:\Repositórios\_dados_descartados_saude_mulher\completo\extraidos\África do Sul\Homens_MR\ZAMR71DT\ZAMR71FL.DTA,3618,12,mcaseid|mv001|mv002|mv003|mv005|mv012|mv024|mv025|mv106|mv190|mv201|mv212
