pais_codigo,pais_nome,fase,recode,arquivo_origem,caminho_origem,linhas,colunas_selecionadas,colunas
MZ,Moçambique,82,BR,MZBR82FL.dta,D:\Repositórios\_dados_descartados_saude_mulher\completo\extraidos\Moçambique\Nascimentos_BR\MZBR82DT\MZBR82FL.dta,33900,45,caseid|bidx|v001|v002|v003|v005|bord|b0|b1|b2|b3|b4|b5|b6|b7|b8|b9|b10|b11|b12|b13|b15|b16|b17|b18|b19|b20|b21|m3a|m3b|m4|m5|m6|m7|m13|m14|m15|m17|m18|m19|m34|m35|m36|m38|m39a
MZ,Moçambique,82,HR,MZHR82FL.dta,D:\Repositórios\_dados_descartados_saude_mulher\completo\extraidos\Moçambique\Domicilios_HR\MZHR82DT\MZHR82FL.dta,14250,43,hhid|hv001|hv002|hv003|hv005|hv009|hv012|hv013|hv024|hv025|hv201|hv205|hv206|hv207|hv208|hv209|hv210|hv211|hv212|hv213|hv214|hv215|hv216|hv217|hv218|hv219|hv220|hv221|hv222|hv223|hv225|hv226|hv227|hv228|hv230a|hv232|hv234|hv235|hv236a|hv237|hv240|hv270|hv271
MZ,Moçambique,82,PR,MZPR82FL.dta,D:\Repositórios\_dados_descartados_saude_mulher\completo\extraidos\Moçambique\Moradores_PR\MZPR82DT\MZPR82FL.dta,66816,40,hhid|hvidx|hv001|hv002|hv003|hv004|hv005|hv009|hv012|hv013|hv024|hv025|hv101|hv102|hv103|hv104|hv105|hv106|hv107|hv108|hv109|hv110|hv111|hv112|hv113|hv114|hv115|hv116|hv117|hv118|hv120|hv121|hv122|hv123|hv124|hv125|hv126|hv127|hv128|hv129
MZ,Moçambique,82,KR,MZKR82FL.dta,D:\Repositórios\_dados_descartados_saude_mulher\completo\extraidos\Moçambique\Criancas_KR\MZKR82DT\MZKR82FL.dta,9289,54,caseid|bidx|v001|v002|v003|v005|bidxp|b0|b1|b2|b3|b4|b5|b6|b7|b8|b9|b10|b11|b12|m4|m5|m6|m7|m13|m14|m15|m17|m18|m19|m34|m35|m36|m38|m39a|h1|h2|h3|h4|h5|h6|h7|h8|h9|h10|h40|h11|h13|h22|h31|h34|h39|h42|h43
MZ,Moçambique,41,HW,MZHW41FL.DTA,D:\Repositórios\_dados_descartados_saude_mulher\completo\extraidos\Moçambique\Antropometria_HW\MZHW41DT\MZHW41FL.DTA,10669,7,hwhhid|hwline|hwlevel|hc70|hc71|hc72|hc73
MZ,Moçambique,82,CR,MZCR82FL.dta,D:\Repositórios\_dados_descartados_saude_mulher\completo\extraidos\Moçambique\Casais_CR\MZCR82DT\MZCR82FL.dta,2492,19,caseid|v001|v002|v003|v005|v012|v024|v025|mv001|mv002|mv003|mv005|mv012|mv024|mv025|v106|v190|mv106|mv190
MZ,Moçambique,81,MR,MZMR81FL.DTA,D:\Repositórios\_dados_descartados_saude_mulher\completo\extraidos\Moçambique\Homens_MR\MZMR81DT\MZMR81FL.DTA,5380,12,mcaseid|mv001|mv002|mv003|mv005|mv012|mv024|mv025|mv106|mv190|mv201|mv212
MZ,Moçambique,31,WI,MZWI31FL.DTA,D:\Repositórios\_dados_descartados_saude_mulher\completo\extraidos\Moçambique\Riqueza_WI\MZWI31DT\MZWI31FL.DTA,9282,3,whhid|wlthindf|wlthind5
NG,Nigéria,81,IR,NGIR81FL.DTA,D:\Repositórios\_dados_descartados_saude_mulher\completo\extraidos\Nigéria\Saude_da_Mulher_IR\NGIR81DT\NGIR81FL.DTA,14476,18,caseid|v001|v002|v003|v005|v006|v007|v008|v008a|v012|v013|v024|v025|v106|v190|v201|m13_1|m14_1
NG,Nigéria,81,HR,NGHR81FL.DTA,D:\Repositórios\_dados_descartados_saude_mulher\completo\extraidos\Nigéria\Domicilios_HR\NGHR81DT\NGHR81FL.DTA,13727,37,hhid|hv001|hv002|hv003|hv005|hv009|hv012|hv013|hv024|hv025|hv201|hv205|hv206|hv207|hv208|hv209|hv210|hv211|hv212|hv213|hv214|hv215|hv216|hv217|hv218|hv219|hv220|hv221|hv222|hv223|hv225|hv226|hv227|hv228|hv235|hv270|hv271
NG,Nigéria,81,PR,NGPR81FL.DTA,D:\Repositórios\_dados_descartados_saude_mulher\completo\extraidos\Nigéria\Moradores_PR\NGPR81DT\NGPR81FL.DTA,70428,19,hhid|hvidx|hv001|hv002|hv003|hv004|hv005|hv009|hv012|hv013|hv024|hv025|hv101|hv102|hv103|hv104|hv105|hv117|hv120
NG,Nigéria,81,KR,NGKR81FL.DTA,D:\Repositórios\_dados_descartados_saude_mulher\completo\extraidos\Nigéria\Criancas_KR\NGKR81DT\NGKR81FL.DTA,10988,23,caseid|v001|v002|v003|v005|bidx|b0|b1|b2|b3|b4|b5|b6|b7|b8|b9|b10|b11|b12|m13|m14|h22|h31
NG,Nigéria,21,HW,NGHW21FL.DTA,D:\Repositórios\_dados_descartados_saude_mulher\completo\extraidos\Nigéria\Antropometria_HW\NGHW21DT\NGHW21FL.DTA,7902,6,hwline|hwlevel|hc70|hc71|hc72|hc73
NG,Nigéria,53,CR,NGCR53FL.DTA,D:\Repositórios\_dados_descartados_saude_mulher\completo\extraidos\Nigéria\Casais_CR\NGCR53DT\NGCR53FL.DTA,8731,19,caseid|v001|v002|v003|v005|v012|v024|v025|mv001|mv002|mv003|mv005|mv012|mv024|mv025|v106|v190|mv106|mv190
NG,Nigéria,52,MR,NGMR52FL.DTA,D:\Repositórios\_dados_descartados_saude_mulher\completo\extraidos\Nigéria\Homens_MR\NGMR52DT\NGMR52FL.DTA,15486,12,mcaseid|mv001|mv002|mv003|mv005|mv012|mv024|mv025|mv106|mv190|mv201|mv212
NG,Nigéria,23,SQ,NGSQ23FL.DTA,D:\Repositórios\_dados_descartados_saude_mulher\completo\extraidos\Nigéria\Servicos_Saude_SQ\NGSQ23DT\NGSQ23FL.DTA,184,40,cstate|ccluster|csd|csm|ced|cem|curbrur|carea|cquest|clang|c100h|c100m|c101|c102|c103|c104|c105h|c105m|c106|c107|c108|c109|c110|c111|c112|c113_1|c114_1|c115_1|c115k_1|c113_2|c114_2|c115_2|c115k_2|c113_3|c114_3|c115_3|c115k_3|c113_4|c114_4|c115_4
NG,Nigéria,21,WI,NGWI21FL.DTA,D:\Repositórios\_dados_descartados_saude_mulher\completo\extraidos\Nigéria\Riqueza_WI\NGWI21DT\NGWI21FL.DTA,8999,3,whhid|wlthindf|wlthind5
NI,Níger,82,IR,NIIR82FL.DTA,D:\Repositórios\_dados_descartados_saude_mulher\completo\extraidos\Níger\Saude_da_Mulher_IR\NIIR82DT\NIIR82FL.DTA,5795,20,caseid|v001|v002|v003|v005|v006|v007|v008|v008a|v012|v013|v024|v025|v106|v190|v201|m13_1|m14_1|v453|v457
NI,Níger,82,HR,NIHR82FL.DTA,D:\Repositórios\_dados_descartados_saude_mulher\completo\extraidos\Níger\Domicilios_HR\NIHR82DT\NIHR82FL.DTA,4729,37,hhid|hv001|hv002|hv003|hv005|hv009|hv012|hv013|hv024|hv025|hv201|hv205|hv206|hv207|hv208|hv209|hv210|hv211|hv212|hv213|hv214|hv215|hv216|hv217|hv218|hv219|hv220|hv221|hv225|hv226|hv227|hv228|hv235|hv270|hv271|hv222|hv223
NI,Níger,82,PR,NIPR82FL.DTA,D:\Repositórios\_dados_descartados_saude_mulher\completo\extraidos\Níger\Moradores_PR\NIPR82DT\NIPR82FL.DTA,30305,19,hhid|hvidx|hv001|hv002|hv003|hv004|hv005|hv009|hv012|hv013|hv024|hv025|hv101|hv102|hv103|hv104|hv105|hv117|hv120
NI,Níger,82,KR,NIKR82FL.DTA,D:\Repositórios\_dados_descartados_saude_mulher\completo\extraidos\Níger\Criancas_KR\NIKR82DT\NIKR82FL.DTA,5120,23,caseid|bidx|v001|v002|v003|v005|b0|b1|b2|b3|b4|b5|b6|b7|b8|b9|b10|b11|b12|m13|m14|h22|h31
NI,Níger,51,HW,NIHW51FL.DTA,D:\Repositórios\_dados_descartados_saude_mulher\completo\extraidos\Níger\Antropometria_HW\NIHW51DT\NIHW51FL.DTA,4616,7,hwhhid|hwline|hwlevel|hc70|hc71|hc72|hc73
NI,Níger,61,CR,NICR61FL.DTA,D:\Repositórios\_dados_descartados_saude_mulher\completo\extraidos\Níger\Casais_CR\NICR61DT\NICR61FL.DTA,2782,19,caseid|v001|v002|v003|v005|v012|v024|v025|mv001|mv002|mv003|mv005|mv012|mv024|mv025|v106|v190|mv106|mv190
NI,Níger,61,MR,NIMR61FL.DTA,D:\Repositórios\_dados_descartados_saude_mulher\completo\extraidos\Níger\Homens_MR\NIMR61DT\NIMR61FL.DTA,3928,12,mcaseid|mv001|mv002|mv003|mv005|mv012|mv024|mv025|mv106|mv190|mv201|mv212
NI,Níger,31,SQ,NISQ31FL.DTA,D:\Repositórios\_dados_descartados_saude_mulher\completo\extraidos\Níger\Servicos_Saude_SQ\NISQ31DT\NISQ31FL.DTA,268,40,ccluster|cregion|carrond|ccanton|clocal|cunicef|cintd|cintm|cinty|cintnum|cresult|cfedit|cofedit|ckeyer|c101|c102|c103|c104|c105|c106|c106a|c107|c108|c109|c110|c111a|c111b|c111c|c111d|c111e|c111f|c111g|c111h|c111i|c111j|c111k|c111l|c111m|c111n|c111o
NI,Níger,31,WI,NIWI31FL.DTA,D:\Repositórios\_dados_descartados_saude_mulher\completo\extraidos\Níger\Riqueza_WI\NIWI31DT\NIWI31FL.DTA,5928,3,whhid|wlthindf|wlthind5
NM,Namíbia,61,IR,NMIR61FL.DTA,D:\Repositórios\_dados_descartados_saude_mulher\completo\extraidos\Namíbia\Saude_da_Mulher_IR\NMIR61DT\NMIR61FL.DTA,10018,99,caseid|v001|v002|v003|v005|v006|v007|v008|v012|v013|v024|v025|v106|v190|v201|v212|v301|v302|v302a|v304_01|v304_02|v304_03|v304_04|v304_05|v304_06|v304_07|v304_08|v304_09|v304_10|v304_11|v304_12|v304_13|v304_14|v304_15|v304_16|v304_17|v304_18|v304_19|v304_20|v305_01|v305_02|v305_03|v305_04|v305_05|v305_06|v305_07|v305_08|v305_09|v305_10|v305_11|v305_12|v305_13|v305_14|v305_15|v305_16|v305_17|v305_18|v305_19|v305_20|v307_01|v307_02|v307_03|v307_04|v307_05|v307_06|v307_07|v307_08|v307_09|v307_10|v307_11|v307_12|v307_13|v307_14|v307_15|v307_16|v307_17|v307_18|v307_19|v307_20|v312|v313|m3a_1|m3b_1|m4_1|m5_1|m13_1|m14_1|m15_1|m17_1|m18_1|m19_1|m34_1|m35_1|m36_1|m38_1|m39_1|v445|v453|v457
NM,Namíbia,61,BR,NMBR61FL.DTA,D:\Repositórios\_dados_descartados_saude_mulher\completo\extraidos\Namíbia\Nascimentos_BR\NMBR61DT\NMBR61FL.DTA,18090,40,caseid|bidx|v001|v002|v003|v005|bord|b0|b1|b2|b3|b4|b5|b6|b7|b8|b9|b10|b11|b12|b13|b15|b16|m3a|m3b|m4|m5|m6|m7|m13|m14|m15|m17|m18|m19|m34|m35|m36|m38|m39a
NM,Namíbia,61,HR,NMHR61FL.DTA,D:\Repositórios\_dados_descartados_saude_mulher\completo\extraidos\Namíbia\Domicilios_HR\NMHR61DT\NMHR61FL.DTA,9849,40,hhid|hv001|hv002|hv003|hv005|hv009|hv012|hv013|hv024|hv025|hv201|hv205|hv206|hv207|hv208|hv209|hv210|hv211|hv212|hv213|hv214|hv215|hv216|hv217|hv218|hv219|hv220|hv221|hv225|hv226|hv227|hv228|hv230a|hv232|hv234|hv235|hv237|hv240|hv270|hv271
NM,Namíbia,61,PR,NMPR61FL.DTA,D:\Repositórios\_dados_descartados_saude_mulher\completo\extraidos\Namíbia\Moradores_PR\NMPR61DT\NMPR61FL.DTA,41646,40,hhid|hvidx|hv001|hv002|hv003|hv004|hv005|hv009|hv012|hv013|hv024|hv025|hv101|hv102|hv103|hv104|hv105|hv106|hv107|hv108|hv109|hv110|hv111|hv112|hv113|hv114|hv115|hv116|hv117|hv118|hv120|hv121|hv122|hv123|hv124|hv125|hv126|hv127|hv128|hv129
NM,Namíbia,61,KR,NMKR61FL.DTA,D:\Repositórios\_dados_descartados_saude_mulher\completo\extraidos\Namíbia\Criancas_KR\NMKR61DT\NMKR61FL.DTA,5046,53,caseid|v001|v002|v003|v005|bidx|b0|b1|b2|b3|b4|b5|b6|b7|b8|b9|b10|b11|b12|m4|m5|m6|m7|m13|m14|m15|m17|m18|m19|m34|m35|m36|m38|m39a|h1|h2|h3|h4|h5|h6|h7|h8|h9|h10|h11|h13|h22|h31|h34|h39|h40|h42|h43
NM,Namíbia,41,HW,NMHW41FL.DTA,D:\Repositórios\_dados_descartados_saude_mulher\completo\extraidos\Namíbia\Antropometria_HW\NMHW41DT\NMHW41FL.DTA,4428,7,hwhhid|hwline|hwlevel|hc70|hc71|hc72|hc73
NM,Namíbia,61,CR,NMCR61FL.DTA,D:\Repositórios\_dados_descartados_saude_mulher\completo\extraidos\Namíbia\Casais_CR\NMCR61DT\NMCR61FL.DTA,1249,19,caseid|v001|v002|v003|v005|v012|v024|v025|mv001|mv002|mv003|mv005|mv012|mv024|mv025|v106|v190|mv106|mv190
NM,Namíbia,61,MR,NMMR61FL.DTA,D:\Repositórios\_dados_descartados_saude_mulher\completo\extraidos\Namíbia\Homens_MR\NMMR61DT\NMMR61FL.DTA,4481,12,mcaseid|mv001|mv002|mv003|mv005|mv012|mv024|mv025|mv106|mv190|mv201|mv212
NM,Namíbia,41,WI,NMWI41FL.DTA,D:\Repositórios\_dados_descartados_saude_mulher\completo\extraidos\Namíbia\Riqueza_WI\NMWI41DT\NMWI41FL.DTA,6392,3,whhid|wlthindf|wlthind5
RW,Ruanda,91,IR,RWIR91FL.dta,D:\Repositórios\_dados_descartados_saude_mulher\completo\extraidos\Ruanda\Saude_da_Mulher_IR\RWIR91DT\RWIR91FL.dta,14283,100,caseid|v001|v002|v003|v005|v006|v007|v008|v008a|v012|v013|v024|v025|v106|v190|v201|v212|v301|v302|v302a|v304_01|v304_02|v304_03|v304_04|v304_05|v304_06|v304_07|v304_08|v304_09|v304_10|v304_11|v304_12|v304_13|v304_14|v304_15|v304_16|v304_17|v304_18|v304_19|v304_20|v305_01|v305_02|v305_03|v305_04|v305_05|v305_06|v305_07|v305_08|v305_09|v305_10|v305_11|v305_12|v305_13|v305_14|v305_15|v305_16|v305_17|v305_18|v305_19|v305_20|v307_01|v307_02|v307_03|v307_04|v307_05|v307_06|v307_07|v307_08|v307_09|v307_10|v307_11|v307_12|v307_13|v307_14|v307_15|v307_16|v307_17|v307_18|v307_19|v307_20|v312|v313|m3a_1|m3b_1|m4_1|m5_1|m13_1|m14_1|m15_1|m17_1|m18_1|m19_1|m34_1|m35_1|m36_1|m38_1|m39_1|v445|v453|v457
RW,Ruanda,91,BR,RWBR91FL.dta,D:\Repositórios\_dados_descartados_saude_mulher\completo\extraidos\Ruanda\Nascimentos_BR\RWBR91DT\RWBR91FL.dta,28878,45,caseid|bidx|v001|v002|v003|v005|bord|b0|b1|b2|b3|b4|b5|b6|b7|b8|b9|b10|b11|b12|b13|b15|b16|b17|b18|b19|b20|b21|m3a|m3b|m4|m5|m6|m7|m13|m14|m15|m17|m18|m19|m34|m35|m36|m38|m39a
RW,Ruanda,91,HR,RWHR91FL.dta,D:\Repositórios\_dados_descartados_saude_mulher\completo\extraidos\Ruanda\Domicilios_HR\RWHR91DT\RWHR91FL.dta,14427,43,hhid|hv001|hv002|hv003|hv005|hv009|hv012|hv013|hv024|hv025|hv201|hv205|hv206|hv207|hv208|hv209|hv210|hv211|hv212|hv213|hv214|hv215|hv216|hv217|hv218|hv219|hv220|hv221|hv222|hv223|hv225|hv226|hv227|hv228|hv230a|hv232|hv234|hv235|hv236a|hv237|hv240|hv270|hv271
RW,Ruanda,91,PR,RWPR91FL.dta,D:\Repositórios\_dados_descartados_saude_mulher\completo\extraidos\Ruanda\Moradores_PR\RWPR91DT\RWPR91FL.dta,57046,40,hhid|hvidx|hv001|hv002|hv003|hv004|hv005|hv009|hv012|hv013|hv024|hv025|hv101|hv102|hv103|hv104|hv105|hv106|hv107|hv108|hv109|hv110|hv111|hv112|hv113|hv114|hv115|hv116|hv117|hv118|hv120|hv121|hv122|hv123|hv124|hv125|hv126|hv127|hv128|hv129
RW,Ruanda,91,KR,RWKR91FL.dta,D:\Repositórios\_dados_descartados_saude_mulher\completo\extraidos\Ruanda\Criancas_KR\RWKR91DT\RWKR91FL.dta,7214,54,caseid|bidx|v001|v002|v003|v005|bidxp|b0|b1|b2|b3|b4|b5|b6|b7|b8|b9|b10|b11|b12|m4|m5|m6|m7|m13|m14|m15|m17|m18|m19|m34|m35|m36|m38|m39a|h1|h2|h3|h4|h5|h6|h7|h8|h9|h10|h40|h11|h13|h22|h31|h34|h39|h42|h43
RW,Ruanda,52,HW,RWHW52FL.DTA,D:\Repositórios\_dados_descartados_saude_mulher\completo\extraidos\Ruanda\Antropometria_HW\RWHW52DT\RWHW52FL.DTA,4163,7,hwhhid|hwline|hwlevel|hc70|hc71|hc72|hc73
RW,Ruanda,91,CR,RWCR91FL.dta,D:\Repositórios\_dados_descartados_saude_mulher\completo\extraidos\Ruanda\Casais_CR\RWCR91DT\RWCR91FL.dta,3019,19,caseid|v001|v002|v003|v005|v012|v024|v025|mv001|mv002|mv003|mv005|mv012|mv024|mv025|v106|v190|mv106|mv190
RW,Ruanda,91,MR,RWMR91FL.dta,D:\Repositórios\_dados_descartados_saude_mulher\completo\extraidos\Ruanda\Homens_MR\RWMR91DT\RWMR91FL.dta,6548,12,mcaseid|mv001|mv002|mv003|mv005|mv012|mv024|mv025|mv106|mv190|mv201|mv212
RW,Ruanda,42,WI,RWwi42fl.dta,D:\Repositórios\_dados_descartados_saude_mulher\completo\extraidos\Ruanda\Riqueza_WI\RWWI42DT\RWwi42fl.dta,9696,3,whhid|wlthindf|wlthind5
SD,Sudão,02,IR,SDIR02FL.DTA,D:\Repositórios\_dados_descartados_saude_mulher\completo\extraidos\Sudão\Saude_da_Mulher_IR\SDIR02DT\SDIR02FL.DTA,5860,62,caseid|v001|v002|v003|v005|v006|v007|v008|v012|v013|v106|v201|v212|v301|v302|v304_01|v305_01|v307_01|v304_02|v305_02|v307_02|v304_03|v305_03|v307_03|v304_04|v305_04|v307_04|v304_05|v305_05|v307_05|v304_06|v305_06|v307_06|v304_07|v305_07|v307_07|v304_08|v305_08|v307_08|v304_09|v305_09|v307_09|v304_10|v305_10|v307_10|v304_11|v305_11|v307_11|v304_12|v305_12|v307_12|v304_13|v305_13|v307_13|v304_14|v305_14|v307_14|v304_15|v305_15|v307_15|v312|v313
SD,Sudão,02,BR,SDBR02FL.dta,D:\Repositórios\_dados_descartados_saude_mulher\completo\extraidos\Sudão\Nascimentos_BR\SDBR02DT\SDBR02FL.dta,25805,24,caseid|bidx|v001|v002|v003|v005|bord|b0|b1|b2|b3|b4|b5|b6|b7|b8|b9|b10|b11|b12|m4|m5|m6|m7
SL,Serra Leoa,73,IR,SLIR73FL.DTA,D:\Repositórios\_dados_descartados_saude_mulher\completo\extraidos\Serra Leoa\Saude_da_Mulher_IR\SLIR73DT\SLIR73FL.DTA,8501,17,caseid|v001|v002|v003|v005|v006|v007|v008|v008a|v012|v013|v024|v025|v106|v190|v201|v212
SL,Serra Leoa,73,HR,SLHR73FL.DTA,D:\Repositórios\_dados_descartados_saude_mulher\completo\extraidos\Serra Leoa\Domicilios_HR\SLHR73DT\SLHR73FL.DTA,6719,40,hhid|hv001|hv002|hv003|hv005|hv009|hv012|hv013|hv024|hv025|hv201|hv205|hv206|hv207|hv208|hv209|hv210|hv211|hv212|hv213|hv214|hv215|hv216|hv217|hv218|hv219|hv220|hv221|hv225|hv226|hv227|hv228|hv230a|hv232|hv234|hv235|hv237|hv240|hv270|hv271
SL,Serra Leoa,73,PR,SLPR73FL.DTA,D:\Repositórios\_dados_descartados_saude_mulher\completo\extraidos\Serra Leoa\Moradores_PR\SLPR73DT\SLPR73FL.DTA,40049,40,hhid|hvidx|hv001|hv002|hv003|hv004|hv005|hv009|hv012|hv013|hv024|hv025|hv101|hv102|hv103|hv104|hv105|hv106|hv107|hv108|hv109|hv110|hv111|hv112|hv113|hv114|hv115|hv116|hv117|hv118|hv120|hv121|hv122|hv123|hv124|hv125|hv126|hv127|hv128|hv129
SL,Serra Leoa,73,KR,SLKR73FL.DTA,D:\Repositórios\_dados_descartados_saude_mulher\completo\extraidos\Serra Leoa\Criancas_KR\SLKR73DT\SLKR73FL.DTA,6213,20,caseid|v001|v002|v003|v005|bidx|b0|b1|b2|b3|b4|b5|b6|b7|b8|b9|b10|b11|b12|h22
SL,Serra Leoa,61,CR,SLCR61FL.DTA,D:\Repositórios\_dados_descartados_saude_mulher\completo\extraidos\Serra Leoa\Casais_CR\SLCR61DT\SLCR61FL.DTA,3725,19,caseid|v001|v002|v003|v005|v012|v024|v025|mv001|mv002|mv003|mv005|mv012|mv024|mv025|v106|v190|mv106|mv190
SL,Serra Leoa,61,MR,SLMR61FL.DTA,D:\Repositórios\_dados_descartados_saude_mulher\completo\extraidos\Serra Leoa\Homens_MR\SLMR61DT\SLMR61FL.DTA,7262,12,mcaseid|mv001|mv002|mv003|mv005|mv012|mv024|mv025|mv106|mv190|mv201|mv212
SN,Senegal,81,IR,SNIR81FL.DTA,D:\Repositórios\_dados_descartados_saude_mulher\completo\extraidos\Senegal\Saude_da_Mulher_IR\SNIR81DT\SNIR81FL.DTA,9414,100,caseid|v001|v002|v003|v005|v006|v007|v008|v008a|v012|v013|v024|v025|v106|v190|v201|v212|v301|v302|v302a|v304_01|v304_02|v304_03|v304_04|v304_05|v304_06|v304_07|v304_08|v304_09|v304_10|v304_11|v304_12|v304_13|v304_14|v304_15|v304_16|v304_17|v304_18|v304_19|v304_20|v305_01|v305_02|v305_03|v305_04|v305_05|v305_06|v305_07|v305_08|v305_09|v305_10|v305_11|v305_12|v305_13|v305_14|v305_15|v305_16|v305_17|v305_18|v305_19|v305_20|v307_01|v307_02|v307_03|v307_04|v307_05|v307_06|v307_07|v307_08|v307_09|v307_10|v307_11|v307_12|v307_13|v307_14|v307_15|v307_16|v307_17|v307_18|v307_19|v307_20|v312|v313|m3a_1|m3b_1|m4_1|m5_1|m13_1|m14_1|m15_1|m17_1|m18_1|m19_1|m34_1|m35_1|m36_1|m38_1|m39_1|v445|v453|v457
SN,Senegal,81,BR,SNBR81FL.DTA,D:\Repositórios\_dados_descartados_saude_mulher\completo\extraidos\Senegal\Nascimentos_BR\SNBR81DT\SNBR81FL.DTA,23913,44,caseid|bidx|v001|v002|v003|v005|bord|b0|b1|b2|b3|b4|b5|b6|b7|b8|b9|b10|b11|b12|b13|b15|b16|b17|b18|b19|b20|m3a|m3b|m4|m5|m6|m7|m13|m14|m15|m17|m18|m19|m34|m35|m36|m38|m39a
SN,Senegal,81,HR,SNHR81FL.DTA,D:\Repositórios\_dados_descartados_saude_mulher\completo\extraidos\Senegal\Domicilios_HR\SNHR81DT\SNHR81FL.DTA,4592,40,hhid|hv001|hv002|hv003|hv005|hv009|hv012|hv013|hv024|hv025|hv201|hv205|hv206|hv207|hv208|hv209|hv210|hv211|hv212|hv213|hv214|hv215|hv216|hv217|hv218|hv219|hv220|hv221|hv225|hv226|hv227|hv228|hv230a|hv232|hv234|hv235|hv237|hv240|hv270|hv271
SN,Senegal,81,PR,SNPR81FL.DTA,D:\Repositórios\_dados_descartados_saude_mulher\completo\extraidos\Senegal\Moradores_PR\SNPR81DT\SNPR81FL.DTA,43564,40,hhid|hvidx|hv001|hv002|hv003|hv004|hv005|hv009|hv012|hv013|hv024|hv025|hv101|hv102|hv103|hv104|hv105|hv106|hv107|hv108|hv109|hv110|hv111|hv112|hv113|hv114|hv115|hv116|hv117|hv118|hv120|hv121|hv122|hv123|hv124|hv125|hv126|hv127|hv128|hv129
SN,Senegal,81,KR,SNKR81FL.DTA,D:\Repositórios\_dados_descartados_saude_mulher\completo\extraidos\Senegal\Criancas_KR\SNKR81DT\SNKR81FL.DTA,6719,53,caseid|v001|v002|v003|v005|bidx|b0|b1|b2|b3|b4|b5|b6|b7|b8|b9|b10|b11|b12|m4|m5|m6|m7|m13|m14|m15|m17|m18|m19|m34|m35|m36|m38|m39a|h1|h2|h3|h4|h5|h6|h7|h8|h9|h10|h40|h11|h13|h22|h31|h34|h39|h42|h43
SN,Senegal,21,HW,SNHW21FL.DTA,D:\Repositórios\_dados_descartados_saude_mulher\completo\extraidos\Senegal\Antropometria_HW\SNHW21DT\SNHW21FL.DTA,5645,6,hwline|hwlevel|hc70|hc71|hc72|hc73
SN,Senegal,81,CR,SNCR81FL.DTA,D:\Repositórios\_dados_descartados_saude_mulher\completo\extraidos\Senegal\Casais_CR\SNCR81DT\SNCR81FL.DTA,1534,19,caseid|v001|v002|v003|v005|v012|v024|v025|mv001|mv002|mv003|mv005|mv012|mv024|mv025|v106|v190|mv106|mv190
SN,Senegal,81,MR,SNMR81FL.DTA,D:\Repositórios\_dados_descartados_saude_mulher\completo\extraidos\Senegal\Homens_MR\SNMR81DT\SNMR81FL.DTA,3762,12,mcaseid|mv001|mv002|mv003|mv005|mv012|mv024|mv025|mv106|mv190|mv201|mv212
