normalized_label,country_count,variable_count,countries,variables,examples
fever cough religious voluntary clinic,1,6,Tanzânia,h32s_1 | h32s_2 | h32s_3 | h32s_4 | h32s_5 | h32s_6,fever/cough: religious/voluntary clinic
fever cough religious voluntary combined,1,6,Tanzânia,h32u_1 | h32u_2 | h32u_3 | h32u_4 | h32u_5 | h32u_6,fever/cough: religious/voluntary combined
fever cough religious voluntary dispensary,1,18,Tanzânia,h32ne_1 | h32ne_2 | h32ne_3 | h32ne_4 | h32ne_5 | h32ne_6 | s407m_1 | s407m_2 | s407m_3 | s407m_4 | s407m_5 | s407m_6 | s541j_1 | s541j_2 | s541j_3 | s541j_4 | s541j_5 | s541j_6,fever/cough: religious voluntary dispensary | fever/cough: religious/voluntary dispensary
fever cough religious voluntary dispensary cs,1,6,Tanzânia,h32v_1 | h32v_2 | h32v_3 | h32v_4 | h32v_5 | h32v_6,fever/cough : religious/voluntary dispensary (cs)
fever cough religious voluntary district hospital,1,18,Tanzânia,h32nb_1 | h32nb_2 | h32nb_3 | h32nb_4 | h32nb_5 | h32nb_6 | s407j_1 | s407j_2 | s407j_3 | s407j_4 | s407j_5 | s407j_6 | s541h_1 | s541h_2 | s541h_3 | s541h_4 | s541h_5 | s541h_6,fever/cough: religious.voluntary district hospital | fever/cough: religious/voluntary district hospital
fever cough religious voluntary district hospital cs,1,6,Tanzânia,h32p_1 | h32p_2 | h32p_3 | h32p_4 | h32p_5 | h32p_6,fever/cough : religious/voluntary district hospital (cs)
fever cough religious voluntary govt health centre cs,1,6,Tanzânia,h32q_1 | h32q_2 | h32q_3 | h32q_4 | h32q_5 | h32q_6,fever/cough : religious/voluntary govt. health centre (cs)
fever cough religious voluntary health center,1,6,Tanzânia,s541i_1 | s541i_2 | s541i_3 | s541i_4 | s541i_5 | s541i_6,fever/cough: religious/voluntary health center
fever cough religious voluntary health centre,1,12,Tanzânia,h32nd_1 | h32nd_2 | h32nd_3 | h32nd_4 | h32nd_5 | h32nd_6 | s407l_1 | s407l_2 | s407l_3 | s407l_4 | s407l_5 | s407l_6,fever/cough: religious voluntary health centre | fever/cough: religious/voluntary health centre
fever cough religious voluntary hospital,1,12,Tanzânia,h32na_1 | h32na_2 | h32na_3 | h32na_4 | h32na_5 | h32na_6 | s407k_1 | s407k_2 | s407k_3 | s407k_4 | s407k_5 | s407k_6,fever/cough: religious voluntary hospital | fever/cough: religious/voluntary hospital
fever cough religious voluntary medical,1,6,Tanzânia,h32u_1 | h32u_2 | h32u_3 | h32u_4 | h32u_5 | h32u_6,fever/cough: religious/voluntary medical
fever cough religious voluntary other hospital,1,6,Tanzânia,h32nc_1 | h32nc_2 | h32nc_3 | h32nc_4 | h32nc_5 | h32nc_6,fever/cough: religious/voluntary other hospital
fever cough religious voluntary referral spec hospital,1,6,Tanzânia,s541g_1 | s541g_2 | s541g_3 | s541g_4 | s541g_5 | s541g_6,fever/cough: religious/voluntary referral/spec. hospital
fever cough religious voluntary referral spec hospital cs,1,6,Tanzânia,h32o_1 | h32o_2 | h32o_3 | h32o_4 | h32o_5 | h32o_6,fever/cough : religious/voluntary referral/spec. hospital (cs)
fever cough religious voluntary referral specialized hospital,1,6,Tanzânia,s407i_1 | s407i_2 | s407i_3 | s407i_4 | s407i_5 | s407i_6,fever/cough: religious voluntary referral specialized hospital
fever cough religous hc disp,1,6,Camarões,h32p_1 | h32p_2 | h32p_3 | h32p_4 | h32p_5 | h32p_6,fever/cough: religous hc/disp.
fever cough religous hospital,1,6,Camarões,h32j_1 | h32j_2 | h32j_3 | h32j_4 | h32j_5 | h32j_6,fever/cough: religous hospital
fever cough rescuer,1,6,Chade,h32u_1 | h32u_2 | h32u_3 | h32u_4 | h32u_5 | h32u_6,fever/cough: rescuer
fever cough role model caregiver community worker,1,6,Nigéria,h32e_1 | h32e_2 | h32e_3 | h32e_4 | h32e_5 | h32e_6,fever/cough: role model caregiver/community worker
fever cough role model cargiver community worker,1,6,Nigéria,h32e_1 | h32e_2 | h32e_3 | h32e_4 | h32e_5 | h32e_6,fever/cough: role model/cargiver/community worker
fever cough rural district hospital,1,6,Moçambique,h32c_1 | h32c_2 | h32c_3 | h32c_4 | h32c_5 | h32c_6,fever/cough: rural/district hospital
fever cough rural health centre,1,6,Zimbábue,h32b_1 | h32b_2 | h32b_3 | h32b_4 | h32b_5 | h32b_6,fever/cough: rural health centre
fever cough rural hospital,1,6,Moçambique,h32g_1 | h32g_2 | h32g_3 | h32g_4 | h32g_5 | h32g_6,"fever/cough: ""rural"" hospital"
fever cough rural maternity,1,6,Senegal,h32d_1 | h32d_2 | h32d_3 | h32d_4 | h32d_5 | h32d_6,fever/cough: rural maternity
fever cough rural maternity clinic cs,1,6,Congo (República Democrática),h32f_1 | h32f_2 | h32f_3 | h32f_4 | h32f_5 | h32f_6,fever/cough: rural maternity clinic (cs)
fever cough rural maternity cs,1,6,Senegal,h32f_1 | h32f_2 | h32f_3 | h32f_4 | h32f_5 | h32f_6,fever/cough: rural maternity (cs)
fever cough rural municipality clinic,1,6,Zimbábue,h32h_1 | h32h_2 | h32h_3 | h32h_4 | h32h_5 | h32h_6,fever/cough: rural/municipality clinic
fever cough rural munip clnc,1,6,Zimbábue,h32h_1 | h32h_2 | h32h_3 | h32h_4 | h32h_5 | h32h_6,fever/cough: rural/munip clnc
fever cough satellite mobile clinic,1,6,Etiópia,h32d_1 | h32d_2 | h32d_3 | h32d_4 | h32d_5 | h32d_6,fever/cough: satellite/mobile clinic
fever cough secouriste,1,6,Chade,h32u_1 | h32u_2 | h32u_3 | h32u_4 | h32u_5 | h32u_6,fever/cough: secouriste
fever cough shop,36,30,Angola | Benin | Burkina Faso | Burundi | Camarões | Chade | Comores | Congo (Brazzaville) | Congo (República Democrática) | Costa do Marfim | Eswatini (Suazilândia) | Etiópia | Gabão | Gana | Guiné | Gâmbia | Lesoto | Libéria | Madagascar | Malaui | Mali | Moçambique | Namíbia | Nigéria | Níger | Quênia | República Centro-Africana | Ruanda | Senegal | Serra Leoa | São Tomé e Príncipe | Tanzânia | Togo | Zimbábue | Zâmbia | África do Sul,h32s_1 | h32s_2 | h32s_3 | h32s_4 | h32s_5 | h32s_6 | h32t_1 | h32t_2 | h32t_3 | h32t_4 | h32t_5 | h32t_6 | h32u_1 | h32u_2 | h32u_3 | h32u_4 | h32u_5 | h32u_6 | h32v_1 | h32v_2 | h32v_3 | h32v_4 | h32v_5 | h32v_6 | s471m_1 | s471m_2 | s471m_3 | s471m_4 | s471m_5 | s471m_6,fever/cough:  shop | fever/cough: shop | fever/cough: shop           na | fever/cough: shop          -na | fever/cough: shop         - na | fever/cough: shop         - na! | fever/cough: shop         -na | fever/cough: shop - na
fever cough shop bar market,1,6,Chade,h32s_1 | h32s_2 | h32s_3 | h32s_4 | h32s_5 | h32s_6,fever/cough: shop/bar/market
fever cough shop cs other sector,1,6,Madagascar,h32t_1 | h32t_2 | h32t_3 | h32t_4 | h32t_5 | h32t_6,Fever/cough: Shop (CS other sector) | fever/cough: shop (cs other sector)
fever cough shop drug vendor,1,6,Etiópia,h32s_1 | h32s_2 | h32s_3 | h32s_4 | h32s_5 | h32s_6,fever/cough: shop/ drug vendor | fever/cough: shop/drug vendor
fever cough shop kiosk,1,6,Ruanda,h32s_1 | h32s_2 | h32s_3 | h32s_4 | h32s_5 | h32s_6,fever/cough: shop/kiosk
fever cough shop kiosk market traditional practitioner,1,6,Tanzânia,h32w_1 | h32w_2 | h32w_3 | h32w_4 | h32w_5 | h32w_6,"fever/cough: shop, kiosk, market, traditional practitioner"
fever cough shop market,4,12,Camarões | Comores | Congo (Brazzaville) | Gana,h32s_1 | h32s_2 | h32s_3 | h32s_4 | h32s_5 | h32s_6 | h32t_1 | h32t_2 | h32t_3 | h32t_4 | h32t_5 | h32t_6,fever/cough: shop/market
fever cough shop store mall,1,6,Costa do Marfim,h32s_1 | h32s_2 | h32s_3 | h32s_4 | h32s_5 | h32s_6,fever/cough: shop/store/mall
fever cough smi,1,6,Burkina Faso,h32g_1 | h32g_2 | h32g_3 | h32g_4 | h32g_5 | h32g_6,fever/cough: smi
fever cough social center,1,6,Benin,h32g_1 | h32g_2 | h32g_3 | h32g_4 | h32g_5 | h32g_6,fever/cough: social center
fever cough social center centre social,1,6,Benin,h32g_1 | h32g_2 | h32g_3 | h32g_4 | h32g_5 | h32g_6,"fever/cough: social center (""centre social"")"
fever cough social medical center,1,6,Gabão,h32g_1 | h32g_2 | h32g_3 | h32g_4 | h32g_5 | h32g_6,fever/cough: social medical center
fever cough social medical center of cnss,1,6,Gabão,s468h_1 | s468h_2 | s468h_3 | s468h_4 | s468h_5 | s468h_6,fever/cough: social-medical center of cnss
fever cough specialised hospital,1,6,Tanzânia,h32j_1 | h32j_2 | h32j_3 | h32j_4 | h32j_5 | h32j_6,fever/cough: specialised hospital
fever cough specialized hospital,1,6,Tanzânia,h32m_1 | h32m_2 | h32m_3 | h32m_4 | h32m_5 | h32m_6,fever/cough: specialized hospital
fever cough specialized private hosp clin,1,6,Tanzânia,h32j_1 | h32j_2 | h32j_3 | h32j_4 | h32j_5 | h32j_6,fever/cough: specialized private hosp/clin
fever cough spiritual healer,1,6,Nigéria,h32u_1 | h32u_2 | h32u_3 | h32u_4 | h32u_5 | h32u_6,fever/cough: spiritual healer
fever cough state pharmacy,1,6,Togo,h32h_1 | h32h_2 | h32h_3 | h32h_4 | h32h_5 | h32h_6,fever/cough: state pharmacy
fever cough store,2,12,Camarões | Níger,h32v_1 | h32v_2 | h32v_3 | h32v_4 | h32v_5 | h32v_6 | s408t_1 | s408t_2 | s408t_3 | s408t_4 | s408t_5 | s408t_6,fever/cough: store
fever cough store market,1,6,Níger,h32u_1 | h32u_2 | h32u_3 | h32u_4 | h32u_5 | h32u_6,fever/cough: store/market
fever cough street drug seller,1,12,Mali,h32u_1 | h32u_2 | h32u_3 | h32u_4 | h32u_5 | h32u_6 | s471l_1 | s471l_2 | s471l_3 | s471l_4 | s471l_5 | s471l_6,fever/cough: street drug seller
fever cough street drug vendor,1,6,Mali,h32t_1 | h32t_2 | h32t_3 | h32t_4 | h32t_5 | h32t_6,fever/cough: street drug vendor
fever cough street seller pharmacy on the ground,1,6,Congo (Brazzaville),h32s_1 | h32s_2 | h32s_3 | h32s_4 | h32s_5 | h32s_6,fever/cough: street seller/pharmacy on the ground
fever cough street vendor,1,6,Mali,h32u_1 | h32u_2 | h32u_3 | h32u_4 | h32u_5 | h32u_6,fever/cough: street vendor
fever cough street vendors,1,6,Senegal,h32w_1 | h32w_2 | h32w_3 | h32w_4 | h32w_5 | h32w_6,fever/cough: street vendors
fever cough sub divisional medical center integrated health center dispensary,1,6,Camarões,h32b_1 | h32b_2 | h32b_3 | h32b_4 | h32b_5 | h32b_6,fever/cough: sub-divisional medical center/integrated health center/dispensary
fever cough supermarket shop,1,6,África do Sul,h32s_1 | h32s_2 | h32s_3 | h32s_4 | h32s_5 | h32s_6,fever/cough: supermarket/shop
fever cough support groups cs,1,6,Lesoto,h32u_1 | h32u_2 | h32u_3 | h32u_4 | h32u_5 | h32u_6,fever/cough: support groups (cs)
fever cough teaching hospital,1,6,Nigéria,h32a_1 | h32a_2 | h32a_3 | h32a_4 | h32a_5 | h32a_6,fever/cough: teaching hospital
fever cough top network resau cs private medical,1,6,Madagascar,h32n_1 | h32n_2 | h32n_3 | h32n_4 | h32n_5 | h32n_6,Fever/cough: TOP network (resau) (CS private medical) | fever/cough: top network (resau) (cs private medical)
fever cough top reseau,1,6,Madagascar,h32n_1 | h32n_2 | h32n_3 | h32n_4 | h32n_5 | h32n_6,fever/cough: top reseau
fever cough traditinal practitioner,1,6,Senegal,h32t_1 | h32t_2 | h32t_3 | h32t_4 | h32t_5 | h32t_6,fever/cough: traditinal practitioner
fever cough traditional,2,6,Senegal | Tanzânia,h32t_1 | h32t_2 | h32t_3 | h32t_4 | h32t_5 | h32t_6,fever/cough: traditional  - na | fever/cough: traditional - na
fever cough traditional doctor,2,12,Angola | Moçambique,h32s_1 | h32s_2 | h32s_3 | h32s_4 | h32s_5 | h32s_6 | h32t_1 | h32t_2 | h32t_3 | h32t_4 | h32t_5 | h32t_6,fever/cough: traditional doctor
fever cough traditional healer,9,18,Burundi | Etiópia | Lesoto | Madagascar | Moçambique | Níger | Quênia | Ruanda | África do Sul,h32t_1 | h32t_2 | h32t_3 | h32t_4 | h32t_5 | h32t_6 | h32u_1 | h32u_2 | h32u_3 | h32u_4 | h32u_5 | h32u_6 | h32v_1 | h32v_2 | h32v_3 | h32v_4 | h32v_5 | h32v_6,fever/cough: traditional healer
fever cough traditional healer cs other sector,1,6,Madagascar,h32u_1 | h32u_2 | h32u_3 | h32u_4 | h32u_5 | h32u_6,Fever/cough: Traditional Healer (CS Other sector) | fever/cough: traditional healer (cs other sector)
fever cough traditional healer practitioner,1,6,Mali,h32u_1 | h32u_2 | h32u_3 | h32u_4 | h32u_5 | h32u_6,fever/cough: traditional healer/practitioner
fever cough traditional market,1,6,Moçambique,h32s_1 | h32s_2 | h32s_3 | h32s_4 | h32s_5 | h32s_6,fever/cough: traditional market
fever cough traditional p,1,6,Mali,h32t_1 | h32t_2 | h32t_3 | h32t_4 | h32t_5 | h32t_6,fever/cough: traditional p-na
fever cough traditional pract,31,12,Angola | Benin | Burkina Faso | Camarões | Chade | Comores | Congo (República Democrática) | Costa do Marfim | Eswatini (Suazilândia) | Etiópia | Gana | Guiné | Lesoto | Libéria | Madagascar | Malaui | Mali | Moçambique | Namíbia | Nigéria | Níger | Quênia | República Centro-Africana | Ruanda | Senegal | Serra Leoa | São Tomé e Príncipe | Tanzânia | Togo | Zimbábue | Zâmbia,h32t_1 | h32t_2 | h32t_3 | h32t_4 | h32t_5 | h32t_6 | s471n_1 | s471n_2 | s471n_3 | s471n_4 | s471n_5 | s471n_6,fever/cough: traditional pract | fever/cough: traditional pract. | na - fever/cough: traditional pract | na-fever/cough: na-traditional pract
fever cough traditional pract cg tradi therapeute,1,6,Congo (Brazzaville),h32t_1 | h32t_2 | h32t_3 | h32t_4 | h32t_5 | h32t_6,fever/cough: traditional pract {cg: tradi-thérapeute}
fever cough traditional practioner,1,6,Gabão,h32t_1 | h32t_2 | h32t_3 | h32t_4 | h32t_5 | h32t_6,fever/cough: traditional practioner
fever cough traditional practitionel,1,6,Libéria,h32t_1 | h32t_2 | h32t_3 | h32t_4 | h32t_5 | h32t_6,fever/cough: traditional practitionel
fever cough traditional practitioner,27,30,Benin | Burkina Faso | Burundi | Camarões | Chade | Comores | Costa do Marfim | Etiópia | Gabão | Gana | Guiné | Gâmbia | Libéria | Madagascar | Malaui | Mali | Moçambique | Namíbia | Nigéria | Níger | Quênia | Ruanda | Senegal | Serra Leoa | Togo | Zâmbia | África do Sul,h32s_1 | h32s_2 | h32s_3 | h32s_4 | h32s_5 | h32s_6 | h32t_1 | h32t_2 | h32t_3 | h32t_4 | h32t_5 | h32t_6 | h32u_1 | h32u_2 | h32u_3 | h32u_4 | h32u_5 | h32u_6 | h32v_1 | h32v_2 | h32v_3 | h32v_4 | h32v_5 | h32v_6 | h32w_1 | h32w_2 | h32w_3 | h32w_4 | h32w_5 | h32w_6,Fever/cough: traditional practitioner | fever/cough: traditional practitioner
fever cough traditional provider,1,6,Angola,h32u_1 | h32u_2 | h32u_3 | h32u_4 | h32u_5 | h32u_6,fever/cough: traditional provider
fever cough traditionnal practitioner,1,6,Camarões,h32t_1 | h32t_2 | h32t_3 | h32t_4 | h32t_5 | h32t_6,fever/cough: traditionnal practitioner
fever cough traveling medicine seller,1,6,Mali,h32t_1 | h32t_2 | h32t_3 | h32t_4 | h32t_5 | h32t_6,fever/cough: traveling medicine seller
fever cough treatment cs other sector,1,6,Zimbábue,h32w_1 | h32w_2 | h32w_3 | h32w_4 | h32w_5 | h32w_6,na-fever/cough treatment: cs other sector
fever cough treatment cs private medical,1,30,Zimbábue,h32n_1 | h32n_2 | h32n_3 | h32n_4 | h32n_5 | h32n_6 | h32o_1 | h32o_2 | h32o_3 | h32o_4 | h32o_5 | h32o_6 | h32p_1 | h32p_2 | h32p_3 | h32p_4 | h32p_5 | h32p_6 | h32q_1 | h32q_2 | h32q_3 | h32q_4 | h32q_5 | h32q_6 | h32r_1 | h32r_2 | h32r_3 | h32r_4 | h32r_5 | h32r_6,na-fever/cough treatment: cs private medical
fever cough treatment cs public sector,1,6,Zimbábue,h32i_1 | h32i_2 | h32i_3 | h32i_4 | h32i_5 | h32i_6,na-fever/cough treatment: cs public sector
fever cough tuck shop service station bottle store bar,1,6,Zimbábue,h32v_1 | h32v_2 | h32v_3 | h32v_4 | h32v_5 | h32v_6,fever/cough: tuck shop/ service station/bottle store/bar
fever cough university hospital chu,1,6,Burkina Faso,h32a_1 | h32a_2 | h32a_3 | h32a_4 | h32a_5 | h32a_6,fever/cough: university hospital (chu)
fever cough urban medical center,1,6,Comores,h32d_1 | h32d_2 | h32d_3 | h32d_4 | h32d_5 | h32d_6,fever/cough: urban medical center
fever cough vbc agent,1,6,Madagascar,h32u_1 | h32u_2 | h32u_3 | h32u_4 | h32u_5 | h32u_6,fever/cough: vbc agent
fever cough vchw,1,6,Etiópia,h32o_1 | h32o_2 | h32o_3 | h32o_4 | h32o_5 | h32o_6,fever/cough: vchw
fever cough vill health wrkr,1,6,Tanzânia,h32e_1 | h32e_2 | h32e_3 | h32e_4 | h32e_5 | h32e_6,fever/cough: vill.health wrkr
fever cough village health house case de sante cs,1,6,Senegal,h32h_1 | h32h_2 | h32h_3 | h32h_4 | h32h_5 | h32h_6,fever/cough: village health house (case de santé) - cs
fever cough village health worker,2,12,Lesoto | Zimbábue,h32f_1 | h32f_2 | h32f_3 | h32f_4 | h32f_5 | h32f_6 | h32g_1 | h32g_2 | h32g_3 | h32g_4 | h32g_5 | h32g_6,fever/cough: village health worker
fever cough village hlth wrkr,1,6,Chade,h32t_1 | h32t_2 | h32t_3 | h32t_4 | h32t_5 | h32t_6,fever/cough: village hlth wrkr
fever cough village pharm hc,1,6,Chade,h32q_1 | h32q_2 | h32q_3 | h32q_4 | h32q_5 | h32q_6,fever/cough: village pharm./hc
fever cough village unit,1,6,Benin,h32g_1 | h32g_2 | h32g_3 | h32g_4 | h32g_5 | h32g_6,fever/cough: village unit
fever cough youth drop in center,1,6,Malaui,h32u_1 | h32u_2 | h32u_3 | h32u_4 | h32u_5 | h32u_6,fever/cough: youth drop in center
fever cough youth drop in centre,1,6,Malaui,h32w_1 | h32w_2 | h32w_3 | h32w_4 | h32w_5 | h32w_6,fever/cough: youth drop in centre
fever cough znfpc cbd depot holder,1,6,Zimbábue,h32e_1 | h32e_2 | h32e_3 | h32e_4 | h32e_5 | h32e_6,fever/cough: znfpc cbd/depot holder
fever cough znfpc clinic,1,6,Zimbábue,h32d_1 | h32d_2 | h32d_3 | h32d_4 | h32d_5 | h32d_6,fever/cough: znfpc clinic
fever cs public sector,1,12,Burkina Faso,h32f_1 | h32f_2 | h32f_3 | h32f_4 | h32f_5 | h32f_6 | h32g_1 | h32g_2 | h32g_3 | h32g_4 | h32g_5 | h32g_6,na - fever: cs public sector
fever don t know,1,1,Zâmbia,sb668az,fever: don't know
fever dumba nengue,1,6,Moçambique,s307h_1 | s307h_2 | s307h_3 | s307h_4 | s307h_5 | s307h_6,fever: dumba nengue
fever getting sicker,1,1,Zâmbia,sb668ae,fever: getting sicker
fever government health center medical center with antenna ghc mc,1,6,Burkina Faso,h32b_1 | h32b_2 | h32b_3 | h32b_4 | h32b_5 | h32b_6,fever: government health center/ medical center with antenna (ghc/mc)
fever government hospital,1,6,Burkina Faso,h32a_1 | h32a_2 | h32a_3 | h32a_4 | h32a_5 | h32a_6,fever: government hospital
fever health center,1,6,Angola,s626d_1 | s626d_2 | s626d_3 | s626d_4 | s626d_5 | s626d_6,fever: health center
fever health post,1,6,Angola,s626e_1 | s626e_2 | s626e_3 | s626e_4 | s626e_5 | s626e_6,fever: health post
fever health unit,1,6,Moçambique,s307a_1 | s307a_2 | s307a_3 | s307a_4 | s307a_5 | s307a_6,fever: health unit
fever in last 2 weeks be a covid,1,6,Burkina Faso,s618a_1 | s618a_2 | s618a_3 | s618a_4 | s618a_5 | s618a_6,fever in last 2 weeks be a covid
fever itinerant medecine seller,1,6,Burkina Faso,h32v_1 | h32v_2 | h32v_3 | h32v_4 | h32v_5 | h32v_6,fever: itinerant medecine seller
fever itinerant medicine vendor,1,6,Angola,s626v_1 | s626v_2 | s626v_3 | s626v_4 | s626v_5 | s626v_6,fever: itinerant medicine vendor
fever knows malaria sign symptom,1,1,Ruanda,s109ba,fever: Knows malaria sign/symptom
fever market,2,12,Angola | Burkina Faso,h32u_1 | h32u_2 | h32u_3 | h32u_4 | h32u_5 | h32u_6 | s626u_1 | s626u_2 | s626u_3 | s626u_4 | s626u_5 | s626u_6,fever: market
fever maternity,1,6,Angola,s626f_1 | s626f_2 | s626f_3 | s626f_4 | s626f_5 | s626f_6,fever: maternity
fever may be a symptom of malaria and also a symptom of covid 19,1,1,Camarões,s515,fever may be a symptom of malaria and also a symptom of covid-19.
fever medical treatment,2,12,Angola | Burkina Faso,h32z_1 | h32z_2 | h32z_3 | h32z_4 | h32z_5 | h32z_6 | s626z_1 | s626z_2 | s626z_3 | s626z_4 | s626z_5 | s626z_6,fever: medical treatment
fever mobile brigade,2,12,Angola | Moçambique,s307b_1 | s307b_2 | s307b_3 | s307b_4 | s307b_5 | s307b_6 | s626g_1 | s626g_2 | s626g_3 | s626g_4 | s626g_5 | s626g_6,fever: mobile brigade
fever mobile clinic,1,6,Burkina Faso,h32m_1 | h32m_2 | h32m_3 | h32m_4 | h32m_5 | h32m_6,fever: mobile clinic
fever municipal hospital,1,6,Angola,s626c_1 | s626c_2 | s626c_3 | s626c_4 | s626c_5 | s626c_6,fever: municipal hospital
fever ngo clinic,1,6,Angola,s626q_1 | s626q_2 | s626q_3 | s626q_4 | s626q_5 | s626q_6,fever: ngo clinic
fever ngo hospital,1,6,Angola,s626p_1 | s626p_2 | s626p_3 | s626p_4 | s626p_5 | s626p_6,fever: ngo hospital
fever no treatment,2,12,Angola | Burkina Faso,h32y_1 | h32y_2 | h32y_3 | h32y_4 | h32y_5 | h32y_6 | s626y_1 | s626y_2 | s626y_3 | s626y_4 | s626y_5 | s626y_6,fever: no treatment
fever not eat drink,1,1,Zâmbia,sb668ad,fever: not eat/drink
fever not getting better,1,1,Zâmbia,sb668af,fever: not getting better
fever other,4,19,Angola | Burkina Faso | Moçambique | Zâmbia,h32x_1 | h32x_2 | h32x_3 | h32x_4 | h32x_5 | h32x_6 | s307x_1 | s307x_2 | s307x_3 | s307x_4 | s307x_5 | s307x_6 | s626x_1 | s626x_2 | s626x_3 | s626x_4 | s626x_5 | s626x_6 | sb668ax,fever: other
