filename,country_code,country_name,recode_code,recode_name,recode_description,category_folder,phase_version,format,surv_id,url,relative_path
TDSQ32DT.zip,TD,Chade,SQ,Serviços de Saúde (Service Questionnaire),Disponibilidade e infraestrutura dos serviços de saúde comunitários.,Servicos_Saude_SQ,32,Stata (.dta),83,https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=TDSQ32DT.zip&Tp=1&Ctry_Code=TD&surv_id=83&dm=1&dmode=nm,Chade/Servicos_Saude_SQ/TDSQ32DT.zip
TDSQ41DT.zip,TD,Chade,SQ,Serviços de Saúde (Service Questionnaire),Disponibilidade e infraestrutura dos serviços de saúde comunitários.,Servicos_Saude_SQ,41,Stata (.dta),215,https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=TDSQ41DT.zip&Tp=1&Ctry_Code=TD&surv_id=215&dm=1&dmode=nm,Chade/Servicos_Saude_SQ/TDSQ41DT.zip
TDWI31DT.zip,TD,Chade,WI,Índice de Riqueza (Wealth Index),Pontuação e quintil do índice de riqueza socioeconômica.,Riqueza_WI,31,Stata (.dta),83,https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=TDWI31DT.zip&Tp=1&Ctry_Code=TD&surv_id=83&dm=1&dmode=nm,Chade/Riqueza_WI/TDWI31DT.zip
KMBR32DT.zip,KM,Comores,BR,Nascimentos (Births Recode),"Histórico de nascimentos das mulheres entrevistadas, partos, peso ao nascer e mortalidade infantil.",Nascimentos_BR,32,Stata (.dta),93,https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=KMBR32DT.zip&Tp=1&Ctry_Code=KM&surv_id=93&dm=1&dmode=nm,Comores/Nascimentos_BR/KMBR32DT.zip
KMBR61DT.zip,KM,Comores,BR,Nascimentos (Births Recode),"Histórico de nascimentos das mulheres entrevistadas, partos, peso ao nascer e mortalidade infantil.",Nascimentos_BR,61,Stata (.dta),443,https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=KMBR61DT.zip&Tp=1&Ctry_Code=KM&surv_id=443&dm=1&dmode=nm,Comores/Nascimentos_BR/KMBR61DT.zip
KMCR31DT.zip,KM,Comores,CR,Casais (Couples Recode),Dados conjuntos de casais casados ou vivendo em união estável.,Casais_CR,31,Stata (.dta),93,https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=KMCR31DT.zip&Tp=1&Ctry_Code=KM&surv_id=93&dm=1&dmode=nm,Comores/Casais_CR/KMCR31DT.zip
KMCR61DT.zip,KM,Comores,CR,Casais (Couples Recode),Dados conjuntos de casais casados ou vivendo em união estável.,Casais_CR,61,Stata (.dta),443,https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=KMCR61DT.zip&Tp=1&Ctry_Code=KM&surv_id=443&dm=1&dmode=nm,Comores/Casais_CR/KMCR61DT.zip
KMHR32DT.zip,KM,Comores,HR,Domicílios (Household Recode),"Características do domicílio, saneamento básico, fontes de água, bens e bens duráveis.",Domicilios_HR,32,Stata (.dta),93,https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=KMHR32DT.zip&Tp=1&Ctry_Code=KM&surv_id=93&dm=1&dmode=nm,Comores/Domicilios_HR/KMHR32DT.zip
KMHR61DT.zip,KM,Comores,HR,Domicílios (Household Recode),"Características do domicílio, saneamento básico, fontes de água, bens e bens duráveis.",Domicilios_HR,61,Stata (.dta),443,https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=KMHR61DT.zip&Tp=1&Ctry_Code=KM&surv_id=443&dm=1&dmode=nm,Comores/Domicilios_HR/KMHR61DT.zip
KMHW32DT.zip,KM,Comores,HW,Antropometria (Height and Weight),"Medições de altura, peso e escores nutricionais de mães e crianças.",Antropometria_HW,32,Stata (.dta),93,https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=KMHW32DT.zip&Tp=1&Ctry_Code=KM&surv_id=93&dm=1&dmode=nm,Comores/Antropometria_HW/KMHW32DT.zip
KMIR32DT.zip,KM,Comores,IR,Mulheres (Individual Recode),"Dados individuais de mulheres (15-49 anos). Inclui saúde reprodutiva, maternidade, pré-natal, etc. [BÔNUS SAÚDE DA MULHER]",Saude_da_Mulher_IR,32,Stata (.dta),93,https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=KMIR32DT.zip&Tp=1&Ctry_Code=KM&surv_id=93&dm=1&dmode=nm,Comores/Saude_da_Mulher_IR/KMIR32DT.zip
KMIR61DT.zip,KM,Comores,IR,Mulheres (Individual Recode),"Dados individuais de mulheres (15-49 anos). Inclui saúde reprodutiva, maternidade, pré-natal, etc. [BÔNUS SAÚDE DA MULHER]",Saude_da_Mulher_IR,61,Stata (.dta),443,https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=KMIR61DT.zip&Tp=1&Ctry_Code=KM&surv_id=443&dm=1&dmode=nm,Comores/Saude_da_Mulher_IR/KMIR61DT.zip
KMKR31DT.zip,KM,Comores,KR,Crianças (Children's Recode),"Crianças menores de 5 anos de idade, vacinação, nutrição, amamentação e episódios de doenças.",Criancas_KR,31,Stata (.dta),93,https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=KMKR31DT.zip&Tp=1&Ctry_Code=KM&surv_id=93&dm=1&dmode=nm,Comores/Criancas_KR/KMKR31DT.zip
KMKR61DT.zip,KM,Comores,KR,Crianças (Children's Recode),"Crianças menores de 5 anos de idade, vacinação, nutrição, amamentação e episódios de doenças.",Criancas_KR,61,Stata (.dta),443,https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=KMKR61DT.zip&Tp=1&Ctry_Code=KM&surv_id=443&dm=1&dmode=nm,Comores/Criancas_KR/KMKR61DT.zip
KMMR31DT.zip,KM,Comores,MR,Homens (Men's Recode),"Dados individuais de homens (15-49/59 anos), trabalho, saúde e conhecimentos reprodutivos.",Homens_MR,31,Stata (.dta),93,https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=KMMR31DT.zip&Tp=1&Ctry_Code=KM&surv_id=93&dm=1&dmode=nm,Comores/Homens_MR/KMMR31DT.zip
KMMR61DT.zip,KM,Comores,MR,Homens (Men's Recode),"Dados individuais de homens (15-49/59 anos), trabalho, saúde e conhecimentos reprodutivos.",Homens_MR,61,Stata (.dta),443,https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=KMMR61DT.zip&Tp=1&Ctry_Code=KM&surv_id=443&dm=1&dmode=nm,Comores/Homens_MR/KMMR61DT.zip
KMPR32DT.zip,KM,Comores,PR,Moradores (Household Member Recode),"Informações demográficas de todos os moradores do domicílio (idade, sexo, educação).",Moradores_PR,32,Stata (.dta),93,https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=KMPR32DT.zip&Tp=1&Ctry_Code=KM&surv_id=93&dm=1&dmode=nm,Comores/Moradores_PR/KMPR32DT.zip
KMPR61DT.zip,KM,Comores,PR,Moradores (Household Member Recode),"Informações demográficas de todos os moradores do domicílio (idade, sexo, educação).",Moradores_PR,61,Stata (.dta),443,https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=KMPR61DT.zip&Tp=1&Ctry_Code=KM&surv_id=443&dm=1&dmode=nm,Comores/Moradores_PR/KMPR61DT.zip
KMWI32DT.zip,KM,Comores,WI,Índice de Riqueza (Wealth Index),Pontuação e quintil do índice de riqueza socioeconômica.,Riqueza_WI,32,Stata (.dta),93,https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=KMWI32DT.zip&Tp=1&Ctry_Code=KM&surv_id=93&dm=1&dmode=nm,Comores/Riqueza_WI/KMWI32DT.zip
CGBR51DT.zip,CG,Congo (Brazzaville),BR,Nascimentos (Births Recode),"Histórico de nascimentos das mulheres entrevistadas, partos, peso ao nascer e mortalidade infantil.",Nascimentos_BR,51,Stata (.dta),267,https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=CGBR51DT.zip&Tp=1&Ctry_Code=CG&surv_id=267&dm=1&dmode=nm,Congo (Brazzaville)/Nascimentos_BR/CGBR51DT.zip
CGBR61DT.zip,CG,Congo (Brazzaville),BR,Nascimentos (Births Recode),"Histórico de nascimentos das mulheres entrevistadas, partos, peso ao nascer e mortalidade infantil.",Nascimentos_BR,61,Stata (.dta),388,https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=CGBR61DT.zip&Tp=1&Ctry_Code=CG&surv_id=388&dm=1&dmode=nm,Congo (Brazzaville)/Nascimentos_BR/CGBR61DT.zip
CGCR51DT.zip,CG,Congo (Brazzaville),CR,Casais (Couples Recode),Dados conjuntos de casais casados ou vivendo em união estável.,Casais_CR,51,Stata (.dta),267,https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=CGCR51DT.zip&Tp=1&Ctry_Code=CG&surv_id=267&dm=1&dmode=nm,Congo (Brazzaville)/Casais_CR/CGCR51DT.zip
CGCR61DT.zip,CG,Congo (Brazzaville),CR,Casais (Couples Recode),Dados conjuntos de casais casados ou vivendo em união estável.,Casais_CR,61,Stata (.dta),388,https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=CGCR61DT.zip&Tp=1&Ctry_Code=CG&surv_id=388&dm=1&dmode=nm,Congo (Brazzaville)/Casais_CR/CGCR61DT.zip
CGHR51DT.zip,CG,Congo (Brazzaville),HR,Domicílios (Household Recode),"Características do domicílio, saneamento básico, fontes de água, bens e bens duráveis.",Domicilios_HR,51,Stata (.dta),267,https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=CGHR51DT.zip&Tp=1&Ctry_Code=CG&surv_id=267&dm=1&dmode=nm,Congo (Brazzaville)/Domicilios_HR/CGHR51DT.zip
CGHR5ADT.zip,CG,Congo (Brazzaville),HR,Domicílios (Household Recode),"Características do domicílio, saneamento básico, fontes de água, bens e bens duráveis.",Domicilios_HR,5A,Stata (.dta),370,https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=CGHR5ADT.zip&Tp=1&Ctry_Code=CG&surv_id=370&dm=1&dmode=nm,Congo (Brazzaville)/Domicilios_HR/CGHR5ADT.zip
CGHR61DT.zip,CG,Congo (Brazzaville),HR,Domicílios (Household Recode),"Características do domicílio, saneamento básico, fontes de água, bens e bens duráveis.",Domicilios_HR,61,Stata (.dta),388,https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=CGHR61DT.zip&Tp=1&Ctry_Code=CG&surv_id=388&dm=1&dmode=nm,Congo (Brazzaville)/Domicilios_HR/CGHR61DT.zip
CGHW51DT.zip,CG,Congo (Brazzaville),HW,Antropometria (Height and Weight),"Medições de altura, peso e escores nutricionais de mães e crianças.",Antropometria_HW,51,Stata (.dta),267,https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=CGHW51DT.zip&Tp=1&Ctry_Code=CG&surv_id=267&dm=1&dmode=nm,Congo (Brazzaville)/Antropometria_HW/CGHW51DT.zip
CGIR51DT.zip,CG,Congo (Brazzaville),IR,Mulheres (Individual Recode),"Dados individuais de mulheres (15-49 anos). Inclui saúde reprodutiva, maternidade, pré-natal, etc. [BÔNUS SAÚDE DA MULHER]",Saude_da_Mulher_IR,51,Stata (.dta),267,https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=CGIR51DT.zip&Tp=1&Ctry_Code=CG&surv_id=267&dm=1&dmode=nm,Congo (Brazzaville)/Saude_da_Mulher_IR/CGIR51DT.zip
CGIR5ADT.zip,CG,Congo (Brazzaville),IR,Mulheres (Individual Recode),"Dados individuais de mulheres (15-49 anos). Inclui saúde reprodutiva, maternidade, pré-natal, etc. [BÔNUS SAÚDE DA MULHER]",Saude_da_Mulher_IR,5A,Stata (.dta),370,https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=CGIR5ADT.zip&Tp=1&Ctry_Code=CG&surv_id=370&dm=1&dmode=nm,Congo (Brazzaville)/Saude_da_Mulher_IR/CGIR5ADT.zip
CGIR61DT.zip,CG,Congo (Brazzaville),IR,Mulheres (Individual Recode),"Dados individuais de mulheres (15-49 anos). Inclui saúde reprodutiva, maternidade, pré-natal, etc. [BÔNUS SAÚDE DA MULHER]",Saude_da_Mulher_IR,61,Stata (.dta),388,https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=CGIR61DT.zip&Tp=1&Ctry_Code=CG&surv_id=388&dm=1&dmode=nm,Congo (Brazzaville)/Saude_da_Mulher_IR/CGIR61DT.zip
CGKR51DT.zip,CG,Congo (Brazzaville),KR,Crianças (Children's Recode),"Crianças menores de 5 anos de idade, vacinação, nutrição, amamentação e episódios de doenças.",Criancas_KR,51,Stata (.dta),267,https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=CGKR51DT.zip&Tp=1&Ctry_Code=CG&surv_id=267&dm=1&dmode=nm,Congo (Brazzaville)/Criancas_KR/CGKR51DT.zip
CGKR61DT.zip,CG,Congo (Brazzaville),KR,Crianças (Children's Recode),"Crianças menores de 5 anos de idade, vacinação, nutrição, amamentação e episódios de doenças.",Criancas_KR,61,Stata (.dta),388,https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=CGKR61DT.zip&Tp=1&Ctry_Code=CG&surv_id=388&dm=1&dmode=nm,Congo (Brazzaville)/Criancas_KR/CGKR61DT.zip
CGMR51DT.zip,CG,Congo (Brazzaville),MR,Homens (Men's Recode),"Dados individuais de homens (15-49/59 anos), trabalho, saúde e conhecimentos reprodutivos.",Homens_MR,51,Stata (.dta),267,https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=CGMR51DT.zip&Tp=1&Ctry_Code=CG&surv_id=267&dm=1&dmode=nm,Congo (Brazzaville)/Homens_MR/CGMR51DT.zip
CGMR61DT.zip,CG,Congo (Brazzaville),MR,Homens (Men's Recode),"Dados individuais de homens (15-49/59 anos), trabalho, saúde e conhecimentos reprodutivos.",Homens_MR,61,Stata (.dta),388,https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=CGMR61DT.zip&Tp=1&Ctry_Code=CG&surv_id=388&dm=1&dmode=nm,Congo (Brazzaville)/Homens_MR/CGMR61DT.zip
CGPR51DT.zip,CG,Congo (Brazzaville),PR,Moradores (Household Member Recode),"Informações demográficas de todos os moradores do domicílio (idade, sexo, educação).",Moradores_PR,51,Stata (.dta),267,https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=CGPR51DT.zip&Tp=1&Ctry_Code=CG&surv_id=267&dm=1&dmode=nm,Congo (Brazzaville)/Moradores_PR/CGPR51DT.zip
CGPR5ADT.zip,CG,Congo (Brazzaville),PR,Moradores (Household Member Recode),"Informações demográficas de todos os moradores do domicílio (idade, sexo, educação).",Moradores_PR,5A,Stata (.dta),370,https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=CGPR5ADT.zip&Tp=1&Ctry_Code=CG&surv_id=370&dm=1&dmode=nm,Congo (Brazzaville)/Moradores_PR/CGPR5ADT.zip
CGPR61DT.zip,CG,Congo (Brazzaville),PR,Moradores (Household Member Recode),"Informações demográficas de todos os moradores do domicílio (idade, sexo, educação).",Moradores_PR,61,Stata (.dta),388,https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=CGPR61DT.zip&Tp=1&Ctry_Code=CG&surv_id=388&dm=1&dmode=nm,Congo (Brazzaville)/Moradores_PR/CGPR61DT.zip
CDBR51DT.zip,CD,Congo (República Democrática),BR,Nascimentos (Births Recode),"Histórico de nascimentos das mulheres entrevistadas, partos, peso ao nascer e mortalidade infantil.",Nascimentos_BR,51,Stata (.dta),239,https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=CDBR51DT.zip&Tp=1&Ctry_Code=CD&surv_id=239&dm=1&dmode=nm,Congo (República Democrática)/Nascimentos_BR/CDBR51DT.zip
CDBR61DT.zip,CD,Congo (República Democrática),BR,Nascimentos (Births Recode),"Histórico de nascimentos das mulheres entrevistadas, partos, peso ao nascer e mortalidade infantil.",Nascimentos_BR,61,Stata (.dta),421,https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=CDBR61DT.zip&Tp=1&Ctry_Code=CD&surv_id=421&dm=1&dmode=nm,Congo (República Democrática)/Nascimentos_BR/CDBR61DT.zip
CDBR81DT.zip,CD,Congo (República Democrática),BR,Nascimentos (Births Recode),"Histórico de nascimentos das mulheres entrevistadas, partos, peso ao nascer e mortalidade infantil.",Nascimentos_BR,81,Stata (.dta),597,https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=CDBR81DT.zip&Tp=1&Ctry_Code=CD&surv_id=597&dm=1&dmode=nm,Congo (República Democrática)/Nascimentos_BR/CDBR81DT.zip
CDCR51DT.zip,CD,Congo (República Democrática),CR,Casais (Couples Recode),Dados conjuntos de casais casados ou vivendo em união estável.,Casais_CR,51,Stata (.dta),239,https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=CDCR51DT.zip&Tp=1&Ctry_Code=CD&surv_id=239&dm=1&dmode=nm,Congo (República Democrática)/Casais_CR/CDCR51DT.zip
CDCR61DT.zip,CD,Congo (República Democrática),CR,Casais (Couples Recode),Dados conjuntos de casais casados ou vivendo em união estável.,Casais_CR,61,Stata (.dta),421,https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=CDCR61DT.zip&Tp=1&Ctry_Code=CD&surv_id=421&dm=1&dmode=nm,Congo (República Democrática)/Casais_CR/CDCR61DT.zip
CDCR81DT.zip,CD,Congo (República Democrática),CR,Casais (Couples Recode),Dados conjuntos de casais casados ou vivendo em união estável.,Casais_CR,81,Stata (.dta),597,https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=CDCR81DT.zip&Tp=1&Ctry_Code=CD&surv_id=597&dm=1&dmode=nm,Congo (República Democrática)/Casais_CR/CDCR81DT.zip
CDHR51DT.zip,CD,Congo (República Democrática),HR,Domicílios (Household Recode),"Características do domicílio, saneamento básico, fontes de água, bens e bens duráveis.",Domicilios_HR,51,Stata (.dta),239,https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=CDHR51DT.zip&Tp=1&Ctry_Code=CD&surv_id=239&dm=1&dmode=nm,Congo (República Democrática)/Domicilios_HR/CDHR51DT.zip
CDHR61DT.zip,CD,Congo (República Democrática),HR,Domicílios (Household Recode),"Características do domicílio, saneamento básico, fontes de água, bens e bens duráveis.",Domicilios_HR,61,Stata (.dta),421,https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=CDHR61DT.zip&Tp=1&Ctry_Code=CD&surv_id=421&dm=1&dmode=nm,Congo (República Democrática)/Domicilios_HR/CDHR61DT.zip
CDHR81DT.zip,CD,Congo (República Democrática),HR,Domicílios (Household Recode),"Características do domicílio, saneamento básico, fontes de água, bens e bens duráveis.",Domicilios_HR,81,Stata (.dta),597,https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=CDHR81DT.zip&Tp=1&Ctry_Code=CD&surv_id=597&dm=1&dmode=nm,Congo (República Democrática)/Domicilios_HR/CDHR81DT.zip
CDIR51DT.zip,CD,Congo (República Democrática),IR,Mulheres (Individual Recode),"Dados individuais de mulheres (15-49 anos). Inclui saúde reprodutiva, maternidade, pré-natal, etc. [BÔNUS SAÚDE DA MULHER]",Saude_da_Mulher_IR,51,Stata (.dta),239,https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=CDIR51DT.zip&Tp=1&Ctry_Code=CD&surv_id=239&dm=1&dmode=nm,Congo (República Democrática)/Saude_da_Mulher_IR/CDIR51DT.zip
CDIR61DT.zip,CD,Congo (República Democrática),IR,Mulheres (Individual Recode),"Dados individuais de mulheres (15-49 anos). Inclui saúde reprodutiva, maternidade, pré-natal, etc. [BÔNUS SAÚDE DA MULHER]",Saude_da_Mulher_IR,61,Stata (.dta),421,https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=CDIR61DT.zip&Tp=1&Ctry_Code=CD&surv_id=421&dm=1&dmode=nm,Congo (República Democrática)/Saude_da_Mulher_IR/CDIR61DT.zip
CDIR81DT.zip,CD,Congo (República Democrática),IR,Mulheres (Individual Recode),"Dados individuais de mulheres (15-49 anos). Inclui saúde reprodutiva, maternidade, pré-natal, etc. [BÔNUS SAÚDE DA MULHER]",Saude_da_Mulher_IR,81,Stata (.dta),597,https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=CDIR81DT.zip&Tp=1&Ctry_Code=CD&surv_id=597&dm=1&dmode=nm,Congo (República Democrática)/Saude_da_Mulher_IR/CDIR81DT.zip
CDKR51DT.zip,CD,Congo (República Democrática),KR,Crianças (Children's Recode),"Crianças menores de 5 anos de idade, vacinação, nutrição, amamentação e episódios de doenças.",Criancas_KR,51,Stata (.dta),239,https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=CDKR51DT.zip&Tp=1&Ctry_Code=CD&surv_id=239&dm=1&dmode=nm,Congo (República Democrática)/Criancas_KR/CDKR51DT.zip
CDKR61DT.zip,CD,Congo (República Democrática),KR,Crianças (Children's Recode),"Crianças menores de 5 anos de idade, vacinação, nutrição, amamentação e episódios de doenças.",Criancas_KR,61,Stata (.dta),421,https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=CDKR61DT.zip&Tp=1&Ctry_Code=CD&surv_id=421&dm=1&dmode=nm,Congo (República Democrática)/Criancas_KR/CDKR61DT.zip
CDKR81DT.zip,CD,Congo (República Democrática),KR,Crianças (Children's Recode),"Crianças menores de 5 anos de idade, vacinação, nutrição, amamentação e episódios de doenças.",Criancas_KR,81,Stata (.dta),597,https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=CDKR81DT.zip&Tp=1&Ctry_Code=CD&surv_id=597&dm=1&dmode=nm,Congo (República Democrática)/Criancas_KR/CDKR81DT.zip
CDMR51DT.zip,CD,Congo (República Democrática),MR,Homens (Men's Recode),"Dados individuais de homens (15-49/59 anos), trabalho, saúde e conhecimentos reprodutivos.",Homens_MR,51,Stata (.dta),239,https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=CDMR51DT.zip&Tp=1&Ctry_Code=CD&surv_id=239&dm=1&dmode=nm,Congo (República Democrática)/Homens_MR/CDMR51DT.zip
CDMR61DT.zip,CD,Congo (República Democrática),MR,Homens (Men's Recode),"Dados individuais de homens (15-49/59 anos), trabalho, saúde e conhecimentos reprodutivos.",Homens_MR,61,Stata (.dta),421,https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=CDMR61DT.zip&Tp=1&Ctry_Code=CD&surv_id=421&dm=1&dmode=nm,Congo (República Democrática)/Homens_MR/CDMR61DT.zip
CDMR81DT.zip,CD,Congo (República Democrática),MR,Homens (Men's Recode),"Dados individuais de homens (15-49/59 anos), trabalho, saúde e conhecimentos reprodutivos.",Homens_MR,81,Stata (.dta),597,https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=CDMR81DT.zip&Tp=1&Ctry_Code=CD&surv_id=597&dm=1&dmode=nm,Congo (República Democrática)/Homens_MR/CDMR81DT.zip
CDPR51DT.zip,CD,Congo (República Democrática),PR,Moradores (Household Member Recode),"Informações demográficas de todos os moradores do domicílio (idade, sexo, educação).",Moradores_PR,51,Stata (.dta),239,https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=CDPR51DT.zip&Tp=1&Ctry_Code=CD&surv_id=239&dm=1&dmode=nm,Congo (República Democrática)/Moradores_PR/CDPR51DT.zip
CDPR61DT.zip,CD,Congo (República Democrática),PR,Moradores (Household Member Recode),"Informações demográficas de todos os moradores do domicílio (idade, sexo, educação).",Moradores_PR,61,Stata (.dta),421,https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=CDPR61DT.zip&Tp=1&Ctry_Code=CD&surv_id=421&dm=1&dmode=nm,Congo (República Democrática)/Moradores_PR/CDPR61DT.zip
CDPR81DT.zip,CD,Congo (República Democrática),PR,Moradores (Household Member Recode),"Informações demográficas de todos os moradores do domicílio (idade, sexo, educação).",Moradores_PR,81,Stata (.dta),597,https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=CDPR81DT.zip&Tp=1&Ctry_Code=CD&surv_id=597&dm=1&dmode=nm,Congo (República Democrática)/Moradores_PR/CDPR81DT.zip
CIBR35DT.zip,CI,Costa do Marfim,BR,Nascimentos (Births Recode),"Histórico de nascimentos das mulheres entrevistadas, partos, peso ao nascer e mortalidade infantil.",Nascimentos_BR,35,Stata (.dta),62,https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=CIBR35DT.zip&Tp=1&Ctry_Code=CI&surv_id=62&dm=1&dmode=nm,Costa do Marfim/Nascimentos_BR/CIBR35DT.zip
CIBR3ADT.zip,CI,Costa do Marfim,BR,Nascimentos (Births Recode),"Histórico de nascimentos das mulheres entrevistadas, partos, peso ao nascer e mortalidade infantil.",Nascimentos_BR,3A,Stata (.dta),106,https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=CIBR3ADT.zip&Tp=1&Ctry_Code=CI&surv_id=106&dm=1&dmode=nm,Costa do Marfim/Nascimentos_BR/CIBR3ADT.zip
CIBR51DT.zip,CI,Costa do Marfim,BR,Nascimentos (Births Recode),"Histórico de nascimentos das mulheres entrevistadas, partos, peso ao nascer e mortalidade infantil.",Nascimentos_BR,51,Stata (.dta),231,https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=CIBR51DT.zip&Tp=1&Ctry_Code=CI&surv_id=231&dm=1&dmode=nm,Costa do Marfim/Nascimentos_BR/CIBR51DT.zip
CIBR62DT.zip,CI,Costa do Marfim,BR,Nascimentos (Births Recode),"Histórico de nascimentos das mulheres entrevistadas, partos, peso ao nascer e mortalidade infantil.",Nascimentos_BR,62,Stata (.dta),311,https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=CIBR62DT.zip&Tp=1&Ctry_Code=CI&surv_id=311&dm=1&dmode=nm,Costa do Marfim/Nascimentos_BR/CIBR62DT.zip
CIBR81DT.zip,CI,Costa do Marfim,BR,Nascimentos (Births Recode),"Histórico de nascimentos das mulheres entrevistadas, partos, peso ao nascer e mortalidade infantil.",Nascimentos_BR,81,Stata (.dta),559,https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=CIBR81DT.zip&Tp=1&Ctry_Code=CI&surv_id=559&dm=1&dmode=nm,Costa do Marfim/Nascimentos_BR/CIBR81DT.zip
CICR35DT.zip,CI,Costa do Marfim,CR,Casais (Couples Recode),Dados conjuntos de casais casados ou vivendo em união estável.,Casais_CR,35,Stata (.dta),62,https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=CICR35DT.zip&Tp=1&Ctry_Code=CI&surv_id=62&dm=1&dmode=nm,Costa do Marfim/Casais_CR/CICR35DT.zip
CICR3ADT.zip,CI,Costa do Marfim,CR,Casais (Couples Recode),Dados conjuntos de casais casados ou vivendo em união estável.,Casais_CR,3A,Stata (.dta),106,https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=CICR3ADT.zip&Tp=1&Ctry_Code=CI&surv_id=106&dm=1&dmode=nm,Costa do Marfim/Casais_CR/CICR3ADT.zip
CICR62DT.zip,CI,Costa do Marfim,CR,Casais (Couples Recode),Dados conjuntos de casais casados ou vivendo em união estável.,Casais_CR,62,Stata (.dta),311,https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=CICR62DT.zip&Tp=1&Ctry_Code=CI&surv_id=311&dm=1&dmode=nm,Costa do Marfim/Casais_CR/CICR62DT.zip
