country,file,stem,recode,women_health_category,women_health_role,phase_version,variables,catalog_filename,survey_id,data_label
Gabão,GAIR71FL.DTA,GAIR71FL,IR,mulher_nucleo,Entrevista individual da mulher; fonte principal,71,5490,GAIR71DT.zip,546,
Gabão,GASQ41FL.DTA,GASQ41FL,SQ,servicos_saude,Disponibilidade e infraestrutura de serviços,41,209,GASQ41DT.zip,148,
Gana,GHHW02FL.DTA,GHHW02FL,HW,antropometria,"Peso, altura, anemia e medidas corporais",02,7,GHHW02DT.zip,25,
Gana,GHHW31FL.DTA,GHHW31FL,HW,antropometria,"Peso, altura, anemia e medidas corporais",31,7,GHHW31DT.zip,58,
Gana,GHHW41FL.DTA,GHHW41FL,HW,antropometria,"Peso, altura, anemia e medidas corporais",41,7,GHHW41DT.zip,151,
Gana,GHHW4AFL.DTA,GHHW4AFL,HW,antropometria,"Peso, altura, anemia e medidas corporais",4A,7,GHHW4ADT.zip,235,
Gana,GHVA51FL.DTA,GHVA51FL,VA,mortalidade,Autópsia verbal e causa de morte,51,343,GHVA51DT.zip,325,
Gana,GHVA5AFL.DTA,GHVA5AFL,VA,mortalidade,Autópsia verbal e causa de morte,5A,413,GHVA5ADT.zip,301,
Gana,GHVA7IFL_ALLYEARS.DTA,GHVA7IFL_ALLYEARS,VA,mortalidade,Autópsia verbal e causa de morte,7I,377,,,
Gana,GHVA7IFL_LAST5YEARS.DTA,GHVA7IFL_LAST5YEARS,VA,mortalidade,Autópsia verbal e causa de morte,7I,377,,,
Gana,GHCR31FL.DTA,GHCR31FL,CR,casal_parceiro,Informações conjugais e do parceiro,31,1293,GHCR31DT.zip,58,
Gana,GHCR41FL.DTA,GHCR41FL,CR,casal_parceiro,Informações conjugais e do parceiro,41,1966,GHCR41DT.zip,151,
Gana,GHCR4BFL.DTA,GHCR4BFL,CR,casal_parceiro,Informações conjugais e do parceiro,4B,2024,GHCR4BDT.zip,235,
Gana,GHCR5AFL.DTA,GHCR5AFL,CR,casal_parceiro,Informações conjugais e do parceiro,5A,2454,GHCR5ADT.zip,301,
Gana,GHCR71FL.DTA,GHCR71FL,CR,casal_parceiro,Informações conjugais e do parceiro,71,2381,GHCR71DT.zip,437,
Gana,GHCR8CFL.DTA,GHCR8CFL,CR,casal_parceiro,Informações conjugais e do parceiro,8C,1649,GHCR8CDT.zip,598,
Gana,GHKR01FL.DTA,GHKR01FL,KR,saude_infantil,"Saúde, nutrição e vacinação de crianças",01,434,GHKR01DT.zip,25,
Gana,GHKR31FL.DTA,GHKR31FL,KR,saude_infantil,"Saúde, nutrição e vacinação de crianças",31,640,GHKR31DT.zip,58,
Gana,GHKR41FL.DTA,GHKR41FL,KR,saude_infantil,"Saúde, nutrição e vacinação de crianças",41,925,GHKR41DT.zip,151,
Gana,GHKR4BFL.DTA,GHKR4BFL,KR,saude_infantil,"Saúde, nutrição e vacinação de crianças",4B,935,GHKR4BDT.zip,235,
Gana,GHKR5AFL.DTA,GHKR5AFL,KR,saude_infantil,"Saúde, nutrição e vacinação de crianças",5A,1009,GHKR5ADT.zip,301,
Gana,GHKR72FL.DTA,GHKR72FL,KR,saude_infantil,"Saúde, nutrição e vacinação de crianças",72,1158,GHKR72DT.zip,437,
Gana,GHKR7BFL.DTA,GHKR7BFL,KR,saude_infantil,"Saúde, nutrição e vacinação de crianças",7B,424,GHKR7BDT.zip,516,
Gana,GHKR82FL.DTA,GHKR82FL,KR,saude_infantil,"Saúde, nutrição e vacinação de crianças",82,405,GHKR82DT.zip,557,
Gana,GHKR8CFL.DTA,GHKR8CFL,KR,saude_infantil,"Saúde, nutrição e vacinação de crianças",8C,1251,GHKR8CDT.zip,598,
Gana,GHHR31FL.DTA,GHHR31FL,HR,domicilio_contexto,"Domicílio, saneamento, bens e contexto",31,1357,GHHR31DT.zip,58,
Gana,GHHR41FL.DTA,GHHR41FL,HR,domicilio_contexto,"Domicílio, saneamento, bens e contexto",41,780,GHHR41DT.zip,151,
Gana,GHHR4BFL.DTA,GHHR4BFL,HR,domicilio_contexto,"Domicílio, saneamento, bens e contexto",4B,3309,GHHR4BDT.zip,235,
Gana,GHHR5AFL.DTA,GHHR5AFL,HR,domicilio_contexto,"Domicílio, saneamento, bens e contexto",5A,2130,GHHR5ADT.zip,301,
Gana,GHHR72FL.DTA,GHHR72FL,HR,domicilio_contexto,"Domicílio, saneamento, bens e contexto",72,3028,GHHR72DT.zip,437,
Gana,GHHR7BFL.DTA,GHHR7BFL,HR,domicilio_contexto,"Domicílio, saneamento, bens e contexto",7B,1407,GHHR7BDT.zip,516,
Gana,GHHR82FL.DTA,GHHR82FL,HR,domicilio_contexto,"Domicílio, saneamento, bens e contexto",82,2405,GHHR82DT.zip,557,
Gana,GHHR8CFL.DTA,GHHR8CFL,HR,domicilio_contexto,"Domicílio, saneamento, bens e contexto",8C,3997,GHHR8CDT.zip,598,
Gana,GHMR31FL.DTA,GHMR31FL,MR,casal_parceiro,Informações masculinas relacionadas ao casal,31,417,GHMR31DT.zip,58,
Gana,GHMR41FL.DTA,GHMR41FL,MR,casal_parceiro,Informações masculinas relacionadas ao casal,41,449,GHMR41DT.zip,151,
Gana,GHMR4BFL.DTA,GHMR4BFL,MR,casal_parceiro,Informações masculinas relacionadas ao casal,4B,872,GHMR4BDT.zip,235,
Gana,GHMR5AFL.DTA,GHMR5AFL,MR,casal_parceiro,Informações masculinas relacionadas ao casal,5A,676,GHMR5ADT.zip,301,
Gana,GHMR71FL.DTA,GHMR71FL,MR,casal_parceiro,Informações masculinas relacionadas ao casal,71,655,GHMR71DT.zip,437,
Gana,GHMR8CFL.DTA,GHMR8CFL,MR,casal_parceiro,Informações masculinas relacionadas ao casal,8C,574,GHMR8CDT.zip,598,
Gana,GHHH01FL.DTA,GHHH01FL,HH,modulo_especial,Questionário domiciliar especial,01,243,GHHH01DT.zip,25,
Gana,GHHA51FL.DTA,GHHA51FL,HA,modulo_especial,Módulo auxiliar; validar pelo dicionário,51,80,,,
Gana,GHHB51FL.DTA,GHHB51FL,HB,modulo_especial,Módulo auxiliar; validar pelo dicionário,51,276,,,
Gana,GHHH7JFL.DTA,GHHH7JFL,HH,modulo_especial,Questionário domiciliar especial,7J,85,GHHH7JDT.zip,506,
Gana,GHPR31FL.DTA,GHPR31FL,PR,moradores_contexto,Moradores do domicílio e composição familiar,31,109,GHPR31DT.zip,58,
Gana,GHPR41FL.DTA,GHPR41FL,PR,moradores_contexto,Moradores do domicílio e composição familiar,41,98,GHPR41DT.zip,151,
Gana,GHPR4BFL.DTA,GHPR4BFL,PR,moradores_contexto,Moradores do domicílio e composição familiar,4B,250,GHPR4BDT.zip,235,
Gana,GHPR5AFL.DTA,GHPR5AFL,PR,moradores_contexto,Moradores do domicílio e composição familiar,5A,316,GHPR5ADT.zip,301,
Gana,GHPR72FL.DTA,GHPR72FL,PR,moradores_contexto,Moradores do domicílio e composição familiar,72,407,GHPR72DT.zip,437,
Gana,GHPR7BFL.DTA,GHPR7BFL,PR,moradores_contexto,Moradores do domicílio e composição familiar,7B,218,GHPR7BDT.zip,516,
Gana,GHPR82FL.DTA,GHPR82FL,PR,moradores_contexto,Moradores do domicílio e composição familiar,82,235,GHPR82DT.zip,557,
Gana,GHPR8CFL.DTA,GHPR8CFL,PR,moradores_contexto,Moradores do domicílio e composição familiar,8C,396,GHPR8CDT.zip,598,
Gana,GHBR02FL.dta,GHBR02FL,BR,gestacao_parto,"Nascimentos, gestações e histórico obstétrico",02,413,GHBR02DT.zip,25,
Gana,GHBR31FL.dta,GHBR31FL,BR,gestacao_parto,"Nascimentos, gestações e histórico obstétrico",31,639,GHBR31DT.zip,58,
Gana,GHBR41FL.dta,GHBR41FL,BR,gestacao_parto,"Nascimentos, gestações e histórico obstétrico",41,925,GHBR41DT.zip,151,
Gana,GHBR4BFL.DTA,GHBR4BFL,BR,gestacao_parto,"Nascimentos, gestações e histórico obstétrico",4B,935,GHBR4BDT.zip,235,
Gana,GHBR5AFL.DTA,GHBR5AFL,BR,gestacao_parto,"Nascimentos, gestações e histórico obstétrico",5A,1009,GHBR5ADT.zip,301,
Gana,GHBR72FL.DTA,GHBR72FL,BR,gestacao_parto,"Nascimentos, gestações e histórico obstétrico",72,1158,GHBR72DT.zip,437,
Gana,GHBR8CFL.DTA,GHBR8CFL,BR,gestacao_parto,"Nascimentos, gestações e histórico obstétrico",8C,1251,GHBR8CDT.zip,598,
Gana,DEATH CERTIFICATES-FL.DTA,DEATH CERTIFICATES-FL,AT,mortalidade,Certificados de óbito; usar apenas se pertinente,H ,35,,,
Gana,GHIQ51FL.DTA,GHIQ51FL,IQ,modulo_especial,Questionário individual especial,51,905,GHIQ51DT.zip,325,
Gana,GHIQ7JFL.DTA,GHIQ7JFL,IQ,modulo_especial,Questionário individual especial,7J,688,GHIQ7JDT.zip,506,
Gana,GHWI31FL.DTA,GHWI31FL,WI,socioeconomico,Índice de riqueza e contexto socioeconômico,31,3,GHWI31DT.zip,58,
Gana,GHWI41FL.DTA,GHWI41FL,WI,socioeconomico,Índice de riqueza e contexto socioeconômico,41,3,GHWI41DT.zip,151,
Gana,GHIR02FL.DTA,GHIR02FL,IR,mulher_nucleo,Entrevista individual da mulher; fonte principal,02,1567,GHIR02DT.zip,25,
Gana,GHIR31FL.DTA,GHIR31FL,IR,mulher_nucleo,Entrevista individual da mulher; fonte principal,31,2328,GHIR31DT.zip,58,
Gana,GHIR41FL.DTA,GHIR41FL,IR,mulher_nucleo,Entrevista individual da mulher; fonte principal,41,3401,GHIR41DT.zip,151,
Gana,GHIR4BFL.DTA,GHIR4BFL,IR,mulher_nucleo,Entrevista individual da mulher; fonte principal,4B,3619,GHIR4BDT.zip,235,
Gana,GHIR5AFL.DTA,GHIR5AFL,IR,mulher_nucleo,Entrevista individual da mulher; fonte principal,5A,3915,GHIR5ADT.zip,301,
Gana,GHIR72FL.DTA,GHIR72FL,IR,mulher_nucleo,Entrevista individual da mulher; fonte principal,72,4079,GHIR72DT.zip,437,
Gana,GHIR7BFL.DTA,GHIR7BFL,IR,mulher_nucleo,Entrevista individual da mulher; fonte principal,7B,1506,GHIR7BDT.zip,516,
Gana,GHIR82FL.DTA,GHIR82FL,IR,mulher_nucleo,Entrevista individual da mulher; fonte principal,82,1737,GHIR82DT.zip,557,
Gana,GHIR8CFL.DTA,GHIR8CFL,IR,mulher_nucleo,Entrevista individual da mulher; fonte principal,8C,5584,GHIR8CDT.zip,598,
Guiné,GNHW41FL.DTA,GNHW41FL,HW,antropometria,"Peso, altura, anemia e medidas corporais",41,7,GNHW41DT.zip,154,
Guiné,GNHW51FL.DTA,GNHW51FL,HW,antropometria,"Peso, altura, anemia e medidas corporais",51,7,GNHW51DT.zip,249,
Guiné,GNCR41FL.DTA,GNCR41FL,CR,casal_parceiro,Informações conjugais e do parceiro,41,1612,GNCR41DT.zip,154,
Guiné,gncr52fl.dta,GNCR52FL,CR,casal_parceiro,Informações conjugais e do parceiro,52,2149,GNCR52DT.zip,249,
Guiné,GNCR62FL.DTA,GNCR62FL,CR,casal_parceiro,Informações conjugais e do parceiro,62,2293,GNCR62DT.zip,391,
Guiné,GNCR71FL.DTA,GNCR71FL,CR,casal_parceiro,Informações conjugais e do parceiro,71,2332,GNCR71DT.zip,539,
Guiné,GNKR41FL.DTA,GNKR41FL,KR,saude_infantil,"Saúde, nutrição e vacinação de crianças",41,732,GNKR41DT.zip,154,
Guiné,gnkr52fl.dta,GNKR52FL,KR,saude_infantil,"Saúde, nutrição e vacinação de crianças",52,1102,GNKR52DT.zip,249,
Guiné,GNKR62FL.DTA,GNKR62FL,KR,saude_infantil,"Saúde, nutrição e vacinação de crianças",62,964,GNKR62DT.zip,391,
Guiné,GNKR71FL.DTA,GNKR71FL,KR,saude_infantil,"Saúde, nutrição e vacinação de crianças",71,1133,GNKR71DT.zip,539,
Guiné,GNKR82FL.DTA,GNKR82FL,KR,saude_infantil,"Saúde, nutrição e vacinação de crianças",82,558,GNKR82DT.zip,571,
Guiné,GNHR41FL.DTA,GNHR41FL,HR,domicilio_contexto,"Domicílio, saneamento, bens e contexto",41,1179,GNHR41DT.zip,154,
Guiné,gnhr52fl.dta,GNHR52FL,HR,domicilio_contexto,"Domicílio, saneamento, bens e contexto",52,2799,GNHR52DT.zip,249,
Guiné,GNHR62FL.DTA,GNHR62FL,HR,domicilio_contexto,"Domicílio, saneamento, bens e contexto",62,4716,GNHR62DT.zip,391,
Guiné,GNHR71FL.DTA,GNHR71FL,HR,domicilio_contexto,"Domicílio, saneamento, bens e contexto",71,5367,GNHR71DT.zip,539,
Guiné,GNHR82FL.DTA,GNHR82FL,HR,domicilio_contexto,"Domicílio, saneamento, bens e contexto",82,4264,GNHR82DT.zip,571,
Guiné,GNMR41FL.DTA,GNMR41FL,MR,casal_parceiro,Informações masculinas relacionadas ao casal,41,492,GNMR41DT.zip,154,
Guiné,gnmr52fl.dta,GNMR52FL,MR,casal_parceiro,Informações masculinas relacionadas ao casal,52,939,GNMR52DT.zip,249,
Guiné,GNMR62FL.DTA,GNMR62FL,MR,casal_parceiro,Informações masculinas relacionadas ao casal,62,530,GNMR62DT.zip,391,
Guiné,GNMR71FL.DTA,GNMR71FL,MR,casal_parceiro,Informações masculinas relacionadas ao casal,71,587,GNMR71DT.zip,539,
Guiné,GNPR41FL.DTA,GNPR41FL,PR,moradores_contexto,Moradores do domicílio e composição familiar,41,87,GNPR41DT.zip,154,
Guiné,GNPR53FL.DTA,GNPR53FL,PR,moradores_contexto,Moradores do domicílio e composição familiar,53,221,GNPR53DT.zip,249,
Guiné,GNPR62FL.DTA,GNPR62FL,PR,moradores_contexto,Moradores do domicílio e composição familiar,62,423,GNPR62DT.zip,391,
Guiné,GNPR71FL.DTA,GNPR71FL,PR,moradores_contexto,Moradores do domicílio e composição familiar,71,417,GNPR71DT.zip,539,
Guiné,GNPR82FL.DTA,GNPR82FL,PR,moradores_contexto,Moradores do domicílio e composição familiar,82,306,GNPR82DT.zip,571,
Guiné,GNBR41FL.dta,GNBR41FL,BR,gestacao_parto,"Nascimentos, gestações e histórico obstétrico",41,835,GNBR41DT.zip,154,
Guiné,gnbr52fl.dta,GNBR52FL,BR,gestacao_parto,"Nascimentos, gestações e histórico obstétrico",52,1102,GNBR52DT.zip,249,
Guiné,GNBR62FL.DTA,GNBR62FL,BR,gestacao_parto,"Nascimentos, gestações e histórico obstétrico",62,1000,GNBR62DT.zip,391,
Guiné,GNBR71FL.DTA,GNBR71FL,BR,gestacao_parto,"Nascimentos, gestações e histórico obstétrico",71,1169,GNBR71DT.zip,539,
Guiné,GNWI41FL.DTA,GNWI41FL,WI,socioeconomico,Índice de riqueza e contexto socioeconômico,41,3,GNWI41DT.zip,154,
Guiné,GNIR41FL.DTA,GNIR41FL,IR,mulher_nucleo,Entrevista individual da mulher; fonte principal,41,3788,GNIR41DT.zip,154,
Guiné,gnir52fl.dta,GNIR52FL,IR,mulher_nucleo,Entrevista individual da mulher; fonte principal,52,3171,GNIR52DT.zip,249,
Guiné,GNIR62FL.DTA,GNIR62FL,IR,mulher_nucleo,Entrevista individual da mulher; fonte principal,62,4366,GNIR62DT.zip,391,
Guiné,GNIR71FL.DTA,GNIR71FL,IR,mulher_nucleo,Entrevista individual da mulher; fonte principal,71,4756,GNIR71DT.zip,539,
Guiné,GNIR82FL.DTA,GNIR82FL,IR,mulher_nucleo,Entrevista individual da mulher; fonte principal,82,2719,GNIR82DT.zip,571,
Guiné,GNSQ41FL.DTA,GNSQ41FL,SQ,servicos_saude,Disponibilidade e infraestrutura de serviços,41,647,GNSQ41DT.zip,154,
Gâmbia,GMCR61FL.DTA,GMCR61FL,CR,casal_parceiro,Informações conjugais e do parceiro,61,2284,GMCR61DT.zip,425,
Gâmbia,GMCR81FL.DTA,GMCR81FL,CR,casal_parceiro,Informações conjugais e do parceiro,81,2687,GMCR81DT.zip,555,
Gâmbia,GMKR61FL.DTA,GMKR61FL,KR,saude_infantil,"Saúde, nutrição e vacinação de crianças",61,969,GMKR61DT.zip,425,
Gâmbia,GMKR81FL.DTA,GMKR81FL,KR,saude_infantil,"Saúde, nutrição e vacinação de crianças",81,1217,GMKR81DT.zip,555,
Gâmbia,GMHR61FL.DTA,GMHR61FL,HR,domicilio_contexto,"Domicílio, saneamento, bens e contexto",61,8912,GMHR61DT.zip,425,
Gâmbia,GMHR81FL.DTA,GMHR81FL,HR,domicilio_contexto,"Domicílio, saneamento, bens e contexto",81,8568,GMHR81DT.zip,555,
Gâmbia,GMMR61FL.DTA,GMMR61FL,MR,casal_parceiro,Informações masculinas relacionadas ao casal,61,535,GMMR61DT.zip,425,
Gâmbia,GMMR81FL.DTA,GMMR81FL,MR,casal_parceiro,Informações masculinas relacionadas ao casal,81,674,GMMR81DT.zip,555,
Gâmbia,GMPR61FL.DTA,GMPR61FL,PR,moradores_contexto,Moradores do domicílio e composição familiar,61,346,GMPR61DT.zip,425,
Gâmbia,GMPR81FL.DTA,GMPR81FL,PR,moradores_contexto,Moradores do domicílio e composição familiar,81,342,GMPR81DT.zip,555,
Gâmbia,GMBR61FL.DTA,GMBR61FL,BR,gestacao_parto,"Nascimentos, gestações e histórico obstétrico",61,1000,GMBR61DT.zip,425,
Gâmbia,GMBR81FL.DTA,GMBR81FL,BR,gestacao_parto,"Nascimentos, gestações e histórico obstétrico",81,1253,GMBR81DT.zip,555,
Gâmbia,GMIR61FL.DTA,GMIR61FL,IR,mulher_nucleo,Entrevista individual da mulher; fonte principal,61,4384,GMIR61DT.zip,425,
Gâmbia,GMIR81FL.DTA,GMIR81FL,IR,mulher_nucleo,Entrevista individual da mulher; fonte principal,81,5314,GMIR81DT.zip,555,
Lesoto,LSHW41FL.DTA,LSHW41FL,HW,antropometria,"Peso, altura, anemia e medidas corporais",41,7,LSHW41DT.zip,256,
Lesoto,LSCR41FL.dta,LSCR41FL,CR,casal_parceiro,Informações conjugais e do parceiro,41,2644,LSCR41DT.zip,256,
Lesoto,LSCR61FL.DTA,LSCR61FL,CR,casal_parceiro,Informações conjugais e do parceiro,61,2263,LSCR61DT.zip,317,
Lesoto,LSCR71FL.DTA,LSCR71FL,CR,casal_parceiro,Informações conjugais e do parceiro,71,1897,LSCR71DT.zip,462,
Lesoto,LSCR81FL.DTA,LSCR81FL,CR,casal_parceiro,Informações conjugais e do parceiro,81,1878,LSCR81DT.zip,572,
Lesoto,LSKR41FL.dta,LSKR41FL,KR,saude_infantil,"Saúde, nutrição e vacinação de crianças",41,1039,LSKR41DT.zip,256,
Lesoto,LSKR61FL.DTA,LSKR61FL,KR,saude_infantil,"Saúde, nutrição e vacinação de crianças",61,1055,LSKR61DT.zip,317,
Lesoto,LSKR71FL.DTA,LSKR71FL,KR,saude_infantil,"Saúde, nutrição e vacinação de crianças",71,983,LSKR71DT.zip,462,
Lesoto,LSKR81FL.DTA,LSKR81FL,KR,saude_infantil,"Saúde, nutrição e vacinação de crianças",81,1407,LSKR81DT.zip,572,
Lesoto,LSHR41FL.dta,LSHR41FL,HR,domicilio_contexto,"Domicílio, saneamento, bens e contexto",41,1963,LSHR41DT.zip,256,
Lesoto,LSHR61FL.DTA,LSHR61FL,HR,domicilio_contexto,"Domicílio, saneamento, bens e contexto",61,1763,LSHR61DT.zip,317,
Lesoto,LSHR71FL.DTA,LSHR71FL,HR,domicilio_contexto,"Domicílio, saneamento, bens e contexto",71,1447,LSHR71DT.zip,462,
Lesoto,LSHR81FL.DTA,LSHR81FL,HR,domicilio_contexto,"Domicílio, saneamento, bens e contexto",81,2825,LSHR81DT.zip,572,
Lesoto,LSMR41FL.dta,LSMR41FL,MR,casal_parceiro,Informações masculinas relacionadas ao casal,41,1052,LSMR41DT.zip,256,
Lesoto,LSMR61FL.DTA,LSMR61FL,MR,casal_parceiro,Informações masculinas relacionadas ao casal,61,645,LSMR61DT.zip,317,
Lesoto,LSMR71FL.DTA,LSMR71FL,MR,casal_parceiro,Informações masculinas relacionadas ao casal,71,627,LSMR71DT.zip,462,
Lesoto,LSMR81FL.DTA,LSMR81FL,MR,casal_parceiro,Informações masculinas relacionadas ao casal,81,661,LSMR81DT.zip,572,
Lesoto,LSPR41FL.dta,LSPR41FL,PR,moradores_contexto,Moradores do domicílio e composição familiar,41,234,LSPR41DT.zip,256,
Lesoto,LSPR61FL.DTA,LSPR61FL,PR,moradores_contexto,Moradores do domicílio e composição familiar,61,282,LSPR61DT.zip,317,
Lesoto,LSPR71FL.DTA,LSPR71FL,PR,moradores_contexto,Moradores do domicílio e composição familiar,71,290,LSPR71DT.zip,462,
Lesoto,LSPR81FL.DTA,LSPR81FL,PR,moradores_contexto,Moradores do domicílio e composição familiar,81,465,LSPR81DT.zip,572,
Lesoto,LSBR41FL.dta,LSBR41FL,BR,gestacao_parto,"Nascimentos, gestações e histórico obstétrico",41,1039,LSBR41DT.zip,256,
Lesoto,LSBR61FL.DTA,LSBR61FL,BR,gestacao_parto,"Nascimentos, gestações e histórico obstétrico",61,1055,LSBR61DT.zip,317,
Lesoto,LSBR71FL.DTA,LSBR71FL,BR,gestacao_parto,"Nascimentos, gestações e histórico obstétrico",71,983,LSBR71DT.zip,462,
Lesoto,LSBR81FL.DTA,LSBR81FL,BR,gestacao_parto,"Nascimentos, gestações e histórico obstétrico",81,1407,LSBR81DT.zip,572,
Lesoto,LSIR41FL.dta,LSIR41FL,IR,mulher_nucleo,Entrevista individual da mulher; fonte principal,41,4473,LSIR41DT.zip,256,
Lesoto,LSIR61FL.DTA,LSIR61FL,IR,mulher_nucleo,Entrevista individual da mulher; fonte principal,61,4229,LSIR61DT.zip,317,
Lesoto,LSIR71FL.DTA,LSIR71FL,IR,mulher_nucleo,Entrevista individual da mulher; fonte principal,71,3749,LSIR71DT.zip,462,
Lesoto,LSIR81FL.DTA,LSIR81FL,IR,mulher_nucleo,Entrevista individual da mulher; fonte principal,81,6581,LSIR81DT.zip,572,
Libéria,LBCR51FL.DTA,LBCR51FL,CR,casal_parceiro,Informações conjugais e do parceiro,51,2207,LBCR51DT.zip,271,
Libéria,LBCR6AFL.DTA,LBCR6AFL,CR,casal_parceiro,Informações conjugais e do parceiro,6A,2094,LBCR6ADT.zip,435,
Libéria,LBCR7AFL.DTA,LBCR7AFL,CR,casal_parceiro,Informações conjugais e do parceiro,7A,2649,LBCR7ADT.zip,537,
Libéria,LBKR01FL.DTA,LBKR01FL,KR,saude_infantil,"Saúde, nutrição e vacinação de crianças",01,396,LBKR01DT.zip,7,
Libéria,LBKR51FL.DTA,LBKR51FL,KR,saude_infantil,"Saúde, nutrição e vacinação de crianças",51,939,LBKR51DT.zip,271,
Libéria,LBKR5AFL.DTA,LBKR5AFL,KR,saude_infantil,"Saúde, nutrição e vacinação de crianças",5A,416,LBKR5ADT.zip,330,
Libéria,LBKR61FL.DTA,LBKR61FL,KR,saude_infantil,"Saúde, nutrição e vacinação de crianças",61,541,LBKR61DT.zip,361,
Libéria,LBKR6AFL.DTA,LBKR6AFL,KR,saude_infantil,"Saúde, nutrição e vacinação de crianças",6A,965,LBKR6ADT.zip,435,
Libéria,LBKR71FL.DTA,LBKR71FL,KR,saude_infantil,"Saúde, nutrição e vacinação de crianças",71,944,LBKR71DT.zip,509,
Libéria,LBKR7AFL.DTA,LBKR7AFL,KR,saude_infantil,"Saúde, nutrição e vacinação de crianças",7A,1190,LBKR7ADT.zip,537,
Libéria,LBKR81FL.DTA,LBKR81FL,KR,saude_infantil,"Saúde, nutrição e vacinação de crianças",81,697,LBKR81DT.zip,573,
Libéria,LBHR51FL.dta,LBHR51FL,HR,domicilio_contexto,"Domicílio, saneamento, bens e contexto",51,2388,LBHR51DT.zip,271,
Libéria,LBHR5AFL.DTA,LBHR5AFL,HR,domicilio_contexto,"Domicílio, saneamento, bens e contexto",5A,2590,LBHR5ADT.zip,330,
Libéria,LBHR61FL.DTA,LBHR61FL,HR,domicilio_contexto,"Domicílio, saneamento, bens e contexto",61,2648,LBHR61DT.zip,361,
Libéria,LBHR6AFL.DTA,LBHR6AFL,HR,domicilio_contexto,"Domicílio, saneamento, bens e contexto",6A,4801,LBHR6ADT.zip,435,
Libéria,LBHR71FL.DTA,LBHR71FL,HR,domicilio_contexto,"Domicílio, saneamento, bens e contexto",71,2727,LBHR71DT.zip,509,
Libéria,LBHR7AFL.DTA,LBHR7AFL,HR,domicilio_contexto,"Domicílio, saneamento, bens e contexto",7A,3934,LBHR7ADT.zip,537,
Libéria,LBHR81FL.DTA,LBHR81FL,HR,domicilio_contexto,"Domicílio, saneamento, bens e contexto",81,3529,LBHR81DT.zip,573,
Libéria,LBMR51FL.DTA,LBMR51FL,MR,casal_parceiro,Informações masculinas relacionadas ao casal,51,503,LBMR51DT.zip,271,
Libéria,LBMR6AFL.DTA,LBMR6AFL,MR,casal_parceiro,Informações masculinas relacionadas ao casal,6A,519,LBMR6ADT.zip,435,
Libéria,LBMR7AFL.DTA,LBMR7AFL,MR,casal_parceiro,Informações masculinas relacionadas ao casal,7A,661,LBMR7ADT.zip,537,
Libéria,LBHH01FL.DTA,LBHH01FL,HH,modulo_especial,Questionário domiciliar especial,01,328,LBHH01DT.zip,7,
Libéria,LBPR51FL.dta,LBPR51FL,PR,moradores_contexto,Moradores do domicílio e composição familiar,51,313,LBPR51DT.zip,271,
Libéria,LBPR5AFL.DTA,LBPR5AFL,PR,moradores_contexto,Moradores do domicílio e composição familiar,5A,296,LBPR5ADT.zip,330,
Libéria,LBPR61FL.DTA,LBPR61FL,PR,moradores_contexto,Moradores do domicílio e composição familiar,61,285,LBPR61DT.zip,361,
Libéria,LBPR6AFL.DTA,LBPR6AFL,PR,moradores_contexto,Moradores do domicílio e composição familiar,6A,372,LBPR6ADT.zip,435,
Libéria,LBPR71FL.DTA,LBPR71FL,PR,moradores_contexto,Moradores do domicílio e composição familiar,71,324,LBPR71DT.zip,509,
Libéria,LBPR7AFL.DTA,LBPR7AFL,PR,moradores_contexto,Moradores do domicílio e composição familiar,7A,472,LBPR7ADT.zip,537,
Libéria,LBPR81FL.DTA,LBPR81FL,PR,moradores_contexto,Moradores do domicílio e composição familiar,81,310,LBPR81DT.zip,573,
Libéria,LBBR01FL.dta,LBBR01FL,BR,gestacao_parto,"Nascimentos, gestações e histórico obstétrico",01,385,LBBR01DT.zip,7,
Libéria,LBBR51FL.DTA,LBBR51FL,BR,gestacao_parto,"Nascimentos, gestações e histórico obstétrico",51,939,LBBR51DT.zip,271,
Libéria,LBBR5AFL.DTA,LBBR5AFL,BR,gestacao_parto,"Nascimentos, gestações e histórico obstétrico",5A,416,LBBR5ADT.zip,330,
Libéria,LBBR6AFL.DTA,LBBR6AFL,BR,gestacao_parto,"Nascimentos, gestações e histórico obstétrico",6A,965,LBBR6ADT.zip,435,
Libéria,LBBR7AFL.DTA,LBBR7AFL,BR,gestacao_parto,"Nascimentos, gestações e histórico obstétrico",7A,1221,LBBR7ADT.zip,537,
Libéria,LBIR01FL.DTA,LBIR01FL,IR,mulher_nucleo,Entrevista individual da mulher; fonte principal,01,1352,LBIR01DT.zip,7,
Libéria,LBIR51FL.DTA,LBIR51FL,IR,mulher_nucleo,Entrevista individual da mulher; fonte principal,51,4105,LBIR51DT.zip,271,
Libéria,LBIR5AFL.DTA,LBIR5AFL,IR,mulher_nucleo,Entrevista individual da mulher; fonte principal,5A,1719,LBIR5ADT.zip,330,
Libéria,LBIR61FL.DTA,LBIR61FL,IR,mulher_nucleo,Entrevista individual da mulher; fonte principal,61,2416,LBIR61DT.zip,361,
Libéria,LBIR6AFL.DTA,LBIR6AFL,IR,mulher_nucleo,Entrevista individual da mulher; fonte principal,6A,4006,LBIR6ADT.zip,435,
