country,file,stem,recode,women_health_category,women_health_role,phase_version,variables,catalog_filename,survey_id,data_label
Chade,TDKR31FL.DTA,TDKR31FL,KR,saude_infantil,"Saúde, nutrição e vacinação de crianças",31,733,TDKR31DT.zip,83,
Chade,TDKR41FL.DTA,TDKR41FL,KR,saude_infantil,"Saúde, nutrição e vacinação de crianças",41,1114,TDKR41DT.zip,215,
Chade,TDKR71FL.DTA,TDKR71FL,KR,saude_infantil,"Saúde, nutrição e vacinação de crianças",71,1016,TDKR71DT.zip,465,
Chade,TDHR31FL.DTA,TDHR31FL,HR,domicilio_contexto,"Domicílio, saneamento, bens e contexto",31,844,TDHR31DT.zip,83,
Chade,TDHR41FL.DTA,TDHR41FL,HR,domicilio_contexto,"Domicílio, saneamento, bens e contexto",41,3316,TDHR41DT.zip,215,
Chade,TDHR71FL.DTA,TDHR71FL,HR,domicilio_contexto,"Domicílio, saneamento, bens e contexto",71,4964,TDHR71DT.zip,465,
Chade,TDMR31FL.DTA,TDMR31FL,MR,casal_parceiro,Informações masculinas relacionadas ao casal,31,417,TDMR31DT.zip,83,
Chade,TDMR41FL.DTA,TDMR41FL,MR,casal_parceiro,Informações masculinas relacionadas ao casal,41,918,TDMR41DT.zip,215,
Chade,TDMR71FL.DTA,TDMR71FL,MR,casal_parceiro,Informações masculinas relacionadas ao casal,71,511,TDMR71DT.zip,465,
Chade,TDPR31FL.DTA,TDPR31FL,PR,moradores_contexto,Moradores do domicílio e composição familiar,31,88,TDPR31DT.zip,83,
Chade,TDPR41FL.DTA,TDPR41FL,PR,moradores_contexto,Moradores do domicílio e composição familiar,41,229,TDPR41DT.zip,215,
Chade,TDPR71FL.DTA,TDPR71FL,PR,moradores_contexto,Moradores do domicílio e composição familiar,71,407,TDPR71DT.zip,465,
Chade,TDBR31FL.dta,TDBR31FL,BR,gestacao_parto,"Nascimentos, gestações e histórico obstétrico",31,733,TDBR31DT.zip,83,
Chade,TDBR41FL.DTA,TDBR41FL,BR,gestacao_parto,"Nascimentos, gestações e histórico obstétrico",41,1114,TDBR41DT.zip,215,
Chade,TDBR71FL.DTA,TDBR71FL,BR,gestacao_parto,"Nascimentos, gestações e histórico obstétrico",71,1052,TDBR71DT.zip,465,
Chade,TDWI31FL.DTA,TDWI31FL,WI,socioeconomico,Índice de riqueza e contexto socioeconômico,31,3,TDWI31DT.zip,83,
Chade,TDIR31FL.DTA,TDIR31FL,IR,mulher_nucleo,Entrevista individual da mulher; fonte principal,31,3282,TDIR31DT.zip,83,
Chade,TDIR41FL.DTA,TDIR41FL,IR,mulher_nucleo,Entrevista individual da mulher; fonte principal,41,4857,TDIR41DT.zip,215,
Chade,TDIR71FL.DTA,TDIR71FL,IR,mulher_nucleo,Entrevista individual da mulher; fonte principal,71,4463,TDIR71DT.zip,465,
Chade,TDSQ32FL.DTA,TDSQ32FL,SQ,servicos_saude,Disponibilidade e infraestrutura de serviços,32,231,TDSQ32DT.zip,83,
Chade,TDSQ41FL.DTA,TDSQ41FL,SQ,servicos_saude,Disponibilidade e infraestrutura de serviços,41,237,TDSQ41DT.zip,215,
Comores,KMHW32FL.DTA,KMHW32FL,HW,antropometria,"Peso, altura, anemia e medidas corporais",32,7,KMHW32DT.zip,93,
Comores,KMCR31FL.DTA,KMCR31FL,CR,casal_parceiro,Informações conjugais e do parceiro,31,1125,KMCR31DT.zip,93,
Comores,KMCR61FL.DTA,KMCR61FL,CR,casal_parceiro,Informações conjugais e do parceiro,61,2254,KMCR61DT.zip,443,
Comores,KMKR31FL.DTA,KMKR31FL,KR,saude_infantil,"Saúde, nutrição e vacinação de crianças",31,604,KMKR31DT.zip,93,
Comores,KMKR61FL.DTA,KMKR61FL,KR,saude_infantil,"Saúde, nutrição e vacinação de crianças",61,949,KMKR61DT.zip,443,
Comores,KMHR32FL.DTA,KMHR32FL,HR,domicilio_contexto,"Domicílio, saneamento, bens e contexto",32,551,KMHR32DT.zip,93,
Comores,KMHR61FL.DTA,KMHR61FL,HR,domicilio_contexto,"Domicílio, saneamento, bens e contexto",61,3633,KMHR61DT.zip,443,
Comores,KMMR31FL.DTA,KMMR31FL,MR,casal_parceiro,Informações masculinas relacionadas ao casal,31,285,KMMR31DT.zip,93,
Comores,KMMR61FL.DTA,KMMR61FL,MR,casal_parceiro,Informações masculinas relacionadas ao casal,61,517,KMMR61DT.zip,443,
Comores,KMPR32FL.DTA,KMPR32FL,PR,moradores_contexto,Moradores do domicílio e composição familiar,32,111,KMPR32DT.zip,93,
Comores,KMPR61FL.DTA,KMPR61FL,PR,moradores_contexto,Moradores do domicílio e composição familiar,61,298,KMPR61DT.zip,443,
Comores,KMBR32FL.dta,KMBR32FL,BR,gestacao_parto,"Nascimentos, gestações e histórico obstétrico",32,606,KMBR32DT.zip,93,
Comores,KMBR61FL.DTA,KMBR61FL,BR,gestacao_parto,"Nascimentos, gestações e histórico obstétrico",61,949,KMBR61DT.zip,443,
Comores,KMWI32FL.DTA,KMWI32FL,WI,socioeconomico,Índice de riqueza e contexto socioeconômico,32,3,KMWI32DT.zip,93,
Comores,KMIR32FL.DTA,KMIR32FL,IR,mulher_nucleo,Entrevista individual da mulher; fonte principal,32,2715,KMIR32DT.zip,93,
Comores,KMIR61FL.DTA,KMIR61FL,IR,mulher_nucleo,Entrevista individual da mulher; fonte principal,61,4138,KMIR61DT.zip,443,
Congo (Brazzaville),CGHW51FL.DTA,CGHW51FL,HW,antropometria,"Peso, altura, anemia e medidas corporais",51,7,CGHW51DT.zip,267,
Congo (Brazzaville),CGCR51FL.DTA,CGCR51FL,CR,casal_parceiro,Informações conjugais e do parceiro,51,2602,CGCR51DT.zip,267,
Congo (Brazzaville),CGCR61FL.DTA,CGCR61FL,CR,casal_parceiro,Informações conjugais e do parceiro,61,2206,CGCR61DT.zip,388,
Congo (Brazzaville),CGKR51FL.DTA,CGKR51FL,KR,saude_infantil,"Saúde, nutrição e vacinação de crianças",51,1129,CGKR51DT.zip,267,
Congo (Brazzaville),CGKR61FL.DTA,CGKR61FL,KR,saude_infantil,"Saúde, nutrição e vacinação de crianças",61,1110,CGKR61DT.zip,388,
Congo (Brazzaville),CGHR51FL.DTA,CGHR51FL,HR,domicilio_contexto,"Domicílio, saneamento, bens e contexto",51,2623,CGHR51DT.zip,267,
Congo (Brazzaville),CGHR5AFL.DTA,CGHR5AFL,HR,domicilio_contexto,"Domicílio, saneamento, bens e contexto",5A,1268,CGHR5ADT.zip,370,
Congo (Brazzaville),CGHR61FL.DTA,CGHR61FL,HR,domicilio_contexto,"Domicílio, saneamento, bens e contexto",61,3194,CGHR61DT.zip,388,
Congo (Brazzaville),CGMR51FL.DTA,CGMR51FL,MR,casal_parceiro,Informações masculinas relacionadas ao casal,51,919,CGMR51DT.zip,267,
Congo (Brazzaville),CGMR61FL.DTA,CGMR61FL,MR,casal_parceiro,Informações masculinas relacionadas ao casal,61,538,CGMR61DT.zip,388,
Congo (Brazzaville),CGPR51FL.DTA,CGPR51FL,PR,moradores_contexto,Moradores do domicílio e composição familiar,51,278,CGPR51DT.zip,267,
Congo (Brazzaville),CGPR5AFL.DTA,CGPR5AFL,PR,moradores_contexto,Moradores do domicílio e composição familiar,5A,168,CGPR5ADT.zip,370,
Congo (Brazzaville),CGPR61FL.DTA,CGPR61FL,PR,moradores_contexto,Moradores do domicílio e composição familiar,61,323,CGPR61DT.zip,388,
Congo (Brazzaville),CGBR51FL.DTA,CGBR51FL,BR,gestacao_parto,"Nascimentos, gestações e histórico obstétrico",51,1129,CGBR51DT.zip,267,
Congo (Brazzaville),CGBR61FL.DTA,CGBR61FL,BR,gestacao_parto,"Nascimentos, gestações e histórico obstétrico",61,1110,CGBR61DT.zip,388,
Congo (Brazzaville),CGIR51FL.DTA,CGIR51FL,IR,mulher_nucleo,Entrevista individual da mulher; fonte principal,51,4350,CGIR51DT.zip,267,
Congo (Brazzaville),CGIR5AFL.DTA,CGIR5AFL,IR,mulher_nucleo,Entrevista individual da mulher; fonte principal,5A,482,CGIR5ADT.zip,370,
Congo (Brazzaville),CGIR61FL.DTA,CGIR61FL,IR,mulher_nucleo,Entrevista individual da mulher; fonte principal,61,4413,CGIR61DT.zip,388,
Congo (República Democrática),CDCR51FL.DTA,CDCR51FL,CR,casal_parceiro,Informações conjugais e do parceiro,51,2572,CDCR51DT.zip,239,
Congo (República Democrática),CDCR61FL.DTA,CDCR61FL,CR,casal_parceiro,Informações conjugais e do parceiro,61,2292,CDCR61DT.zip,421,
Congo (República Democrática),CDCR81FL.dta,CDCR81FL,CR,casal_parceiro,Informações conjugais e do parceiro,81,1597,CDCR81DT.zip,597,
Congo (República Democrática),CDKR51FL.DTA,CDKR51FL,KR,saude_infantil,"Saúde, nutrição e vacinação de crianças",51,1082,CDKR51DT.zip,239,
Congo (República Democrática),CDKR61FL.DTA,CDKR61FL,KR,saude_infantil,"Saúde, nutrição e vacinação de crianças",61,999,CDKR61DT.zip,421,
Congo (República Democrática),CDKR81FL.dta,CDKR81FL,KR,saude_infantil,"Saúde, nutrição e vacinação de crianças",81,1194,CDKR81DT.zip,597,
Congo (República Democrática),CDHR51FL.DTA,CDHR51FL,HR,domicilio_contexto,"Domicílio, saneamento, bens e contexto",51,3409,CDHR51DT.zip,239,
Congo (República Democrática),CDHR61FL.DTA,CDHR61FL,HR,domicilio_contexto,"Domicílio, saneamento, bens e contexto",61,4606,CDHR61DT.zip,421,
Congo (República Democrática),CDHR81FL.dta,CDHR81FL,HR,domicilio_contexto,"Domicílio, saneamento, bens e contexto",81,4768,CDHR81DT.zip,597,
Congo (República Democrática),CDMR51FL.DTA,CDMR51FL,MR,casal_parceiro,Informações masculinas relacionadas ao casal,51,602,CDMR51DT.zip,239,
Congo (República Democrática),CDMR61FL.DTA,CDMR61FL,MR,casal_parceiro,Informações masculinas relacionadas ao casal,61,520,CDMR61DT.zip,421,
Congo (República Democrática),CDMR81FL.dta,CDMR81FL,MR,casal_parceiro,Informações masculinas relacionadas ao casal,81,549,CDMR81DT.zip,597,
Congo (República Democrática),CDPR51FL.DTA,CDPR51FL,PR,moradores_contexto,Moradores do domicílio e composição familiar,51,339,CDPR51DT.zip,239,
Congo (República Democrática),CDPR61FL.DTA,CDPR61FL,PR,moradores_contexto,Moradores do domicílio e composição familiar,61,505,CDPR61DT.zip,421,
Congo (República Democrática),CDPR81FL.dta,CDPR81FL,PR,moradores_contexto,Moradores do domicílio e composição familiar,81,618,CDPR81DT.zip,597,
Congo (República Democrática),CDBR51FL.DTA,CDBR51FL,BR,gestacao_parto,"Nascimentos, gestações e histórico obstétrico",51,1082,CDBR51DT.zip,239,
Congo (República Democrática),CDBR61FL.DTA,CDBR61FL,BR,gestacao_parto,"Nascimentos, gestações e histórico obstétrico",61,999,CDBR61DT.zip,421,
Congo (República Democrática),CDBR81FL.dta,CDBR81FL,BR,gestacao_parto,"Nascimentos, gestações e histórico obstétrico",81,1194,CDBR81DT.zip,597,
Congo (República Democrática),CDIR51FL.DTA,CDIR51FL,IR,mulher_nucleo,Entrevista individual da mulher; fonte principal,51,4328,CDIR51DT.zip,239,
Congo (República Democrática),CDIR61FL.DTA,CDIR61FL,IR,mulher_nucleo,Entrevista individual da mulher; fonte principal,61,4245,CDIR61DT.zip,421,
Congo (República Democrática),CDIR81FL.dta,CDIR81FL,IR,mulher_nucleo,Entrevista individual da mulher; fonte principal,81,5942,CDIR81DT.zip,597,
Costa do Marfim,CIHW35FL.DTA,CIHW35FL,HW,antropometria,"Peso, altura, anemia e medidas corporais",35,7,CIHW35DT.zip,62,
Costa do Marfim,CIHW3AFL.DTA,CIHW3AFL,HW,antropometria,"Peso, altura, anemia e medidas corporais",3A,7,CIHW3ADT.zip,106,
Costa do Marfim,CICR35FL.DTA,CICR35FL,CR,casal_parceiro,Informações conjugais e do parceiro,35,1412,CICR35DT.zip,62,
Costa do Marfim,CICR3AFL.DTA,CICR3AFL,CR,casal_parceiro,Informações conjugais e do parceiro,3A,1774,CICR3ADT.zip,106,
Costa do Marfim,CICR62FL.DTA,CICR62FL,CR,casal_parceiro,Informações conjugais e do parceiro,62,2370,CICR62DT.zip,311,
Costa do Marfim,CICR81FL.DTA,CICR81FL,CR,casal_parceiro,Informações conjugais e do parceiro,81,1630,CICR81DT.zip,559,
Costa do Marfim,CIKR35FL.DTA,CIKR35FL,KR,saude_infantil,"Saúde, nutrição e vacinação de crianças",35,722,CIKR35DT.zip,62,
Costa do Marfim,CIKR3AFL.DTA,CIKR3AFL,KR,saude_infantil,"Saúde, nutrição e vacinação de crianças",3A,702,CIKR3ADT.zip,106,
Costa do Marfim,CIKR51FL.DTA,CIKR51FL,KR,saude_infantil,"Saúde, nutrição e vacinação de crianças",51,285,CIKR51DT.zip,231,
Costa do Marfim,CIKR62FL.DTA,CIKR62FL,KR,saude_infantil,"Saúde, nutrição e vacinação de crianças",62,1017,CIKR62DT.zip,311,
Costa do Marfim,CIKR81FL.DTA,CIKR81FL,KR,saude_infantil,"Saúde, nutrição e vacinação de crianças",81,1164,CIKR81DT.zip,559,
Costa do Marfim,CIHR35FL.DTA,CIHR35FL,HR,domicilio_contexto,"Domicílio, saneamento, bens e contexto",35,1164,CIHR35DT.zip,62,
Costa do Marfim,CIHR3AFL.DTA,CIHR3AFL,HR,domicilio_contexto,"Domicílio, saneamento, bens e contexto",3A,1053,CIHR3ADT.zip,106,
Costa do Marfim,CIHR51FL.DTA,CIHR51FL,HR,domicilio_contexto,"Domicílio, saneamento, bens e contexto",51,4719,CIHR51DT.zip,231,
Costa do Marfim,CIHR62FL.DTA,CIHR62FL,HR,domicilio_contexto,"Domicílio, saneamento, bens e contexto",62,3900,CIHR62DT.zip,311,
Costa do Marfim,CIHR81FL.DTA,CIHR81FL,HR,domicilio_contexto,"Domicílio, saneamento, bens e contexto",81,4398,CIHR81DT.zip,559,
Costa do Marfim,CIMR33FL.DTA,CIMR33FL,MR,casal_parceiro,Informações masculinas relacionadas ao casal,33,442,CIMR33DT.zip,62,
Costa do Marfim,CIMR3AFL.DTA,CIMR3AFL,MR,casal_parceiro,Informações masculinas relacionadas ao casal,3A,543,CIMR3ADT.zip,106,
Costa do Marfim,CIMR62FL.DTA,CIMR62FL,MR,casal_parceiro,Informações masculinas relacionadas ao casal,62,543,CIMR62DT.zip,311,
Costa do Marfim,CIMR81FL.DTA,CIMR81FL,MR,casal_parceiro,Informações masculinas relacionadas ao casal,81,554,CIMR81DT.zip,559,
Costa do Marfim,CIPR35FL.DTA,CIPR35FL,PR,moradores_contexto,Moradores do domicílio e composição familiar,35,86,CIPR35DT.zip,62,
Costa do Marfim,CIPR3AFL.DTA,CIPR3AFL,PR,moradores_contexto,Moradores do domicílio e composição familiar,3A,87,CIPR3ADT.zip,106,
Costa do Marfim,CIPR51FL.DTA,CIPR51FL,PR,moradores_contexto,Moradores do domicílio e composição familiar,51,144,CIPR51DT.zip,231,
Costa do Marfim,CIPR62FL.DTA,CIPR62FL,PR,moradores_contexto,Moradores do domicílio e composição familiar,62,352,CIPR62DT.zip,311,
Costa do Marfim,CIPR81FL.DTA,CIPR81FL,PR,moradores_contexto,Moradores do domicílio e composição familiar,81,496,CIPR81DT.zip,559,
Costa do Marfim,CIBR35FL.dta,CIBR35FL,BR,gestacao_parto,"Nascimentos, gestações e histórico obstétrico",35,682,CIBR35DT.zip,62,
Costa do Marfim,CIBR3AFL.dta,CIBR3AFL,BR,gestacao_parto,"Nascimentos, gestações e histórico obstétrico",3A,702,CIBR3ADT.zip,106,
Costa do Marfim,CIBR51FL.DTA,CIBR51FL,BR,gestacao_parto,"Nascimentos, gestações e histórico obstétrico",51,285,CIBR51DT.zip,231,
Costa do Marfim,CIBR62FL.DTA,CIBR62FL,BR,gestacao_parto,"Nascimentos, gestações e histórico obstétrico",62,1053,CIBR62DT.zip,311,
Costa do Marfim,CIBR81FL.DTA,CIBR81FL,BR,gestacao_parto,"Nascimentos, gestações e histórico obstétrico",81,1164,CIBR81DT.zip,559,
Costa do Marfim,CIWI34FL.DTA,CIWI34FL,WI,socioeconomico,Índice de riqueza e contexto socioeconômico,34,3,CIWI34DT.zip,62,
Costa do Marfim,CIWI3AFL.DTA,CIWI3AFL,WI,socioeconomico,Índice de riqueza e contexto socioeconômico,3A,3,CIWI3ADT.zip,106,
Costa do Marfim,CIIR35FL.DTA,CIIR35FL,IR,mulher_nucleo,Entrevista individual da mulher; fonte principal,35,2956,CIIR35DT.zip,62,
Costa do Marfim,CIIR3AFL.DTA,CIIR3AFL,IR,mulher_nucleo,Entrevista individual da mulher; fonte principal,3A,2629,CIIR3ADT.zip,106,
Costa do Marfim,CIIR51FL.DTA,CIIR51FL,IR,mulher_nucleo,Entrevista individual da mulher; fonte principal,51,1321,CIIR51DT.zip,231,
Costa do Marfim,CIIR62FL.DTA,CIIR62FL,IR,mulher_nucleo,Entrevista individual da mulher; fonte principal,62,4364,CIIR62DT.zip,311,
Costa do Marfim,CIIR81FL.DTA,CIIR81FL,IR,mulher_nucleo,Entrevista individual da mulher; fonte principal,81,5417,CIIR81DT.zip,559,
Costa do Marfim,CISQ33FL.DTA,CISQ33FL,SQ,servicos_saude,Disponibilidade e infraestrutura de serviços,33,640,CISQ33DT.zip,62,
Eswatini (Suazilândia),szcr51fl.dta,SZCR51FL,CR,casal_parceiro,Informações conjugais e do parceiro,51,2185,SZCR51DT.zip,259,
Eswatini (Suazilândia),SZKR51FL.DTA,SZKR51FL,KR,saude_infantil,"Saúde, nutrição e vacinação de crianças",51,1058,SZKR51DT.zip,259,
Eswatini (Suazilândia),szhr51fl.dta,SZHR51FL,HR,domicilio_contexto,"Domicílio, saneamento, bens e contexto",51,4293,SZHR51DT.zip,259,
Eswatini (Suazilândia),szmr51fl.dta,SZMR51FL,MR,casal_parceiro,Informações masculinas relacionadas ao casal,51,561,SZMR51DT.zip,259,
Eswatini (Suazilândia),SZPR52FL.DTA,SZPR52FL,PR,moradores_contexto,Moradores do domicílio e composição familiar,52,425,SZPR52DT.zip,259,
Eswatini (Suazilândia),SZBR51FL.DTA,SZBR51FL,BR,gestacao_parto,"Nascimentos, gestações e histórico obstétrico",51,1058,SZBR51DT.zip,259,
Eswatini (Suazilândia),szir51fl.dta,SZIR51FL,IR,mulher_nucleo,Entrevista individual da mulher; fonte principal,51,4217,SZIR51DT.zip,259,
Etiópia,ETHW41FL.DTA,ETHW41FL,HW,antropometria,"Peso, altura, anemia e medidas corporais",41,7,ETHW41DT.zip,147,
Etiópia,ETHW51FL.DTA,ETHW51FL,HW,antropometria,"Peso, altura, anemia e medidas corporais",51,7,ETHW51DT.zip,248,
Etiópia,ETCR41FL.DTA,ETCR41FL,CR,casal_parceiro,Informações conjugais e do parceiro,41,2107,ETCR41DT.zip,147,
Etiópia,ETCR51FL.DTA,ETCR51FL,CR,casal_parceiro,Informações conjugais e do parceiro,51,2370,ETCR51DT.zip,248,
Etiópia,ETCR61FL.DTA,ETCR61FL,CR,casal_parceiro,Informações conjugais e do parceiro,61,1749,ETCR61DT.zip,359,
Etiópia,ETCR71FL.DTA,ETCR71FL,CR,casal_parceiro,Informações conjugais e do parceiro,71,2528,ETCR71DT.zip,478,
Etiópia,ETCR8AFL.dta,ETCR8AFL,CR,casal_parceiro,Informações conjugais e do parceiro,8A,1592,ETCR8ADT.zip,586,
Etiópia,ETKR41FL.DTA,ETKR41FL,KR,saude_infantil,"Saúde, nutrição e vacinação de crianças",41,881,ETKR41DT.zip,147,
Etiópia,ETKR51FL.DTA,ETKR51FL,KR,saude_infantil,"Saúde, nutrição e vacinação de crianças",51,1225,ETKR51DT.zip,248,
Etiópia,ETKR61FL.DTA,ETKR61FL,KR,saude_infantil,"Saúde, nutrição e vacinação de crianças",61,928,ETKR61DT.zip,359,
Etiópia,ETKR71FL.DTA,ETKR71FL,KR,saude_infantil,"Saúde, nutrição e vacinação de crianças",71,1251,ETKR71DT.zip,478,
Etiópia,ETKR81FL.DTA,ETKR81FL,KR,saude_infantil,"Saúde, nutrição e vacinação de crianças",81,1072,ETKR81DT.zip,551,
Etiópia,ETKR8AFL.dta,ETKR8AFL,KR,saude_infantil,"Saúde, nutrição e vacinação de crianças",8A,1301,ETKR8ADT.zip,586,
Etiópia,ETHR41FL.DTA,ETHR41FL,HR,domicilio_contexto,"Domicílio, saneamento, bens e contexto",41,1151,ETHR41DT.zip,147,
Etiópia,ETHR51FL.DTA,ETHR51FL,HR,domicilio_contexto,"Domicílio, saneamento, bens e contexto",51,2109,ETHR51DT.zip,248,
Etiópia,ETHR61FL.DTA,ETHR61FL,HR,domicilio_contexto,"Domicílio, saneamento, bens e contexto",61,2406,ETHR61DT.zip,359,
Etiópia,ETHR71FL.DTA,ETHR71FL,HR,domicilio_contexto,"Domicílio, saneamento, bens e contexto",71,1966,ETHR71DT.zip,478,
Etiópia,ETHR81FL.DTA,ETHR81FL,HR,domicilio_contexto,"Domicílio, saneamento, bens e contexto",81,1384,ETHR81DT.zip,551,
Etiópia,ETHR8AFL.dta,ETHR8AFL,HR,domicilio_contexto,"Domicílio, saneamento, bens e contexto",8A,4308,ETHR8ADT.zip,586,
Etiópia,ETMR41FL.DTA,ETMR41FL,MR,casal_parceiro,Informações masculinas relacionadas ao casal,41,880,ETMR41DT.zip,147,
Etiópia,ETMR51FL.DTA,ETMR51FL,MR,casal_parceiro,Informações masculinas relacionadas ao casal,51,960,ETMR51DT.zip,248,
Etiópia,ETMR61FL.DTA,ETMR61FL,MR,casal_parceiro,Informações masculinas relacionadas ao casal,61,547,ETMR61DT.zip,359,
Etiópia,ETMR71FL.DTA,ETMR71FL,MR,casal_parceiro,Informações masculinas relacionadas ao casal,71,597,ETMR71DT.zip,478,
Etiópia,ETMR8AFL.dta,ETMR8AFL,MR,casal_parceiro,Informações masculinas relacionadas ao casal,8A,544,ETMR8ADT.zip,586,
Etiópia,ETPR41FL.DTA,ETPR41FL,PR,moradores_contexto,Moradores do domicílio e composição familiar,41,200,ETPR41DT.zip,147,
Etiópia,ETPR51FL.DTA,ETPR51FL,PR,moradores_contexto,Moradores do domicílio e composição familiar,51,261,ETPR51DT.zip,248,
Etiópia,ETPR61FL.DTA,ETPR61FL,PR,moradores_contexto,Moradores do domicílio e composição familiar,61,302,ETPR61DT.zip,359,
Etiópia,ETPR71FL.DTA,ETPR71FL,PR,moradores_contexto,Moradores do domicílio e composição familiar,71,321,ETPR71DT.zip,478,
Etiópia,ETPR81FL.DTA,ETPR81FL,PR,moradores_contexto,Moradores do domicílio e composição familiar,81,287,ETPR81DT.zip,551,
Etiópia,ETPR8AFL.dta,ETPR8AFL,PR,moradores_contexto,Moradores do domicílio e composição familiar,8A,420,ETPR8ADT.zip,586,
Etiópia,ETBR41FL.dta,ETBR41FL,BR,gestacao_parto,"Nascimentos, gestações e histórico obstétrico",41,881,ETBR41DT.zip,147,
Etiópia,ETBR51FL.DTA,ETBR51FL,BR,gestacao_parto,"Nascimentos, gestações e histórico obstétrico",51,1225,ETBR51DT.zip,248,
Etiópia,ETBR61FL.DTA,ETBR61FL,BR,gestacao_parto,"Nascimentos, gestações e histórico obstétrico",61,928,ETBR61DT.zip,359,
Etiópia,ETBR71FL.DTA,ETBR71FL,BR,gestacao_parto,"Nascimentos, gestações e histórico obstétrico",71,1287,ETBR71DT.zip,478,
Etiópia,ETBR81FL.DTA,ETBR81FL,BR,gestacao_parto,"Nascimentos, gestações e histórico obstétrico",81,1072,ETBR81DT.zip,551,
Etiópia,ETBR8AFL.dta,ETBR8AFL,BR,gestacao_parto,"Nascimentos, gestações e histórico obstétrico",8A,1307,ETBR8ADT.zip,586,
Etiópia,ETWI41FL.DTA,ETWI41FL,WI,socioeconomico,Índice de riqueza e contexto socioeconômico,41,3,ETWI41DT.zip,147,
Etiópia,ETIR41FL.DTA,ETIR41FL,IR,mulher_nucleo,Entrevista individual da mulher; fonte principal,41,3665,ETIR41DT.zip,147,
Etiópia,ETIR51FL.DTA,ETIR51FL,IR,mulher_nucleo,Entrevista individual da mulher; fonte principal,51,4699,ETIR51DT.zip,248,
Etiópia,ETIR61FL.DTA,ETIR61FL,IR,mulher_nucleo,Entrevista individual da mulher; fonte principal,61,3807,ETIR61DT.zip,359,
Etiópia,ETIR71FL.DTA,ETIR71FL,IR,mulher_nucleo,Entrevista individual da mulher; fonte principal,71,5902,ETIR71DT.zip,478,
Etiópia,ETIR81FL.DTA,ETIR81FL,IR,mulher_nucleo,Entrevista individual da mulher; fonte principal,81,4436,ETIR81DT.zip,551,
Etiópia,ETIR8AFL.dta,ETIR8AFL,IR,mulher_nucleo,Entrevista individual da mulher; fonte principal,8A,6648,ETIR8ADT.zip,586,
Gabão,GAHW41FL.DTA,GAHW41FL,HW,antropometria,"Peso, altura, anemia e medidas corporais",41,7,GAHW41DT.zip,148,
Gabão,gacr41fl.dta,GACR41FL,CR,casal_parceiro,Informações conjugais e do parceiro,41,2094,GACR41DT.zip,148,
Gabão,GACR61FL.DTA,GACR61FL,CR,casal_parceiro,Informações conjugais e do parceiro,61,2294,GACR61DT.zip,402,
Gabão,GACR71FL.DTA,GACR71FL,CR,casal_parceiro,Informações conjugais e do parceiro,71,1420,GACR71DT.zip,546,
Gabão,GAKR41FL.DTA,GAKR41FL,KR,saude_infantil,"Saúde, nutrição e vacinação de crianças",41,936,GAKR41DT.zip,148,
Gabão,GAKR61FL.DTA,GAKR61FL,KR,saude_infantil,"Saúde, nutrição e vacinação de crianças",61,1057,GAKR61DT.zip,402,
Gabão,GAKR71FL.DTA,GAKR71FL,KR,saude_infantil,"Saúde, nutrição e vacinação de crianças",71,1149,GAKR71DT.zip,546,
Gabão,GAHR41FL.DTA,GAHR41FL,HR,domicilio_contexto,"Domicílio, saneamento, bens e contexto",41,1172,GAHR41DT.zip,148,
Gabão,GAHR61FL.DTA,GAHR61FL,HR,domicilio_contexto,"Domicílio, saneamento, bens e contexto",61,3323,GAHR61DT.zip,402,
Gabão,GAHR71FL.DTA,GAHR71FL,HR,domicilio_contexto,"Domicílio, saneamento, bens e contexto",71,3291,GAHR71DT.zip,546,
Gabão,GAMR41FL.DTA,GAMR41FL,MR,casal_parceiro,Informações masculinas relacionadas ao casal,41,461,GAMR41DT.zip,148,
Gabão,GAMR61FL.DTA,GAMR61FL,MR,casal_parceiro,Informações masculinas relacionadas ao casal,61,516,GAMR61DT.zip,402,
Gabão,GAMR71FL.DTA,GAMR71FL,MR,casal_parceiro,Informações masculinas relacionadas ao casal,71,620,GAMR71DT.zip,546,
Gabão,GAPR41FL.DTA,GAPR41FL,PR,moradores_contexto,Moradores do domicílio e composição familiar,41,91,GAPR41DT.zip,148,
Gabão,GAPR61FL.DTA,GAPR61FL,PR,moradores_contexto,Moradores do domicílio e composição familiar,61,352,GAPR61DT.zip,402,
Gabão,GAPR71FL.DTA,GAPR71FL,PR,moradores_contexto,Moradores do domicílio e composição familiar,71,461,GAPR71DT.zip,546,
Gabão,GABR41FL.DTA,GABR41FL,BR,gestacao_parto,"Nascimentos, gestações e histórico obstétrico",41,936,GABR41DT.zip,148,
Gabão,GABR61FL.DTA,GABR61FL,BR,gestacao_parto,"Nascimentos, gestações e histórico obstétrico",61,1057,GABR61DT.zip,402,
Gabão,GABR71FL.DTA,GABR71FL,BR,gestacao_parto,"Nascimentos, gestações e histórico obstétrico",71,1231,GABR71DT.zip,546,
Gabão,GAWI41FL.DTA,GAWI41FL,WI,socioeconomico,Índice de riqueza e contexto socioeconômico,41,3,GAWI41DT.zip,148,
Gabão,GAIR41FL.DTA,GAIR41FL,IR,mulher_nucleo,Entrevista individual da mulher; fonte principal,41,3361,GAIR41DT.zip,148,
Gabão,GAIR61FL.DTA,GAIR61FL,IR,mulher_nucleo,Entrevista individual da mulher; fonte principal,61,4581,GAIR61DT.zip,402,
