variable,country_count,file_count,labels,themes
b9_20,38,321,Child lives with whom | child lives with respondent | child lives with whom | who child lives with,historia_reprodutiva | outros
bidx,38,367,Birth column number | birth column number,historia_reprodutiva
bidx_01,38,323,Birth column number | bidx$02 | birth column number,historia_reprodutiva | outros
bidx_02,38,323,Birth column number | birth column number,historia_reprodutiva | outros
bidx_03,38,323,Birth column number | bidx$04 | birth column number,historia_reprodutiva | outros
bidx_04,38,323,Birth column number | birth column number,historia_reprodutiva | outros
bidx_05,38,323,Birth column number | bidx$06 | birth column number,historia_reprodutiva | outros
bidx_06,38,323,Birth column number | birth column number,historia_reprodutiva | outros
bidx_07,38,323,Birth column number | bidx$08 | birth column number,historia_reprodutiva | outros
bidx_08,38,323,Birth column number | birth column number,historia_reprodutiva | outros
bidx_09,38,323,Birth column number | bidx$10 | birth column number,historia_reprodutiva | outros
bidx_10,38,323,Birth column number | birth column number,historia_reprodutiva | outros
bidx_11,38,323,Birth column number | bidx$12 | birth column number,historia_reprodutiva | outros
bidx_12,38,323,Birth column number | birth column number,historia_reprodutiva | outros
bidx_13,38,323,Birth column number | bidx$14 | birth column number,historia_reprodutiva | outros
bidx_14,38,323,Birth column number | birth column number,historia_reprodutiva | outros
bidx_15,38,323,Birth column number | bidx$16 | birth column number,historia_reprodutiva | outros
bidx_16,38,321,Birth column number | birth column number,historia_reprodutiva | outros
bidx_17,38,321,Birth column number | bidx$18 | birth column number,historia_reprodutiva | outros
bidx_18,38,321,Birth column number | birth column number,historia_reprodutiva | outros
bidx_19,38,321,"Birth column number | bidx$20  ""birth column number"" | bidx$20  'birth column number' | birth column number",historia_reprodutiva
bidx_20,38,321,Birth column number | birth column number,historia_reprodutiva | outros
bord,38,367,Birth order number | birth order number,historia_reprodutiva
bord_01,38,323,Birth order number | birth order number | bord$02,historia_reprodutiva | outros
bord_02,38,323,Birth order number | birth order number,historia_reprodutiva | outros
bord_03,38,323,Birth order number | birth order number | bord$04,historia_reprodutiva | outros
bord_04,38,323,Birth order number | birth order number,historia_reprodutiva | outros
bord_05,38,323,Birth order number | birth order number | bord$06,historia_reprodutiva | outros
bord_06,38,323,Birth order number | birth order number,historia_reprodutiva | outros
bord_07,38,323,Birth order number | birth order number | bord$08,historia_reprodutiva | outros
bord_08,38,323,Birth order number | birth order number,historia_reprodutiva | outros
bord_09,38,323,Birth order number | birth order number | bord$10,historia_reprodutiva | outros
bord_10,38,323,Birth order number | birth order number,historia_reprodutiva | outros
bord_11,38,323,Birth order number | birth order number | bord$12,historia_reprodutiva | outros
bord_12,38,323,Birth order number | birth order number,historia_reprodutiva | outros
bord_13,38,323,Birth order number | birth order number | bord$14,historia_reprodutiva | outros
bord_14,38,323,Birth order number | birth order number,historia_reprodutiva | outros
bord_15,38,323,Birth order number | birth order number | bord$16,historia_reprodutiva | outros
bord_16,38,321,Birth order number | birth order number,historia_reprodutiva | outros
bord_17,38,321,Birth order number | birth order number | bord$18,historia_reprodutiva | outros
bord_18,38,321,Birth order number | birth order number,historia_reprodutiva | outros
bord_19,38,321,"Birth order number | birth order number | bord$20  ""birth order number"" | bord$20  'birth order number'",historia_reprodutiva
bord_20,38,321,Birth order number | birth order number,historia_reprodutiva | outros
caseid,38,712,1 | Case Identification | case identification | caseid | filler,identificacao_amostragem
h1,38,333,Has health card | NA - Has health card | has health card | has health card - na | na - has health card,outros
h10,38,333,Ever had vaccination | NA - Ever had vaccination | ever had vaccination | ever had vaccination - na | na - ever had vaccination,saude_infantil
h11,38,339,Had diarrhea recently | NA - Had diarrhea recently | had diarrhea recently | na - had diarrhea recently,saude_infantil
h13,38,339,Given oral rehydration | NA - Given oral rehydration | given oral rehydration | given oral rehydration     -na | na - given oral rehydration,saude_infantil
h14,38,339,Given recommend. home solution | Given recommended home solution | NA - Given recommended home solution | given home solution of sugar | given recomm. home solution | given recommend. home sol - na | given recommend. home solut-na | given recommend. home solution | given recommend. home solution (sss) | given recommended home solution | given recommended home solution (keneyadji) | na - given recommend. home solution | na - given recommended home solution | recomm. home soltn -        na,outros
h15,38,339,"Given antibiotic pills or syrups | NA - Given antibiotic pills or syrups | given antibiotic pills or syrups | given other pills or syru - na | given other pills or syrup- na | given other pills or syrups | given tablets,injections,syrup | na - given antibiotic pills or syrups | na - given other pills or syrups | na-given antibiotic pills or syrups",outros
h2,38,333,NA - Received BCG | Received BCG | na - received bcg | received bcg | received bcg - na,outros
h20,38,339,Given other treatment | NA - Given other treatment | given other treatment | given other treatment     - na | na - given other treatment,outros
h21,38,339,NA - Received any treatment | Received any treatment | na - received any treatment | received any treatment | received any treatment    - na,outros
h22,38,366,Had fever in last two weeks | had fever in last 4 weeks | had fever in last two wee - na | had fever in last two weeks | had fever in last two weeks-na | na - had fever in last two weeks,saude_infantil
h2d,38,333,BCG day | NA - BCG day | bcg day | bcg day - na | na - bcg day,outros
h2m,38,333,BCG month | NA - BCG month | bcg month | bcg month - na | na - bcg month,outros
h2y,38,333,BCG year | NA - BCG year | bcg year | bcg year - na | na - bcg year,outros
h3,38,333,NA - Received DPT 1 | Received DPT 1 | Received DPT/HEPB 1 | na - received dpt 1 | received dpt 1 | received dpt 1 - na | received dpt 1 - pentavalent | received dpt/hep b/influenza 1 | received pent1/dpt1 | received pentavalent 1,outros
h31,38,353,Had cough in last two weeks | NA - Had cough in last two weeks | had cough in last two wee - na | had cough in last two weeks | had cough in last two weeks-na | had cough/difficult breathing | na - had cough in last two weeks,outros
h3d,38,333,DPT 1 day | NA - DPT 1 day | dpt 1 day | dpt 1 day  - pentavalent | dpt 1 day - na | dpt/hep b/influenza 1 day | na - dpt 1 day | pent1/dpt1 day | pentavalent 1 day,outros
h3m,38,333,DPT 1 month | NA - DPT 1 month | dpt 1 month | dpt 1 month  - pentavalent | dpt 1 month - na | dpt/hep b/influenza 1 month | na - dpt 1 month | pent1/dpt1 month | pentavalent 1 month,outros
h3y,38,333,DPT 1 year | NA - DPT 1 year | dpt 1 year | dpt 1 year  - pentavalent | dpt 1 year - na | dpt/hep b/influenza 1 year | na - dpt 1 year | pent1/dpt1 year | pentavalent 1 year,outros
h4,38,333,NA - Received POLIO 1 | Received POLIO 1 | na - received polio 1 | received polio 1 | received polio 1 - na,outros
h4d,38,333,NA - POLIO 1 day | POLIO 1 day | na - polio 1 day | polio 1 day | polio 1 day - na,outros
h4m,38,333,NA - POLIO 1 month | POLIO 1 month | na - polio 1 month | polio 1 month | polio 1 month - na,outros
h4y,38,333,NA - POLIO 1 year | POLIO 1 year | na - polio 1 year | polio 1 year | polio 1 year - na,outros
h5,38,333,NA - Received DPT 2 | Received DPT 2 | Received DPT/HEPB 2 | na - received dpt 2 | received dpt 2 | received dpt 2  - pentavalent | received dpt 2 - na | received dpt/hep b/influenza 2 | received pent2/dpt2 | received pentavalent 2,outros
h5d,38,333,DPT 2 day | NA - DPT 2 day | dpt 2 day | dpt 2 day  - pentavalent | dpt 2 day - na | dpt/hep b/influenza 2 day | na - dpt 2 day | pent2/dpt2 day | pentavalent 2 day,outros
h5m,38,333,DPT 2 month | NA - DPT 2 month | dpt 2 month | dpt 2 month  - pentavalent | dpt 2 month - na | dpt/hep b/influenza 2 month | na - dpt 2 month | pent2/dpt2 month | pentavalent 2 month,outros
h5y,38,333,DPT 2 year | NA - DPT 2 year | dpt 2 year | dpt 2 year  - pentavalent | dpt 2 year - na | dpt/hep b/influenza 2 year | na - dpt 2 year | pent2/dpt2 year | pentavalent 2 year,outros
h6,38,333,NA - Received POLIO 2 | Received POLIO 2 | na - received polio 2 | received polio 2 | received polio 2 - na,outros
h6d,38,333,NA - POLIO 2 day | POLIO 2 day | na - polio 2 day | polio 2 day | polio 2 day - na,outros
h6m,38,333,NA - POLIO 2 month | POLIO 2 month | na - polio 2 month | polio 2 month | polio 2 month - na,outros
h6y,38,333,NA - POLIO 2 year | POLIO 2 year | na - polio 2 year | polio 2 year | polio 2 year - na,outros
h7,38,333,NA - Received DPT 3 | Received DPT 3 | Received DPT/HEPB 3 | na - received dpt 3 | received dpt 3 | received dpt 3  - pentavalent | received dpt 3 - na | received dpt/hep b/influenza 3 | received pent3/dpt3 | received pentavalent 3,outros
h7d,38,333,DPT 3 day | NA - DPT 3 day | dpt 3 day | dpt 3 day  - pentavalent | dpt 3 day - na | dpt/hep b/influenza 3 day | na - dpt 3 day | pent3/dpt3 day | pentavalent 3 day,outros
h7m,38,333,DPT 3 month | NA - DPT 3 month | dpt 3 month | dpt 3 month  - pentavalent | dpt 3 month - na | dpt/hep b/influenza 3 month | na - dpt 3 month | pent3/dpt3 month | pentavalent 3 month,outros
h7y,38,333,DPT 3 year | NA - DPT 3 year | dpt 3 year | dpt 3 year  - pentavalent | dpt 3 year - na | dpt/hep b/influenza 3 year | na - dpt 3 year | pent3/dpt3 year | pentavalent 3 year,outros
h8,38,333,NA - Received POLIO 3 | Received POLIO 3 | na - received polio 3 | received polio 3 | received polio 3 - na,outros
h8d,38,333,NA - POLIO 3 day | POLIO 3 day | na - polio 3 day | polio 3 day | polio 3 day - na,outros
h8m,38,333,NA - POLIO 3 month | POLIO 3 month | na - polio 3 month | polio 3 month | polio 3 month - na,outros
h8y,38,333,NA - POLIO 3 year | POLIO 3 year | na - polio 3 year | polio 3 year | polio 3 year - na,outros
h9,38,333,NA - Received MEASLES | Received MEASLES | na - received measles | received measles | received measles - na | received measles 1,outros
h9d,38,333,MEASLES day | NA - MEASLES day | measles 1 day | measles day | measles day - na | na - measles day,outros
h9m,38,333,MEASLES month | NA - MEASLES month | measles 1 month | measles month | measles month - na | na - measles month,outros
h9y,38,333,MEASLES year | NA - MEASLES year | measles 1 year | measles year | measles year - na | na - measles year,outros
hidx,38,346,Index to birth history | index to birth history,historia_reprodutiva
hw1,38,357,Age in months | Child's age in months | age in months | age in months              -na | age in months - na | child's age in months,demografia | historia_reprodutiva
hw10,38,304,NA - Weight/Height percentile | Weight/Height percentile | Wt/Ht Percentile | h/w percentile | ht/wt percentile | na - weight/height percentile | na - wt/ht percentile | weight/height percentile | wt/ht percentile | wt/ht percentile           -na | wt/ht percentile - na,nutricao_anemia | outros
hw11,38,304,NA - Weight/Height standard deviation | Weight/Height standard deviation | Wt/Ht Standard deviations | h/w z-score | ht/wt standard deviations | na - weight/height standard deviation | na - wt/ht standard deviations | weight/height standard deviation | wt/ht standard deviation | wt/ht standard deviations | wt/ht standard deviations  -na | wt/ht standard deviations - na,nutricao_anemia | outros
hw12,38,304,NA - Weight/Height percent of ref. median | Weight/Height percent of ref. median | Wt/Ht Percent of ref. median | h/w percent of ref. median | ht/wt percent of ref. median | na - weight/height percent of ref. median | na - wt/ht percent of ref. median | weight/height percent of ref. median | wt/ht percent of ref. med - na | wt/ht percent of ref. media-na | wt/ht percent of ref. median,nutricao_anemia | outros
hw13,38,338,NA - Result of measurement - height/weight | Result of measurement | Result of measurement - height/weight | na - reason not measured | na - result of measurement - height/weight | reason not measured | reason not measured        -na | reason not measured - na | result of measurement | result of measurement - height/weight,nutricao_anemia | outros
hw2,38,338,Child's weight in kilograms (1 decimal) | NA - Child's weight in kilograms (1 decimal) | Weight in kilograms (1 dec.) | child's weight in kilograms (1 decimal) | na - child's weight in kilograms (1 decimal) | na - weight in kilograms (1 dec.) | weight in kilograms | weight in kilograms (1 de - na | weight in kilograms (1 dec.) | weight in kilograms (1 dec.-na,nutricao_anemia
hw3,38,338,Child's height in centimeters (1 decimal) | Height in centimeters (1 dec.) | NA - Child's height in centimeters (1 decimal) | child's height in centimeters (1 decimal) | height in centimeters (1 - na | height in centimeters (1 de-na | height in centimeters (1 dec.) | height in centimetres | height in centimetres (1 dec.) | na - child's height in centimeters (1 decimal) | na - height in centimeters (1 dec.),nutricao_anemia
hw4,38,304,Height/Age percentile | Ht/A Percentile | NA - Height/Age percentile | h/a percentile | height/age percentile | ht/a percentile | ht/a percentile            -na | ht/a percentile - na | na - height/age percentile | na - ht/a percentile,nutricao_anemia | outros
hw5,38,304,Height/Age standard deviation | Ht/A Standard deviations | NA - Height/Age standard deviation | h/a z-score | height/age standard deviation | ht/a standard deviation | ht/a standard deviations | ht/a standard deviations   -na | ht/a standard deviations - na | na - height/age standard deviation | na - ht/a standard deviations,nutricao_anemia | outros
hw6,38,304,Height/Age percent of ref. median | Ht/A Percent of ref. median | NA - Height/Age percent of ref. median | h/a percent of ref. median | height/age percent of ref. median | ht/a percent of ref. medi - na | ht/a percent of ref. median | ht/a percent of ref. median-na | na - height/age percent of ref. median | na - ht/a percent of ref. median,nutricao_anemia | outros
hw7,38,304,NA - Weight/Age percentile | Weight/Age percentile | Wt/A Percentile | na - weight/age percentile | na - wt/a percentile | w/a percentile | weight/age percentile | wt/a percentile | wt/a percentile            -na | wt/a percentile - na,nutricao_anemia | outros
hw8,38,304,NA - Weight/Age standard deviation | Weight/Age standard deviation | Wt/A Standard deviations | na - weight/age standard deviation | na - wt/a standard deviations | w/a z-score | weight/age standard deviation | wt/a standard deviation | wt/a standard deviations | wt/a standard deviations   -na | wt/a standard deviations - na,nutricao_anemia | outros
hw9,38,304,NA - Weight/Age percent of ref. median | Weight/Age percent of ref. median | Wt/A Percent of ref. median | na - weight/age percent of ref. median | na - wt/a percent of ref. median | w/a percent of ref. median | weight/age percent of ref. median | wt/a percent of ref. medi - na | wt/a percent of ref. median | wt/a percent of ref. median-na,nutricao_anemia | outros
hwidx,38,357,Index to Birth History | Index to birth history | index to birth history | index to birth history     -na | index to birth history - na,historia_reprodutiva
m1,38,340,NA - Number of tetanus injections before birth | Number of tetanus injections before birth | Tetanus injections bef. birth | last birth only tetanus injections bef. birth | na - number of tetanus injections before birth | na - tetanus injections bef. birth | number of tetanus injections before birth | tetanus injection before birth | tetanus injections bef. b - na | tetanus injections bef. birth | tetanus injections before birth,saude_materna
m4,38,341,Duration of breastfeeding | NA - Duration of breastfeeding | duration of breastfeeding | na - duration of breastfeeding,saude_infantil
m5,38,341,Months of breastfeeding | NA - Months of breastfeeding | months of breastfeeding | na - months of breastfeeding,saude_infantil
m6,38,339,Duration of amenorrhea | NA - Duration of amenorrhea | duration of amenorrhea | na - duration of amenorrhea,outros
m7,38,339,Months of amenorrhea | NA - Months of amenorrhea | months of amenorrhea | na - months of amenorrhea,outros
m8,38,339,Duration of abstinence | NA - Duration of abstinence | duration of abstinence | duration of abstinence    - na | na - duration of abstinence,outros
m9,38,339,Months of abstinence | NA - Months of abstinence | months of abstinence | months of abstinence      - na | na - months of abstinence,outros
midx,38,367,Index to Birth History | Index to birth history | index to birth history,historia_reprodutiva
v000,38,712,Country code and phase | country code | country code and phase | v000,outros
v001,38,712,Cluster number | cluster number,identificacao_amostragem
v002,38,712,HOUSEHOLD number | Household number | household number | household number            na,socioeconomico
v003,38,712,Respondent's line number | line number | respondent's line number,identificacao_amostragem
v004,38,712,Ultimate area unit | enumeration area | ultimate area unit,identificacao_amostragem | outros
v005,38,712,Sample weight | Women's individual sample weight (6 decimals) | sample weight | women's individual sample weight (6 decimals),nutricao_anemia
v006,38,712,Month of interview | month of interview,identificacao_amostragem
v007,38,712,Year of interview | year of interview,identificacao_amostragem
v008,38,712,Date of interview (CMC) | date of interview (cmc),identificacao_amostragem
v009,38,712,Respondent's month of birth | respondent's month of birth,historia_reprodutiva
v010,38,712,Respondent's year of birth | respondent's year of birth,historia_reprodutiva
v011,38,712,Date of birth (CMC) | date of birth (cmc),historia_reprodutiva
v012,38,712,Current age - respondent | Respondent's current age | current age - respondent | respondent's current age,demografia
v013,38,712,Age 5-year groups | Age in 5-year groups | age 5-year groups | age in 5-year groups,demografia
v014,38,712,Completeness of age information | Completeness of information | completeness of age information | completeness of information,demografia | outros
v101,38,712,Region | Transmission Zones | district | province | province code | region | region (prfecture) | region (préfecture) | region of residence | zone (codes are as per sample frame),demografia | outros
v102,38,712,Type of place of residence | type of place of residence,demografia
v103,38,681,Childhood place of residence | NA - Childhood place of residence | NA-Childhood place of residence | [na] childhood place of residence | childhood place of reside - na | childhood place of reside - na! | childhood place of residen- na | childhood place of residenc-na | childhood place of residence | childhood place of residence - na | na - childhood place of residence | na-childhood place of residence,historia_reprodutiva
v104,38,684,NA - Years lived in place of res. | NA - Years lived in place of residence | NA-Years lived in place of residence | Years lived in place of residence | na - years lived in place of res. | na - years lived in place of residence | na-years lived in place of residence | years lived in place of r - na! | years lived in place of res-na | years lived in place of res. | years lived in place of res. - na | years lived in place of res.na | years lived in place of residence,demografia | outros
v105,38,681,NA - Type of place of previous res. | NA - Type of place of previous residence | NA-Type of place of previous residence | Type of place of previous residence | na - type of place of previous res. | na - type of place of previous residence | na-type of place of previous residence | type of place of previous - na | type of place of previous - na! | type of place of previous r-na | type of place of previous rena | type of place of previous res | type of place of previous res. | type of place of previous res. - na | type of place of previous residence,demografia | outros
v106,38,712,Highest educational level | highest educational level,socioeconomico
v107,38,712,Highest year of education | highest year of education,socioeconomico
v113,38,712,Source of drinking water | source of drinking water,socioeconomico
v115,38,705,Time to get to water source | na - time to get to water source | time (minutes) to get to water source | time to get to water sour - na | time to get to water source | time to get to water source (minutes) | time to get to water source - minutes,socioeconomico
v116,38,712,Type of toilet facility | type of toilet facility,socioeconomico
v119,38,712,Has electricity | Household has: electricity | has electricity | household has: electricity,socioeconomico
v120,38,712,Has radio | Household has: radio | has radio | household has: radio,socioeconomico
v121,38,712,Has television | Household has: television | has television | has television            - na | household has: color television | household has: television | household has: television (see swh111d and swh111e),socioeconomico
v122,38,712,Has refrigerator | Household has: refrigerator | has refrigerator | has refrigerator           -na | has refrigerator          - na | household has: refrigerator,socioeconomico
v123,38,712,Has bicycle | Household has: bicycle | has bicycle | household has: bicycle,outros | socioeconomico
v124,38,712,Has motorcycle/scooter | Household has: motorcycle/scooter | has moped | has motorcycle | has motorcycle -            na | has motorcycle/scooter | household has: motorcycle/scooter,outros | socioeconomico
v125,38,712,Has car/truck | Household has: car/truck | has car | has car -                   na | has car/truck | household has: car/truck,outros | socioeconomico
v127,38,712,Main floor material | main floor material,socioeconomico
v128,38,709,Main wall material | main wall material | main wall material          na | main wall material          na! | main wall material         -na | main wall material        - na | main wall material        - na! | main wall material        -na | main wall material   na   - na | main wall material - na | main wall material -na | na - main wall material,socioeconomico
v129,38,709,Main roof material | main roof material | main roof material          na | main roof material          na! | main roof material         -na | main roof material        - na | main roof material        - na! | main roof material        -na | main roof material  na    - na | main roof material - na | main roof material -na | na - main roof material,socioeconomico
v130,38,708,NA - Religion | Religion | na - religion | religion | religion                   -na | religion                  - na | religion                  -na | religion -na,demografia
v131,38,708,Dialect | Ethnicity | NA - Ethnicity | [na] ethnicity | dialect | ethnicity | ethnicity                   na | ethnicity                  -na | ethnicity                 - na | ethnicity                 -na | ethnicity - language spoken hm | ethnicity {first language} | na - ethnicity | na-ethnicity,demografia | outros
v133,38,712,Education in single years | education in single years,socioeconomico
v134,38,702,De facto place of residence | NA - De facto place of residence | NA-De facto place of residence | [na] de facto place of residence | de facto place of residen - na | de facto place of residence | de facto place of residence - na | de facto place of residence-na | na - de facto place of residence | na-de facto place of residence | place of residence        - na,demografia | outros
v135,38,712,Usual resident or visitor | usual resident or visitor,identificacao_amostragem
v136,38,712,Number of HOUSEHOLD members | Number of household members (listed) | household members | number of household members | number of household members (listed),socioeconomico
v137,38,712,Number of children 5 and under | Number of children 5 and under in household (de jure) | children resident under 5 | number of children 14 and under in household (de jure) | number of children 5 and under | number of children 5 and under in household (de jure) | number of children resident in the hh 5 and under,historia_reprodutiva
v138,38,712,Number of eligible women in HH | Number of eligible women in household (de facto) | Number of eligible women/men in household (de facto) | eligible women in compound | eligible women in household | number of eligible women in hh | number of eligible women in household (de facto),outros | socioeconomico
v201,38,708,Total children ever born | total children ever born,historia_reprodutiva
v202,38,704,Sons at home | sons at home,outros
v203,38,704,Daughters at home | daughters at home,outros
v204,38,704,Sons elsewhere | sons elsewhere,outros
v205,38,704,Daughters elsewhere | daughters elsewhere,outros
v206,38,704,Sons who have died | sons who have died,outros
v207,38,704,Daughters who have died | daughters who have died,outros
v208,38,707,Births in last five years | births in last five years | births in last three years | na - births in last five years,historia_reprodutiva
v209,38,707,Births in past year | births in past year | na - births in past year,historia_reprodutiva
v210,38,707,Births in month of interview | births in month of interview | na - births in month of interview,historia_reprodutiva
v211,38,675,Date of first birth (CMC) | NA - Date of first birth (CMC) | date of first birth (cmc) | date of first birth (cmc)  -na | na - date of first birth (cmc),historia_reprodutiva
v212,38,681,Age of respondent at 1st birth | NA - Age of respondent at 1st birth | age of respondent at 1st bi-na | age of respondent at 1st birth | na -  age of respondent at 1st birth | na - age of respondent at 1st birth,demografia | historia_reprodutiva
v213,38,708,Currently pregnant | currently pregnant,saude_materna
v214,38,704,Duration of current pregnancy | duration of current pregnancy | duration of current pregnancy in months | na - duration of current pregnancy,saude_materna
v215,38,666,NA - Time since last menstrual period | Time since last menstrual perd | Time since last menstrual period | na - time since last menstrual perd | na - time since last menstrual period | time since last menstrual - na | time since last menstrual p-na | time since last menstrual perd | time since last menstrual period,historia_reprodutiva
v216,38,666,Menstruated in last six weeks | NA - Menstruated in last six weeks | menstruated in last six w - na | menstruated in last six wee-na | menstruated in last six weeks | na - menstruated in last six weeks,historia_reprodutiva
v217,38,666,Knowledge of ovulatory cycle | NA - Knowledge of ovulatory cycle | knowledge of ovulatory cy - na | knowledge of ovulatory cycl-na | knowledge of ovulatory cycle | na - knowledge of ovulatory cycle,outros
v218,38,707,NA - Number of living children | Number of living children | na - number of living children | number of living children,historia_reprodutiva
v219,38,707,Living children + current preg | Living children + current pregnancy | NA - Living children + current pregnancy | living children + current preg | living children + current pregnancy | na - living children + current preg,historia_reprodutiva | saude_materna
v220,38,707,Living children + curr preg 6+ | Living children + current pregnancy (grouped) | NA - Living children + current pregnancy (grouped) | living children + curr preg 6+ | living children + current pregnancy (grouped) | living children + current pregnancy 6+ | na - living children + curr preg 6+,historia_reprodutiva | saude_materna
v221,38,674,Marriage to first birth int. | Marriage to first birth interval (months) | NA - Marriage to first birth interval (months) | marriage to first birth int-na | marriage to first birth int. | marriage to first birth interval | marriage to first birth interval (cmc) | marriage to first birth interval (months) | na - marriage to first birth int. | na - marriage to first birth interval (months),historia_reprodutiva
v222,38,704,Last birth to interview | Last birth to interview (months) | NA - Last birth to interview (months) | last birth to interview | last birth to interview    -na | last birth to interview (months) | na - last birth to interview | na - last birth to interview (months),historia_reprodutiva
v223,38,704,Completeness of curr preg. inf | Completeness of current pregnancy information | NA - Completeness of current pregnancy information | completeness of curr preg. inf | completeness of current pregnancy inf | completeness of current pregnancy info | completeness of current pregnancy information | completeness of information | na - completeness of curr preg. inf | na - completeness of current pregnancy information,outros | saude_materna
v224,38,707,Entries in birth history | entries in birth history | na - entries in birth history,historia_reprodutiva
v301,38,303,Knowledge of any method | knowledge of any method | na - knowledge of any method,outros
v302,38,303,Ever use of any method | NA - Ever use of any method | NA-Ever use of any method | ever use of any method | ever use of any method - na | na - ever use of any method | na-ever use of any method,outros
v304_01,38,303,Knows method | knows method | na - knows method | v304$02,outros
v304_02,38,303,Knows method | knows method | na - knows method,outros
v304_03,38,303,Knows method | knows method | na - knows method | v304$04,outros
v304_04,38,303,Knows method | knows method | na - knows method,outros
v304_05,38,303,Knows method | knows method | na - knows method | v304$06,outros
v304_06,38,303,Knows method | knows method | na - knows method,outros
v304_07,38,303,Knows method | knows method | na - knows method | v304$08,outros
v304_08,38,303,Knows method | knows method | na - knows method,outros
v304_09,38,303,Knows method | knows method | na - knows method | v304$10,outros
v304_10,38,303,Knows method | knows method | na - knows method,outros
v304_11,38,303,Knows method | knows method | na - knows method | v304$12,outros
v304_12,38,303,Knows method | knows method | na - knows method,outros
v304_13,38,303,Knows method | knows method | na - knows method | v304$14,outros
v304_14,38,303,Knows method | knows method | na - knows method,outros
v304_15,38,303,Knows method | knows method | na - knows method,outros
v305_01,38,303,Ever used method | NA - Ever used method | NA-Ever used method | ever used method | ever used method           -na | ever used method -na | na - ever used method | na-ever used method | v305$02,outros
v305_02,38,303,Ever used method | NA - Ever used method | NA-Ever used method | ever used method | ever used method           -na | ever used method -na | na - ever used method | na-ever used method,outros
v305_03,38,303,Ever used method | NA - Ever used method | NA-Ever used method | ever used method | ever used method           -na | ever used method -na | na - ever used method | na-ever used method | v305$04,outros
v305_04,38,303,Ever used method | NA - Ever used method | NA-Ever used method | ever used method | ever used method           -na | ever used method -na | na - ever used method | na-ever used method,outros
v305_05,38,303,Ever used method | NA - Ever used method | NA-Ever used method | ever used method | ever used method           -na | ever used method -na | na - ever used method | na-ever used method | v305$06,outros
v305_06,38,303,Ever used method | NA - Ever used method | NA-Ever used method | ever used method | ever used method           -na | ever used method -na | na - ever used method | na-ever used method,outros
v305_07,38,303,Ever used method | NA - Ever used method | NA-Ever used method | ever used method | ever used method           -na | ever used method -na | na - ever used method | na-ever used method | v305$08,outros
v305_08,38,303,Ever used method | NA - Ever used method | NA-Ever used method | ever used method | ever used method           -na | ever used method -na | na - ever used method | na-ever used method,outros
v305_09,38,303,Ever used method | NA - Ever used method | NA-Ever used method | ever used method | ever used method           -na | ever used method -na | na - ever used method | na-ever used method | v305$10,outros
v305_10,38,303,Ever used method | NA - Ever used method | NA-Ever used method | ever used method | ever used method           -na | ever used method -na | na - ever used method | na-ever used method,outros
v305_11,38,303,Ever used method | NA - Ever used method | NA-Ever used method | ever used method | ever used method           -na | ever used method -na | na - ever used method | na-ever used method | v305$12,outros
v305_12,38,303,Ever used method | NA - Ever used method | NA-Ever used method | ever used method | ever used method           -na | ever used method -na | na - ever used method | na-ever used method,outros
v305_13,38,303,Ever used method | NA - Ever used method | NA-Ever used method | ever used method | ever used method           -na | ever used method -na | na - ever used method | na-ever used method | v305$14,outros
v305_14,38,303,Ever used method | NA - Ever used method | NA-Ever used method | ever used method | ever used method           -na | ever used method -na | na - ever used method | na-ever used method,outros
v305_15,38,303,Ever used method | NA - Ever used method | NA-Ever used method | ever used method | ever used method           -na | ever used method -na | na - ever used method | na-ever used method,outros
v310,38,627,Living children at first use | NA - Living children at first use | NA-Living children at first use | living children at first  - na | living children at first us-na | living children at first use | na - living children at first use | na-living children at first use,historia_reprodutiva
v311,38,627,Children at first use (grouped) | NA - Children at first use (grouped) | NA - Children at first use (grpd) | NA-Children at first use (grouped) | children at first use (gr - na | children at first use (grou-na | children at first use (grouped) | children at first use (grpd) | na - children at first use (grouped) | na - children at first use (grpd) | na-children at first use (grouped),historia_reprodutiva
v312,38,629,Current contraceptive method | current contraceptive method | na - current contraceptive method,planejamento_familiar
v313,38,629,Current use by method type | current use by method type | na - current use by method type,outros
v315,38,627,Month of start of use of method | month of start of use of me-na | month of start of use of method | month of start of use of sterilization (female and/or male) | month of sterilization | na - month of start of use of method,outros | planejamento_familiar
v316,38,627,Year of start of use of method | na - year of start of use of method | year of start of use of met-na | year of start of use of method | year of start of use of sterilization (female and/or male) | year of sterilization | year of sterilization {extended up to 97},outros | planejamento_familiar
v317,38,627,Date of start of use of method (CMC) | date of start of use of met-na | date of start of use of method | date of start of use of method (cmc) | date of sterilization (cmc) | na - date of start of use of method (cmc),outros | planejamento_familiar
v318,38,627,Completeness of information | completeness of information | completeness of information for date started using method | completeness of information-na | na - completeness of information,outros
v319,38,627,Years since sterilization | na - years since sterilization | years since sterilization | years since sterilization  -na,planejamento_familiar
v320,38,627,Age at sterilization | age at sterilization | age at sterilization       -na | na - age at sterilization,planejamento_familiar
v321,38,627,Marital duration at sterilization | marital duration at sterili-na | marital duration at steriliz. | marital duration at sterilization | na - marital duration at sterilization | years since first union at sterilization,demografia | planejamento_familiar
v322,38,627,Parity at sterilization | na - parity at sterilization | parity at sterilization | parity at sterilization    -na,planejamento_familiar
